PUBID8   ,REGION8  ,CENDIV8  ,SQFT8    ,SQFTC8   ,YRCONC8  ,PBA8     ,ELUSED8  ,NGUSED8  ,FKUSED8  ,PRUSED8  ,STUSED8  ,HWUSED8  ,ADJWT8   ,STRATUM8 ,PAIR8    ,HDD658   ,CDD658   ,MFUSED8  ,MFBTU8   ,MFEXP8   ,ELCNS8   ,ELBTU8   ,ELEXP8   ,ZELCNS8  ,ZELEXP8                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2589,2,3,4000,2,3,5,1,1,2,2,2,2,4044.03,60,2,6011,756,1,182504,2700,14479,49402,1500,1,0
2590,3,5,12750,4,2,5,1,1,2,2,2,2,746.1,23,1,4219,1432,1,846252,17636,59620,203423,5703,0,0
2591,2,3,25000,4,3,26,1,1,2,2,2,2,780.38,12,2,4845,927,1,2556120,29257,129861,443086,12619,0,0
2592,2,4,7700,3,7,5,2,2,2,2,2,2,3110.9,17,1,8394,633,2,                  ,          ,               ,                  ,          ,9,9
2593,2,3,8300,3,1,2,1,1,2,2,2,2,199.06,11,1,8084,530,1,301017,4715,32352,110385,2843,0,0
2594,4,8,15500,4,6,1,1,1,2,2,2,2,406.42,38,2,5789,602,1,294330,3817,11839,40395,2163,0,0
2595,2,3,59000,6,8,14,1,1,2,2,2,2,214.9,14,1,6082,620,1,5130043,63563,791620,2701007,44998,0,0
2596,4,8,13250,4,8,14,1,1,2,2,2,2,456.4,39,2,4533,972,1,637494,11861,73042,249219,8105,0,0
2597,1,1,71000,6,4,14,1,2,1,1,2,2,238.32,1,1,8262,391,1,2146327,46840,394068,1344560,40669,0,0
2599,3,5,19000,4,8,12,1,2,2,1,2,2,734.43,25,1,2322,1634,1,568166,14863,166520,568166,14863,0,0
2600,1,2,400000,8,5,5,1,1,2,2,2,2,82.18,10,2,6456,957,1,4198838,44072,2051,6998,292,1,0
2601,3,6,138000,7,4,13,1,1,2,2,1,2,335.56,29,1,3938,1454,1,39640842,455465,2637360,8998672,139986,0,0
2602,4,9,255000,8,6,18,1,1,1,1,2,2,135.43,62,1,1818,1627,1,23987496,453917,4047019,13808429,384535,0,0
2603,2,3,2400,2,2,6,1,1,2,2,2,2,2724.37,11,1,6005,645,1,373858,8644,92348,315091,7888,0,0
2604,1,1,4750,2,6,15,1,2,1,1,2,2,1538.94,1,1,7154,430,1,610611,7743,73723,251543,4599,0,0
2606,3,7,4200,2,3,12,1,1,2,2,2,2,2314.83,32,2,3343,1744,1,160320,2310,18009,61447,1489,0,0
2607,2,4,47500,5,5,14,1,1,2,2,2,2,317.92,18,2,6264,932,1,2759033,37678,322346,1099845,26894,0,0
2612,3,5,160000,7,7,23,1,2,2, ,2,2,91.88,26,1,718,3573,1,21998583,608782,6447416,21998583,608782,1,1
2613,4,8,3050,2,6,13,1,2,2,1,2,2,365.45,39,1,6210,695,1,66483,1400,19485,66483,1400,0,0
2614,4,8,84000,6,6,2,1,1,2,2,2,1,165.33,39,2,4105,1495,1,21300593,348103,2777214,9475854,209304,1,1
2615,1,2,275000,8,4,14,1,1,2,2,2,2,132.45,4,2,6563,581,1,25168503,349712,1892767,6458121,220569,1,1
2616,3,5,1600,2,6,6,1,1,2,2,2,2,2314.83,23,2,3595,1166,1,444747,9771,115723,394847,9069,1,1
2617,2,3,74000,6,3,23,1,1,2, ,2,2,72.3,64,1,6193,825,1,9011978,205873,2340481,7985721,198690,1,1
2618,2,4,1500,2,7,14,2,2,2,2,2,2,1697.96,19,1,5841,968,2,                  ,          ,               ,                  ,          ,9,9
2619,2,3,41000,5,7,12,1,1,2,2,2,2,201.75,15,1,6830,509,1,4360972,54628,702889,2398257,40524,0,0
2620,3,6,19250,4,7,2,1,2,2,2,2,2,807.37,31,1,3051,2121,1,1385849,33234,406169,1385849,33234,1,1
2621,4,9,8000,3,4,5,1,1,2,2,2,2,2996.93,62,1,1759,1558,1,320087,4006,85714,292456,3600,0,0
2623,3,6,4000,2,7,26,1,1,2,2,2,2,2314.83,31,2,3320,1635,1,198283,4777,47054,160548,4296,1,1
2624,4,9,72000,6,6,2,1,1,2,2,2,2,242.54,62,2,1121,1736,1,7825551,205161,1818468,6204613,192001,0,0
2625,4,9,40000,5,6,2,1,2,2,2,2,2,88.09,47,2,2002,207,1,2498229,97015,732189,2498229,97015,0,0
2626,3,7,2500,2,3,25,1,1,2,2,2,2,343.4,32,2,3406,1989,1,252052,3700,28547,97402,2200,1,0
2627,3,5,12750,4,3,5,2,2,2,2,2,2,1331.23,26,2,1342,3225,2,                  ,          ,               ,                  ,          ,9,9
2628,3,5,9100,3,5,12,1,2,2,1,2,2,343.4,24,1,2466,1865,1,180768,6015,52980,180768,6015,0,0
2629,1,1,17000,4,2,26,1,1,2,2,2,2,2739.65,2,1,6800,648,1,1284664,24450,121604,414913,15405,1,1
2630,2,4,2950,2,5,15,1,2,2,1,2,2,508.07,17,2,9599,657,1,661331,12749,193825,661331,12749,0,0
2631,1,1,14500,4,1,2,1,1,2,2,2,2,869.22,3,2,9277,214,1,574453,14861,116299,396812,12415,0,0
2632,2,3,21750,4,1,14,1,1,2,2,2,2,119.39,64,1,5278,966,1,1465604,14102,29140,99426,2920,1,0
2633,3,7,1500,2,2,12,1,2,2,2,2,2,2226.65,34,1,1490,2616,1,34727,1172,10178,34727,1172,1,1
2634,1,1,12000,4,1,25,1,1,2,2,2,2,2739.65,3,2,5207,744,1,574361,8625,22086,75357,3294,1,1
2635,4,9,1600000,10,6,24,1,1,2, ,2,2,89.9,42,1,2646,953,1,109973963,3590824,29532553,100765071,3503839,0,0
2636,3,5,1500,2,5,26,1,1,2,2,2,2,2314.83,25,1,2833,1903,1,184189,3823,32559,111091,2901,1,1
2637,1,2,28500,5,2,23,1,1,1, ,2,2,878.08,6,1,5059,1023,1,3830484,95202,696851,2377656,82208,0,0
2638,3,5,295000,8,6,2,1,2,1,2,2,2,111.95,22,1,3834,1438,1,34504869,399475,9787617,33395349,389475,0,0
2639,4,8,8500,3,5,5,1,2,2,2,2,2,1288.73,37,1,8011,532,1,18479,480,5416,18479,480,1,0
2640,2,3,32000,5,7,2,1,1,2,2,2,2,148.9,11,1,7060,504,1,2693980,52844,537461,1833817,46196,0,0
2641,4,9,1400,2,3,14,1,1,2,2,2,2,5770.12,62,1,1826,1533,1,93931,1823,16017,54650,1588,0,0
2642,1,2,275000,8,2,2,1,2,2,2,1,2,28.58,82,1,5746,902,1,29363390,736672,5685343,19398390,619489,1,1
2643,4,9,95000,6,5,25,1,1,2,1,2,2,240.9,41,2,1321,1852,1,9751353,308819,2792750,9528863,306856,1,1
2644,2,3,2200,2,2,26,1,1,2,2,2,2,2459.66,11,2,8451,285,1,150331,2537,16804,57335,1718,0,0
2645,4,9,1100,2,4,2,1,1,2,2,2,2,877.96,59,2,1044,1229,1,241963,10047,62092,211858,9672,0,0
2646,3,5,81000,6,8,14,1,1,2,2,2,2,74.86,24,2,3127,1177,1,6757121,106633,1376152,4695431,87174,0,0
2647,3,5,93000,6,4,17,1,1,1,2,2,2,246.38,21,2,4921,1186,1,13104345,145955,1542600,5263351,87678,0,0
2649,2,3,5600,3,4,23,1,1,2, ,2,2,611.89,13,2,5976,684,1,932291,16355,167812,572575,12630,0,0
2650,1,2,55000,6,3,14,1,1,2,2,2,2,243.77,10,1,6603,491,1,7273773,53256,349176,1191389,33686,0,0
2651,3,5,1800,2,7,15,1,1,2,2,2,2,1446.07,24,1,2848,1455,1,638658,12700,130221,444314,10806,0,0
2652,3,5,10250,4,6,26,1,2,2,2,2,2,734.43,25,1,2366,2071,1,161439,4091,47315,161439,4091,0,0
2653,2,3,57000,6,2,14,1,1,2,2,2,2,188.03,13,1,6358,628,1,5220359,51726,320720,1094297,21248,0,0
2654,4,9,34000,5,5,23,1,2,2, ,2,2,287.14,44,2,0,3764,1,2701437,179108,791746,2701437,179108,0,0
2656,1,2,8000,3,5,25,1,2,2,2,2,2,781.6,7,1,6770,536,1,22253,763,6522,22253,763,0,0
2657,2,3,215000,8,1,18,1,1,2,2,2,2,42.03,12,2,5970,902,1,20828812,194164,1322754,4513237,89109,0,0
2658,2,4,122000,7,7,2,1,2,1,2,2,2,77.89,20,1,4744,1502,1,9719383,148621,2846759,9713142,148557,0,0
2659,4,8,15750,4,5,2,1,2,2,2,2,2,2976.63,65,1,1141,2783,1,699938,16380,205140,699938,16380,0,0
2660,3,5,2500,2,2,5,1,2,2,2,2,2,2544.74,27,2,1705,2391,1,37556,1145,11007,37556,1145,1,1
2661,2,4,3600,2,8,5,2,2,2,2,2,2,3110.9,17,1,7730,621,2,                  ,          ,               ,                  ,          ,9,9
2662,4,9,255000,8,7,2,1,2,1,2,2,2,89.9,42,2,3148,215,1,14875181,619412,4327148,14764229,617732,0,0
2663,2,3,450000,8,2,2,1,1,2,2,1,2,25.53,12,2,7168,772,1,78454787,843015,12557629,42846630,609513,0,0
2664,3,5,700000,9,5,16,1,1,1,2,2,2,11.69,24,1,3100,1652,1,227225320,1838348,27944242,95345754,1095919,0,0
2665,2,4,2000,2,7,2,1,1,2,2,2,2,2459.66,20,2,4570,1177,1,306538,5916,76304,260349,5409,0,0
2666,2,3,2000,2,1,12,1,1,2,2,2,2,2724.37,11,2,7236,444,1,630487,5443,7684,26218,721,0,0
2668,2,3,1800,2,7,6,1,2,2,2,2,2,2724.37,64,2,7736,659,1,242576,6350,71095,242576,6350,1,1
2669,4,9,100000,6,7,25,1,1,2,2,2,2,221.72,43,1,6885,575,1,3304814,49281,552499,1885127,38521,0,0
2671,2,3,18000,4,2,26,1,1,2,2,2,2,173.32,13,1,5349,909,1,1293268,13103,44927,153291,3688,0,0
2672,1,2,10000,3,4,26,1,1,2,2,2,2,2739.65,4,2,6418,600,1,1014981,19307,81937,279569,12987,1,1
2673,2,3,36500,5,5,17,1,1,1,2,2,2,352.05,13,1,4112,781,1,3900535,54575,592311,2020965,38932,1,1
2675,2,4,52000,6,6,91,1,2,2,2,2,2,198.08,18,1,6551,844,1,519156,11031,152156,519156,11031,1,1
2677,2,3,10000,3,3,8,1,1,2,2,2,2,317.7,13,1,5862,654,1,987617,14050,147465,503151,9880,0,0
2678,3,6,2000,2,7,15,1,2,2,2,2,2,1446.07,29,1,3700,1426,1,65074,1805,19072,65074,1805,1,0
2679,3,6,5000,2,5,6,1,1,2,2,2,2,734.43,31,2,3514,1823,1,932290,16052,195279,666292,13419,0,0
2680,3,5,120000,7,5,14,1,1,2,2,2,2,80.51,21,2,5031,930,1,3091502,48902,753442,2570744,43902,1,1
2681,1,1,3600,2,1,13,1,2,1,1,2,2,2739.65,1,1,8508,288,1,90702,1194,3780,12897,591,0,0
2682,2,3,12000,4,1,12,1,1,2,2,2,2,780.38,12,1,7255,646,1,845518,12019,73335,250219,7677,0,0
2683,3,7,1500000,10,6,2,1,1,1,2,1,2,75.75,57,1,1783,3068,1,225254825,2778126,9937094,33905365,529646,0,0
2684,4,9,73000,6,6,2,1,1,1,2,2,2,242.54,42,1,2283,349,1,7101549,185505,1523520,5198250,169745,0,0
2685,4,9,15500,4,5,14,1,1,2,2,2,2,360.63,59,2,897,1380,1,1231580,18526,324544,1107344,17309,0,0
2687,1,2,18000,4,3,25,1,1,2,2,2,2,406.42,10,1,4900,819,1,2398970,50484,396880,1354155,40561,0,0
2688,1,2,6100,3,2,25,1,2,1,2,2,2,2739.65,6,1,5050,1066,1,431313,14854,85763,292623,13554,1,1
2689,4,8,106000,7,4,25,1,2,2,2,2,2,91.01,65,1,536,4399,1,21993991,376575,6446070,21993991,376575,1,1
2690,3,7,200000,7,5,5,1,1,2,2,2,2,243.05,32,2,3226,1963,1,1562620,36829,433200,1478078,36000,0,0
2691,4,9,3800,2,4,2,1,1,2,2,2,2,2996.93,40,1,2489,731,1,32432,998,4187,14286,818,0,0
2692,3,5,2400,2,7,2,1,1,2,2,2,2,2546.83,21,1,4310,1083,1,165306,3280,14938,50968,1772,0,0
2693,3,5,13000,4,6,5,1,2,2,1,2,2,377.5,28,2,562,4360,1,426445,13058,124984,426445,13058,0,0
2694,2,4,3500,2,3,15,1,2,2,1,2,2,317.92,17,2,8171,850,1,321308,6000,94170,321308,6000,0,0
2695,2,4,1000000,9,5,24,1,1,1, ,2,2,42.03,17,2,9256,584,1,86053021,956618,17192501,58660813,824705,1,1
2696,2,3,26500,5,4,12,1,1,2,2,2,2,73.28,64,1,6106,806,1,1638558,20088,73968,252379,9483,0,0
2697,2,3,1500,2,3,2,1,1,2,2,2,2,2724.37,15,2,6662,464,1,231008,3363,18451,62955,1867,1,1
2698,2,4,12500,4,6,13,1,2,2,1,2,2,2447.55,17,1,6889,741,1,477803,9996,140036,477803,9996,1,1
2699,3,6,45000,5,2,2,1,1,2,2,2,2,206.11,29,2,3674,1258,1,3378886,37371,648421,2212412,28339,0,0
2700,4,9,1500,2,2,2,1,1,2,2,2,2,2996.93,40,1,2552,702,1,71530,3720,17731,60498,3478,0,0
2704,4,9,13500,4,8,2,1,2,2,2,2,2,781.6,43,2,5313,1067,1,832879,7851,244103,832879,7851,0,0
2705,4,8,19250,4,5,23,1,2,2, ,2,2,360.63,65,1,874,3644,1,1873041,57473,548957,1873041,57473,1,1
2706,2,3,40000,5,5,17,1,1,1,2,2,2,148.9,15,2,6803,517,1,8013076,73188,932882,3182993,65024,1,1
2707,1,2,280000,8,5,16,1,1,1,2,2,2,12.37,4,1,7450,548,1,112701930,1447886,9001219,30712159,968268,1,1
2708,4,8,28000,5,2,2,1,1,2,2,2,2,318.61,37,2,5997,472,1,2230256,24914,322383,1099971,16205,0,0
2709,2,3,46500,5,7,23,1,1,2, ,2,2,408.27,12,1,6635,584,1,1870638,22041,123343,420846,10524,0,0
2710,2,3,45000,5,5,12,1,1,2,2,2,2,201.75,16,1,6136,614,1,1559898,16879,79348,270735,6665,0,0
2711,3,5,26000,5,7,8,1,2,2,2,2,2,154.04,26,2,1770,2696,1,2119302,47860,621132,2119302,47860,1,0
2712,3,7,1550,2,7,14,1,2,2,2,2,2,1702.02,34,1,798,4294,1,73989,4142,21685,73989,4142,0,0
2713,3,5,1500000,10,7,24,1,2,2, ,2,2,17.67,28,2,611,3407,1,126548436,2233603,37089225,126548436,2233603,0,0
2714,4,8,7000,3,5,15,1,2,2,1,2,2,719.19,39,1,5581,624,1,115728,2106,33918,115728,2106,0,0
2715,4,9,152000,7,8,1,1,1,2,2,2,2,226.15,42,1,2152,1084,1,622694,32737,182199,621663,32540,0,0
2716,2,3,225000,8,2,2,1,1,2,2,2,2,72.3,11,1,6958,634,1,13794951,177030,2273266,7756384,137914,1,1
2717,2,4,2200,2,1,2,1,1,2,2,2,2,2459.66,18,2,7638,699,1,183586,2394,12832,43783,1197,1,0
2718,2,3,33000,5,3,14,1,1,2,2,2,2,402.35,15,2,5642,608,1,4576336,45028,156383,533579,12993,1,1
2719,2,4,90000,6,5,14,1,1,2,2,2,2,214.9,18,1,8087,597,1,5148406,51191,530489,1810028,29696,0,0
2720,2,3,2100,2,6,5,1,1,2,2,2,2,864.37,12,1,7678,526,1,162628,2050,7898,26948,850,1,0
2721,1,2,60000,6,6,5,1,1,2,2,2,2,80.53,8,2,5529,1239,1,4135190,75277,699416,2386407,59540,1,1
2722,1,2,47500,5,3,14,1,1,1,2,2,2,360.63,6,1,5986,897,1,5594391,82297,294397,1004483,42301,1,0
2723,3,6,30000,5,7,18,1,1,2,2,2,2,313.39,30,1,4174,865,1,2223447,36349,442645,1510305,28315,0,0
2724,4,9,1450,2,5,5,2,2,2,2,2,2,4126.4,62,1,888,1862,2,                  ,          ,               ,                  ,          ,9,9
2726,3,5,1500000,10,2,2,1,2,1,2,1,2,46.62,23,1,4771,1084,1,99618964,2059663,18614484,63512619,1325420,0,0
2727,1,1,196000,7,1,4,1,1,2,2,2,2,92.66,53,2,6444,680,1,62217921,885929,6591196,22489161,585059,1,1
2728,4,9,205000,8,2,16,1,1,1,2,1,2,11.26,43,1,7131,389,1,72163607,886835,4239508,14465201,215072,1,1
2729,3,7,8000,3,6,13,1,1,2,2,2,2,807.37,57,1,2420,2885,1,273991,6413,58697,200274,5679,1,1
2730,3,5,14500,4,4,14,1,2,2,2,2,2,227.37,27,1,324,4883,1,659697,18962,193346,659697,18962,0,0
2731,3,5,8000,3,5,13,1,2,2,1,2,2,2746.94,25,1,2154,1993,1,262216,7849,76851,262216,7849,0,0
2732,3,7,57000,6,5,23,1,1,2, ,2,2,377.5,49,1,1756,3123,1,9247430,183763,1708033,5827809,153565,1,1
2733,4,9,13500,4,6,23,1,1,2, ,2,2,869.22,43,1,6249,585,1,1782860,29892,257766,879498,22584,0,0
2734,1,2,390000,8,2,16,1,2,2,2,1,1,11.26,114,1,5245,874,1,124205882,1873537,6016085,20526882,654278,1,1
2735,1,2,114000,7,5,8,1,2,1,1,2,2,113.44,5,1,5215,869,1,13017183,322857,1854313,6326916,272332,0,0
2736,2,4,21000,4,6,18,1,2,2,1,2,2,324.7,19,1,4822,1175,1,525885,12734,154128,525885,12734,0,0
2737,4,8,2150,2,3,2,1,1,2,2,2,2,2226.17,37,2,6052,440,1,324880,6306,68052,232193,5550,0,0
2738,2,3,21000,4,7,18,1,1,2,2,2,2,402.35,12,1,7077,749,1,1627017,26289,237715,811084,20638,0,0
2740,1,1,66000,6,6,2,1,1,2,2,2,2,221.72,3,1,5790,745,1,5531867,59845,912500,3113450,36000,0,0
2742,1,2,700000,9,3,2,1,1,2,2,2,2,7.15,8,1,7170,782,1,150132643,1416405,12861988,43885103,781015,0,0
2743,4,9,420000,8,2,14,1,1,1,2,1,2,39.92,42,1,2023,384,1,47569177,575719,3767526,12854799,295792,0,0
2744,3,7,58000,6,5,23,1,2,2, ,2,2,190.78,49,1,1370,3277,1,6295949,192572,1845237,6295949,192572,1,1
2745,3,7,19500,4,3,5,1,1,2,2,2,2,377.5,34,2,1561,3045,1,216498,4910,56774,193713,4696,0,0
2746,3,7,19000,4,8,12,1,2,2,2,2,2,706.45,34,1,924,4190,1,739015,29950,216593,739015,29950,0,0
2747,4,9,3850,2,5,15,1,1,2,2,2,2,165.84,43,1,6722,486,1,1591386,18471,156323,533374,11121,0,0
2748,3,7,120000,7,6,2,1,2,2,2,2,2,76.17,49,1,975,3842,1,10225276,200436,2996857,10225276,200436,1,1
2750,2,3,16000,4,6,12,1,2,2,1,2,2,173.32,13,1,6570,767,1,293664,4551,86068,293664,4551,0,0
2752,3,6,4200,2,6,15,1,1,2,2,2,2,480.52,31,2,2808,1691,1,1712726,24962,172970,590174,14489,1,1
2753,3,5,1500000,10,4,2,1,1,1,2,1,2,3.88,23,1,4874,1184,1,140922898,2802795,24721068,84348284,1642805,0,0
2754,3,5,2800,2,6,7,1,2,2,2,2,2,419.28,22,1,3959,1449,1,107604,2092,31537,107604,2092,0,0
2755,2,3,11000,4,8,12,1,2,2,1,2,2,864.37,14,1,5780,851,1,67930,1360,19909,67930,1360,0,0
2756,2,3,6000,3,3,5,1,1,2,2,2,2,864.37,12,1,6470,578,1,359645,5981,37418,127670,3568,0,0
2757,3,7,8000,3,2,5,2,2,2,2,2,2,2314.83,32,2,3510,1963,2,                  ,          ,               ,                  ,          ,9,9
2758,3,5,33000,5,2,14,1,2,2,2,2,2,460.92,26,2,1469,2472,1,702292,15835,205830,702292,15835,0,0
2761,2,3,2650,2,7,6,1,1,2,2,2,2,2724.37,12,2,7118,762,1,633423,12206,127327,434440,10403,1,1
2762,4,8,4700,2,3,5,1,2,1,2,2,2,2226.17,37,2,5630,421,1,304682,3054,5888,20090,510,1,1
2763,1,2,120000,7,4,7,1,2,2,2,1,2,142.69,4,2,6278,543,1,13653733,404535,2616569,8927733,250837,0,0
2764,4,9,21000,4,4,2,1,1,2,2,2,2,181.42,47,2,1209,573,1,1765205,68498,462327,1577460,66748,1,1
2767,4,9,1500,2,6,5,1,1,2,2,2,2,4098.45,41,2,1389,2122,1,42895,954,5199,17739,610,0,0
2769,3,6,2100,2,4,2,1,1,2,2,2,2,2314.83,29,1,3252,1568,1,131014,1860,9269,31626,772,0,0
2770,2,3,140000,7,5,25,1,1,2,2,2,2,83.3,16,2,6242,708,1,16327759,173765,1385661,4727875,99181,0,0
2771,1,1,17250,4,3,14,1,2,1,1,2,2,1926.09,2,2,4488,554,1,1722562,24389,98377,335662,12967,1,0
2772,2,4,7600,3,4,14,1,2,2,2,2,1,1697.96,19,2,4905,1415,1,1324895,18240,70016,238895,5469,1,1
2773,2,4,340000,8,7,16,1,1,1,2,2,2,19.5,18,1,6523,992,1,89752689,877147,10756407,36700861,481250,0,0
2774,1,1,6000,3,5,7,1,2,1,2,2,2,1926.09,3,1,6363,773,1,824308,10407,31856,108693,4233,1,0
2775,3,5,4000,2,6,14,1,2,2,2,2,2,807.37,26,1,789,3507,1,148504,3936,43524,148504,3936,1,1
2776,4,8,19250,4,5,6,1,1,2,2,2,2,1433.2,38,2,6119,732,1,1125098,18215,225469,769300,16465,0,0
2777,3,7,4950,2,7,15,1,1,2,2,2,2,1446.07,32,1,2991,1802,1,4284694,45904,345851,1180044,22533,1,0
2778,2,4,1350,2,6,18,1,2,2,1,2,2,2447.55,19,1,4823,1141,1,148098,2724,43405,148098,2724,0,0
2779,3,5,4000,2,7,26,1,1,2,2,2,2,2314.83,25,2,3213,1594,1,109995,2529,13896,47413,1809,0,0
2780,2,3,24000,4,6,12,1,1,2,2,2,2,780.38,15,2,7464,543,1,1293057,15039,106689,364023,8485,0,0
2781,1,2,320000,8,3,2,1,1,1,2,2,2,28.44,10,2,5377,988,1,70361578,907103,13690379,46711573,742756,0,0
2782,2,4,9600,3,7,6,1,1,2,2,2,2,364.88,48,2,6544,973,1,2223267,25367,181760,620165,11487,0,0
2783,2,4,4300,2,7,7,1,2,2,2,2,2,1697.96,19,1,4686,1279,1,104834,1840,30725,104834,1840,0,0
2784,2,3,205000,8,6,2,1,2,1,2,2,2,2.27,16,2,7128,669,1,27629415,530747,7996099,27282690,523987,0,0
2785,3,5,9100,3,7,12,1,2,2,1,2,2,808.04,21,1,4192,1263,1,102735,3000,30110,102735,3000,1,0
2786,3,5,116000,7,5,25,1,1,2,2,2,2,77.87,21,2,5973,979,1,13281018,183717,3622033,12358377,175408,1,1
2787,3,7,4400,2,8,2,1,1,2,2,2,2,734.43,32,1,3051,1936,1,515874,8601,143942,491130,7859,0,0
2788,4,9,10001,4,5,8,1,1,1,2,2,2,622.11,40,1,2366,670,1,1987875,62984,399098,1361722,57761,1,1
2789,2,3,110000,7,5,26,1,1,2,2,2,2,229.35,15,1,6410,491,1,17370637,189309,3620387,12352760,149713,0,0
2791,4,9,14250,4,3,13,1,1,2,2,2,2,950.84,62,1,1821,1356,1,1513196,25231,112678,384457,17051,1,1
2792,3,5,1150,2,4,13,1,2,2,2,2,2,2314.83,25,2,2942,1582,1,16763,505,4913,16763,505,1,0
2795,3,5,5900,3,2,25,1,2,2,2,2,2,2544.74,27,2,1727,2351,1,111183,3039,32586,111183,3039,1,1
2796,3,7,81000,6,6,23,1,1,2, ,2,2,69.29,36,2,1470,3359,1,13249354,236971,2956170,10086452,210672,0,0
2797,3,7,34500,5,6,2,1,1,2,2,2,2,564.97,33,2,2610,2094,1,2383446,38095,572030,1951766,34345,1,1
2798,3,7,54000,6,7,25,1,2,2,2,2,2,72.27,49,1,1484,2808,1,4594794,97108,1346657,4594794,97108,1,1
2802,3,7,36000,5,7,2,1,2,1,2,2,2,706.45,34,1,924,4049,1,1552340,39926,450087,1535697,39756,1,1
2803,1,2,18000,4,2,2,1,1,2,2,2,2,869.22,9,2,4813,1149,1,1276794,27785,203693,695001,21567,1,1
2804,3,5,4350,2,5,23,1,1,2, ,2,2,2546.83,24,2,3842,1134,1,319608,6642,53725,183310,4897,1,1
2805,3,5,13250,4,5,13,1,1,2,2,2,2,419.28,22,2,4809,1329,1,3319033,57174,387724,1322914,30221,0,0
2806,4,9,18250,4,5,13,1,1,2,2,2,2,406.42,43,1,6222,663,1,777585,12739,98297,335389,8881,0,0
2807,3,7,81000,6,2,14,1,1,2,2,2,2,228.05,34,2,1706,2610,1,5442687,90451,1296950,4425193,83501,0,0
2808,2,3,14000,4,5,25,1,1,2,2,2,2,2724.37,12,1,8011,646,1,576863,10043,84945,289832,7708,0,0
2809,4,8,450000,8,6,16,1,1,1,2,2,2,11.26,37,2,6030,547,1,83571599,551643,9784808,33385765,475329,0,0
2810,4,8,8200,3,2,13,1,1,2,2,2,2,869.22,37,1,6166,513,1,947839,17781,80812,275731,13929,0,0
2811,1,2,20000,4,6,12,1,2,2,2,2,2,869.22,10,1,7782,421,1,227795,6864,66763,227795,6864,0,0
2812,3,5,18250,4,3,14,1,1,2,2,2,2,419.28,25,1,2642,1812,1,729103,16217,198942,678790,15571,1,1
2813,4,9,2850,2,5,14,1,2,2,2,2,2,1926.09,41,1,1438,602,1,74597,4079,21863,74597,4079,0,0
2814,4,9,235000,8,6,23,1,2,2, ,2,2,76.07,43,2,5877,765,1,22957134,452402,6728351,22957134,452402,0,0
2815,3,5,38500,5,4,1,1,2,2,2,2,2,74.62,28,1,755,3356,1,17183,554,5036,17183,554,1,0
2816,2,3,10000,3,5,15,1,1,2,2,2,2,510.58,50,2,6508,589,1,2229707,28044,199451,680527,17397,1,1
2818,3,7,10000,3,6,2,1,2,2,2,2,2,1945.16,34,2,1425,3242,1,823879,21622,241465,823879,21622,1,1
2820,4,9,188000,7,8,25,1,2,2,1,2,2,79.13,43,2,5840,894,1,7205595,112095,2111839,7205595,112095,0,1
2821,4,8,9600,3,1,18,1,1,2,2,2,2,456.4,37,1,6977,447,1,2008337,34329,173702,592671,25850,0,0
2822,2,3,18500,4,1,7,1,1,2,2,2,2,402.35,12,2,5846,876,1,2086717,18095,49306,168232,4019,0,0
2824,2,4,50000,5,5,18,1,1,2,2,2,2,317.92,18,2,5768,1041,1,6212335,88024,870924,2971593,65208,0,0
2826,4,9,1500,2,2,12,1,2,2,2,2,2,2996.93,62,2,791,1994,1,21987,1229,6444,21987,1229,1,0
2827,2,3,600000,9,7,13,1,1,1,2,1,2,100.3,12,1,7760,484,1,115034091,1434162,7514080,25638041,384311,0,0
2829,3,7,126000,7,7,5,1,2,2,2,2,2,155.65,34,1,915,4004,1,874868,22921,256409,874868,22921,1,1
2831,2,4,31500,5,5,6,1,1,2,2,2,2,363.08,17,1,8831,575,1,9727138,130205,2291607,7818963,116917,0,0
2832,3,5,67000,6,7,5,1,2,2,2,2,2,406.98,21,2,5477,753,1,219361,4519,64291,219361,4519,1,1
2833,3,5,122000,7,6,23,1,1,2, ,2,2,343.4,24,1,2667,1655,1,18250282,285819,4130235,14092362,245616,0,0
2834,4,9,62000,6,3,23,1,1,2, ,2,2,128.47,62,2,1192,696,1,7047581,236499,1504219,5132395,220869,1,1
2835,3,5,42000,5,7,18,1,2,2,1,2,2,313.39,25,1,3091,1755,1,2617755,45655,767220,2617755,45655,0,0
2836,1,2,1400000,10,5,16,1,1,1,2,2,2,12.07,8,2,5132,1224,1,193123004,2161365,14168338,48342369,1133249,0,0
2837,2,3,1500,2,3,91,1,1,2,2,2,2,2724.37,60,2,6575,552,1,162728,2160,8683,29626,960,1,0
2838,3,7,70000,6,6,14,1,1,2,2,2,2,246.38,32,1,4735,1310,1,4707062,52833,484144,1651899,33491,0,0
2839,3,5,90000,6,7,23,1,2,2, ,2,2,190.78,52,1,202,3751,1,10553657,303345,3093100,10553657,303345,0,0
2840,3,7,160000,7,4,1,1,1,2,2,2,2,111.95,33,1,3729,1750,1,3846087,31626,1826,6230,1029,0,0
2841,4,9,50000,5,8,1,2,2,2,2,2,2,261.18,42,1,1811,420,2,                  ,          ,               ,                  ,          ,9,9
