PUBID8   ,REGION8  ,CENDIV8  ,SQFT8    ,SQFTC8   ,YRCONC8  ,PBA8     ,ELUSED8  ,NGUSED8  ,FKUSED8  ,PRUSED8  ,STUSED8  ,HWUSED8  ,ADJWT8   ,STRATUM8 ,PAIR8    ,HDD658   ,CDD658   ,MFUSED8  ,MFBTU8   ,MFEXP8   ,ELCNS8   ,ELBTU8   ,ELEXP8   ,ZELCNS8  ,ZELEXP8                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
1863,3,5,5600,3,8,14,1,2,2,2,2,2,807.37,52,1,169,4609,1,109549,3591,32107,109549,3591,0,0
1864,1,2,1000000,9,4,16,1,1,1,2,1,1,11.26,5,1,5737,902,1,263064252,3487638,6619792,22586730,665903,0,0
1865,2,3,16000,4,6,2,1,1,2,2,2,2,780.38,16,1,5254,918,1,732162,17181,187238,638856,16229,0,0
1866,2,3,50001,6,6,2,1,1,2,2,2,2,220.48,16,1,5295,840,1,3685745,51717,599268,2044702,36820,0,0
1867,1,2,5300,3,4,23,1,1,2, ,2,2,869.22,6,1,5606,884,1,337792,9546,74858,255415,8831,0,0
1868,3,7,5300,3,6,8,1,1,2,2,2,2,1591,32,1,3685,1457,1,198404,2644,20257,69117,1658,0,0
1869,4,9,2900,2,7,2,1,2,2,1,2,2,2226.17,40,2,5203,175,1,60317,3443,17678,60317,3443,0,0
1870,4,9,45500,5,4,18,1,1,2,2,2,2,155.92,62,2,1141,707,1,1454671,38952,227724,776994,33403,1,1
1871,4,8,13000,4,5,25,1,1,2,2,2,2,869.22,39,2,4003,876,1,2066764,49512,445373,1519613,44310,0,0
1872,2,3,4000,2,4,5,1,1,2,2,2,2,2724.37,11,1,5359,659,1,67790,1036,3974,13559,429,0,0
1873,2,3,10001,4,4,23,1,1,2, ,2,2,864.37,16,1,4951,855,1,1377870,21304,154209,526161,13972,1,1
1874,3,5,1950,2,5,2,1,1,2,2,2,2,2546.83,24,2,2582,1262,1,180912,3961,25253,86163,2761,0,0
1875,2,3,150000,7,4,12,1,1,2,2,2,2,75.31,15,1,7375,464,1,8160652,87332,866100,2955133,51802,0,0
1877,4,8,4400,2,6,14,1,2,2,1,2,2,352.58,39,1,5535,747,1,62887,1246,18431,62887,1246,0,0
1878,2,3,18000,4,2,25,1,1,2,2,2,2,510.58,15,1,5867,619,1,1333909,18274,250045,853154,14274,0,0
1879,3,7,36000,5,5,5,1,1,2,2,2,2,369.79,32,2,2812,2112,1,1151150,11156,94560,322639,4644,0,0
1880,4,8,100000,6,1,18,1,1,2,2,2,2,135.43,37,1,6589,553,1,3452939,69675,380224,1297324,55686,0,0
1882,1,2,1400000,10,8,16,1,1,1,2,2,2,12.07,5,1,4610,1146,1,724938286,6028379,15384615,52492306,1600000,0,0
1883,2,3,1800,2,3,2,1,1,2,2,2,2,2447.55,14,1,6270,657,1,179737,2193,9075,30964,1003,1,0
1884,1,1,20000,4,5,5,1,2,1,2,2,2,869.22,3,2,7154,472,1,1763095,18704,38310,130714,5304,1,1
1886,1,1,10000,3,1,18,1,2,2,1,2,2,1926.09,1,1,6755,308,1,80571,2822,23614,80571,2822,0,0
1887,4,8,435000,8,3,16,1,1,1,1,2,2,11.26,38,2,5252,1067,1,121023871,1048716,14229257,48550225,753746,0,0
1888,4,9,27500,5,6,13,1,1,2,2,2,2,221.72,55,1,4913,252,1,1588301,25728,307440,1048985,22286,0,0
1889,4,8,102000,7,2,14,1,1,2,2,2,2,137.78,38,1,5678,787,1,6081091,61392,677718,2312374,48504,0,0
1890,3,5,8300,3,7,14,1,2,2,1,2,2,808.04,21,1,4584,1519,1,67725,2238,19849,67725,2238,0,0
1891,4,9,80000,6,1,5,1,1,1,2,2,2,226.15,62,1,815,1369,1,488417,12051,58462,199472,9252,1,1
1892,3,7,1400,2,6,12,1,1,2,2,2,2,2544.74,57,2,2059,3168,1,196609,3702,25623,87426,2715,1,1
1893,2,3,1500,2,5,25,1,1,2,2,2,2,2724.37,11,2,7793,400,1,267579,5660,57966,197780,5018,0,0
1894,3,6,21250,4,7,18,1,1,2,2,2,2,419.28,31,2,2663,2036,1,1421063,23961,263562,899274,19190,0,0
1895,4,9,40000,5,4,14,1,1,2,2,2,2,444.58,62,1,1811,1231,1,2120894,38195,336472,1148042,32371,0,0
1897,3,5,26000,5,4,14,1,2,2,2,2,2,497.54,25,1,2320,2175,1,2307375,57617,676253,2307375,57617,0,0
1898,1,1,6800,3,1,13,1,1,2,2,2,2,2739.65,2,1,6844,606,1,313200,3827,6008,20499,682,0,0
1899,4,8,3000,2,2,18,1,1,2,2,2,2,1711.45,37,2,5548,889,1,212415,3383,44820,152926,2858,0,0
1900,1,2,8700,3,2,2,1,1,2,2,2,2,406.42,6,1,4725,1181,1,582017,10817,28288,96519,4782,0,0
1902,3,7,15000,4,7,5,1,2,2,1,2,2,652.3,34,1,822,4479,1,77630,2639,22752,77630,2639,0,0
1903,4,9,10000,3,3,6,1,2,2,2,2,2,2463.5,43,2,5524,956,1,1286576,25824,377074,1286576,25824,1,1
1904,2,3,2500,2,1,13,1,1,2,2,2,2,780.38,11,2,7368,401,1,304781,4368,28832,98375,2662,0,0
1905,3,5,600000,9,6,2,1,2,1,2,2,2,43.52,23,1,4761,1268,1,44764481,1021122,13104547,44712714,1020622,0,0
1907,1,2,2200,2,6,26,1,1,2,2,2,2,2739.65,8,2,4878,1235,1,118676,1901,1634,5575,616,0,0
1908,3,7,15000,4,3,25,1,1,2,2,2,2,734.43,32,2,2955,2201,1,119875,1870,20327,69356,1365,0,0
1909,3,5,87000,6,4,16,1,1,1,2,2,2,195.52,23,2,2957,1437,1,24252572,270552,2570619,8770952,147375,1,1
1910,4,9,100000,6,7,23,1,2,2, ,2,2,88.09,47,2,1725,278,1,5113865,177821,1498788,5113865,177821,1,1
1911,3,7,20250,4,5,18,1,2,2,2,2,2,503.46,34,2,1738,2553,1,851383,22323,249526,851383,22323,1,1
1912,2,3,15000,4,5,12,1,2,2,2,2,2,776.54,14,1,7033,606,1,425480,6652,124701,425480,6652,0,0
1913,3,5,62000,6,7,2,1,2,2,2,2,2,74.86,21,2,6179,840,1,7014171,103604,2055736,7014171,103604,1,1
1915,1,2,4000,2,2,25,1,1,2,2,2,2,406.42,9,2,4186,1188,1,351879,5615,24294,82891,3052,1,1
1920,1,2,265000,8,5,14,1,1,1,2,2,2,81,5,2,7698,429,1,38033376,563557,7829611,26714633,495357,0,0
1921,4,9,47000,5,6,8,1,1,2,2,2,2,243.77,62,2,984,2209,1,4694558,105164,642200,2191186,85584,0,0
1922,3,7,2000,2,7,26,1,2,1,2,2,2,2544.74,35,1,532,4519,1,25697,905,7328,25003,887,1,0
1923,1,2,30000,5,2,7,1,1,2,2,2,2,228.2,9,2,5403,1115,1,3553533,63579,448263,1529473,46567,1,1
1924,3,5,370000,8,7,14,1,1,1,2,2,2,126.7,28,2,672,3357,1,23961679,435907,6746749,23019908,425991,0,0
1925,2,3,1750,2,2,2,1,1,2,2,2,2,780.38,14,2,5847,807,1,122364,1597,14560,49679,971,0,0
1926,2,3,48500,5,4,14,1,1,1,2,2,2,188.03,13,1,6859,723,1,16693110,284993,3849961,13136067,257838,0,0
1928,3,7,88000,6,5,2,1,1,2,2,2,2,140.5,35,1,598,4984,1,9686731,133456,2016364,6879834,116344,0,0
1929,3,5,1200,2,6,26,1,2,2,2,2,2,2544.74,52,2,175,4546,1,81287,2360,23824,81287,2360,0,0
1930,3,7,480000,8,7,2,1,2,2,2,2,2,24.47,70,2,1543,3095,1,25775582,418930,7554391,25775582,418930,0,0
1931,1,2,120000,7,4,18,1,1,2,2,2,2,135.43,8,2,5656,1263,1,12133024,187774,1977184,6746152,143732,1,1
1933,1,2,7000,3,3,14,1,1,2,2,2,2,1926.09,63,1,5907,557,1,824482,7617,81160,276918,2198,0,0
1934,4,9,270000,8,6,2,1,2,1,2,2,2,51.21,42,1,2033,365,1,15998374,766405,4684384,15983118,766249,0,0
1935,4,8,6200,3,4,8,1,2,2,2,2,2,1390.68,37,2,6667,362,1,251642,5836,73752,251642,5836,0,0
1936,3,5,7100,3,8,5,1,2,2,2,2,2,807.37,26,2,1335,2930,1,28784,956,8436,28784,956,0,0
1937,4,8,1500,2,6,15,1,2,1,1,2,2,1390.68,37,2,4104,1475,1,316646,4331,83414,284609,4005,0,0
1941,3,5,3800,2,6,23,1,2,2, ,2,2,2544.74,26,2,1270,2938,1,35710,1307,10466,35710,1307,0,0
1942,2,3,25000,4,6,23,1,1,2, ,2,2,404.15,12,1,7298,655,1,4689875,75909,618437,2110107,56608,0,0
1943,3,6,700000,9,4,16,1,1,1,2,2,2,5.49,30,2,3839,1397,1,185255111,2057010,26408352,90105297,1493383,0,0
1944,3,7,1500000,10,7,24,1,1,1, ,2,2,24.03,33,1,3734,1816,1,121574384,2103237,33561476,114511756,2040491,1,1
1945,3,5,1100,2,6,2,1,2,2,2,2,2,2544.74,27,2,1496,2232,1,91517,1949,26822,91517,1949,0,0
1946,2,4,4550,2,8,2,1,1,2,2,2,2,2724.37,20,1,5076,1310,1,835476,13488,148442,506484,10982,0,0
1947,4,9,59000,6,6,2,1,1,2,2,2,2,39.99,47,2,1494,829,1,574328,21334,148836,507828,20665,0,0
1948,2,4,8000,3,2,1,2,2,2,2,2,2,4044.03,18,2,6958,860,2,                  ,          ,               ,                  ,          ,9,9
1949,4,8,3300,2,7,7,1,2,2,1,2,2,1883.06,39,1,6472,236,1,8851,295,2594,8851,295,1,0
1950,2,3,28000,5,3,14,1,1,2,2,2,2,317.92,16,1,5029,820,1,2751378,30128,176240,601331,14227,0,0
1951,3,5,36000,5,6,18,1,2,2,1,2,2,133.87,21,1,4307,1343,1,1841948,39721,539844,1841948,39721,0,0
1953,1,2,50000,5,4,2,1,1,1,2,2,2,406.42,10,2,6043,981,1,8140376,187577,1855663,6331522,167799,0,0
1954,3,6,25000,4,6,2,1,2,2,2,1,2,734.43,30,1,3548,1311,1,3750892,47537,97272,331892,7335,0,0
1955,2,3,31000,5,7,4,1,1,2,2,1,2,496.39,16,1,5667,749,1,9592428,151929,1691068,5769924,108380,1,1
1956,2,4,1200,2,7,25,1,2,2,1,2,2,2447.55,19,1,4635,1244,1,110208,1819,32300,110208,1819,0,0
1958,3,6,3500,2,5,15,1,1,2,2,2,2,1446.07,31,2,3403,1646,1,612324,9885,94915,323850,7260,0,0
1959,3,6,15000,4,7,26,1,1,2,2,2,2,734.43,31,2,3178,1481,1,845628,16507,139512,476015,13272,0,0
1960,2,4,23000,4,8,26,1,1,2,2,2,2,80.08,17,2,9223,598,1,3431755,36568,279920,955087,18160,0,0
1961,3,5,2600,2,6,2,1,2,2,2,2,2,3187.23,25,1,2440,1896,1,126166,3247,36977,126166,3247,1,1
1962,3,5,52000,6,6,23,1,2,2, ,2,2,206.11,21,1,5343,1173,1,4752066,106008,1392751,4752066,106008,0,0
1964,3,5,150000,7,5,23,1,1,2, ,2,2,34.02,22,1,3500,1503,1,19735466,347776,5201432,17747286,328359,0,0
1966,3,7,370000,8,4,2,1,1,1,2,2,2,5.49,33,2,2843,2168,1,23030321,290551,4448800,15179306,232263,1,0
1967,2,3,58000,6,4,23,1,1,2, ,2,2,80.08,15,2,6506,497,1,7329191,142667,1249957,4264853,117252,1,1
1968,3,5,104000,7,4,14,1,1,2,2,2,2,145.38,24,1,2969,1571,1,5214457,80207,1183435,4037880,66546,0,0
1969,3,5,4000,2,6,2,1,2,2,2,2,2,1331.23,26,1,726,2889,1,180594,3289,52929,180594,3289,0,0
1970,2,3,1800,2,2,91,1,2,2,2,2,2,1337.85,13,1,6022,648,1,236571,4784,69335,236571,4784,0,0
1971,2,3,150000,7,6,14,1,2,2,2,2,2,330.7,14,2,5409,1041,1,8158358,191243,2391078,8158358,191243,0,0
1972,3,6,83000,6,7,2,1,1,2,2,2,2,308.22,30,1,4002,1071,1,2273825,30111,242175,826301,17623,0,0
1973,3,6,5000,2,2,25,1,1,2,2,2,2,2314.83,31,1,2780,1872,1,159797,2680,16345,55769,1685,1,1
1974,2,3,120000,7,1,5,1,1,2,2,2,2,221.64,64,2,6975,710,1,485608,8956,81920,279511,7246,1,1
1975,4,9,700000,9,8,25,1,1,1,2,2,2,89.9,62,2,1425,1235,1,25053319,749611,6583152,22461715,730000,1,0
1976,3,7,38000,5,6,2,1,2,2,2,2,2,190.78,34,2,1422,3120,1,2220437,53535,650773,2220437,53535,1,1
1977,1,2,35000,5,4,12,1,1,2,2,2,2,224.72,10,1,5357,502,1,1628605,23646,85827,292842,10728,0,0
1978,3,5,3400,2,6,13,1,1,2,2,2,2,1945.16,26,2,1455,2670,1,65305,1480,8141,27777,870,1,1
1979,4,9,10000,3,7,5,1,2,2,2,2,2,1288.73,43,2,5772,984,1,97805,2400,28665,97805,2400,1,0
1980,2,3,7000,3,7,2,1,2,2,2,2,2,2724.37,64,2,5511,772,1,471689,11859,138244,471689,11859,1,1
1981,2,4,2600,2,2,12,1,2,2,1,2,2,2724.37,18,2,7932,871,1,20885,810,6121,20885,810,0,0
1984,1,2,20000,4,3,25,1,1,2,2,2,2,869.22,5,1,4710,1237,1,345203,8700,28018,95597,6111,0,0
1986,3,5,4000,2,5,23,1,2,2, ,2,2,2544.74,28,2,707,3651,1,173156,4909,50749,173156,4909,0,0
1987,2,3,6500,3,5,26,1,1,2,2,2,2,1344.43,13,1,6176,710,1,264616,3268,14492,49447,1307,1,0
1988,2,4,3250,2,4,5,1,1,2,2,2,2,2724.37,17,2,7266,619,1,453939,4531,23264,79377,1490,0,0
1989,3,5,3000,2,7,26,1,2,2,2,2,2,2314.83,23,2,3594,1222,1,3501,180,1026,3501,180,0,0
1991,2,3,260000,8,1,13,1,1,2,2,2,2,221.64,11,1,7434,518,1,26242700,214934,604500,2062554,45018,1,1
1992,4,8,1200,2,5,18,1,2,2,1,2,2,1701.66,37,2,4936,435,1,28637,717,8393,28637,717,0,0
1993,3,5,15250,4,6,25,1,1,2,2,2,2,2314.83,25,2,2809,1548,1,1254418,35115,252009,859855,31303,0,0
1994,3,5,40000,5,3,15,1,2,2,1,2,2,958.07,27,2,1351,2730,1,2251350,31724,659833,2251350,31724,0,0
1996,3,5,2000,2,6,26,1,2,2,2,2,2,2314.83,25,1,2560,1774,1,42711,1655,12518,42711,1655,0,0
1997,2,3,106000,7,5,2,1,1,2,2,2,2,93.85,13,2,4476,723,1,7231631,212910,1939891,6618908,207881,0,0
1998,3,5,67000,6,8,23,1,1,2, ,2,2,187.34,56,1,3079,1550,1,12703407,253971,2300001,7847603,203123,0,0
1999,3,6,66000,6,6,2,1,1,2,2,2,2,201.14,31,2,3236,1506,1,4413428,84303,1055151,3600175,77977,1,0
2001,3,6,16250,4,3,2,1,2,2,2,1,2,1663.26,30,1,2805,1374,1,2241822,29189,331718,1131822,16136,0,0
2002,2,3,84000,6,2,2,1,1,1,2,2,2,199.06,12,1,7619,559,1,12454057,146249,1186094,4046953,82905,0,0
2003,1,2,10500,4,5,15,1,1,2,2,2,2,1711.45,9,1,5044,1187,1,2127473,34395,173567,592211,19011,0,0
2006,1,1,8800,3,1,5,1,1,2,2,2,2,2739.65,3,2,7269,219,1,227638,2934,1237,4221,314,1,1
2007,3,7,120000,7,7,4,1,1,2,2,2,2,121.02,57,1,2001,2959,1,23349945,424615,6383788,21781485,412511,0,1
2009,3,5,15000,4,8,25,1,2,2,2,2,2,807.37,28,2,944,3324,1,1588491,33737,465560,1588491,33737,0,0
2010,1,2,15250,4,7,12,1,1,2,2,2,2,406.42,5,2,7131,396,1,1137497,13607,40912,139592,4424,0,0
2014,2,3,160000,7,6,14,1,1,2,2,2,2,124.19,14,1,6084,659,1,8963565,89391,714040,2436304,42218,0,0
2015,2,3,15000,4,2,15,1,1,2,2,2,2,565.53,64,1,6406,749,1,6266853,39918,367474,1253821,30539,1,1
2017,3,7,2500,2,3,25,1,2,2,2,2,2,2314.83,33,1,4150,1854,1,159948,4011,46878,159948,4011,1,0
2018,3,5,16750,4,7,5,1,2,2,2,2,2,665.62,28,1,636,3381,1,613027,16739,179668,613027,16739,0,0
2019,4,8,1800,2,5,25,1,1,2,2,2,2,2739.65,38,1,6644,640,1,552641,9512,112535,383969,8565,0,0
2020,3,6,1001,2,1,5,2,2,2,2,2,2,2314.83,31,2,3171,1991,2,                  ,          ,               ,                  ,          ,9,9
2021,3,6,1900,2,8,5,1,2,2,2,2,2,3452.96,29,1,3220,1584,1,217904,4507,63864,217904,4507,0,0
2022,1,1,4200,2,8,91,1,2,2,1,2,2,2739.65,1,2,7307,407,1,291306,7612,85377,291306,7612,0,0
2023,4,8,7200,3,4,1,1,1,2,2,2,2,869.22,37,1,6148,504,1,438094,2994,15538,53016,1396,0,0
2024,3,5,22250,4,8,26,1,2,2,1,2,2,2314.83,25,1,2157,1880,1,176110,4684,51615,176110,4684,1,0
2025,2,4,25500,5,6,2,1,1,2,2,2,2,364.88,20,1,4918,1609,1,2537442,39001,371863,1268797,30714,0,0
2026,2,4,4000,2,2,8,1,2,2,1,2,2,2724.37,19,1,4822,1142,1,56199,1321,16471,56199,1321,0,0
2027,1,2,45000,5,5,13,1,1,2,2,2,2,99.27,6,1,5866,778,1,6945394,117861,551144,1880503,79451,1,1
2028,2,4,35500,5,2,14,1,1,2,2,2,2,214.9,19,2,5446,1442,1,3403861,35493,316375,1079472,21094,0,0
2031,1,2,112000,7,7,6,1,1,1,2,2,2,86.75,5,2,6038,494,1,25482908,555985,4931934,16827759,540242,1,1
2032,4,9,122000,7,6,23,1,1,2, ,2,2,240.9,41,2,1393,2029,1,15121299,419426,2967912,10126516,378954,0,0
2033,4,9,24750,4,2,14,1,2,2,1,2,2,403.22,40,2,2708,1854,1,547479,23842,160457,547479,23842,1,1
2034,2,3,25000,4,5,24,1,1,2, ,2,2,199.06,11,1,7530,573,1,1956903,42029,464362,1584403,38803,1,1
2036,1,2,70000,6,3,14,1,2,1,1,2,2,238.32,7,1,6279,588,1,8715749,83601,562702,1919939,49401,0,0
2037,4,9,22500,4,3,14,1,1,2,2,2,2,869.22,55,2,4616,248,1,839746,8013,67866,231559,4122,0,0
2038,3,5,1550,2,5,13,1,1,2,2,2,2,2314.83,25,1,2599,2095,1,63851,1051,2608,8898,312,0,0
2039,4,9,63000,6,3,8,1,1,2,2,2,2,152.82,41,2,1480,1841,1,4942548,162210,1352186,4613659,159357,1,1
2040,3,5,3050,2,1,12,1,2,1,2,2,2,2546.83,21,1,4401,1434,1,78716,1026,2462,8400,273,0,0
2041,2,3,3500,2,5,6,1,1,2,2,2,2,2724.37,14,2,4705,993,1,1132432,19609,228404,779314,16719,0,0
2043,3,7,63000,6,5,23,1,2,2, ,2,2,190.78,35,1,525,4575,1,6102481,174975,1788535,6102481,174975,0,0
2045,2,3,58000,6,7,14,1,1,2,2,2,2,214.9,64,2,6497,733,1,3667295,44785,488192,1665711,40376,1,1
2046,3,6,2400,2,5,26,1,2,2,2,2,2,3187.23,29,1,3829,1384,1,22519,552,6600,22519,552,0,0
2047,1,1,17000,4,1,13,1,1,1,2,2,2,869.22,53,2,6724,595,1,685585,7843,13042,44499,1273,0,0
2048,3,5,38000,5,7,5,1,2,2,2,2,2,406.52,26,2,1358,2950,1,296912,7845,87020,296912,7845,1,0
2049,2,4,225000,8,6,2,1,1,1,2,2,2,42.03,20,1,5524,1314,1,20465176,309966,3635727,12405101,267629,0,0
2050,2,3,124000,7,3,26,1,1,1,1,2,2,75.21,12,2,7207,808,1,3922671,73205,1148521,3918754,73096,0,0
2051,3,6,12500,4,5,25,1,2,2,2,2,2,3913.45,29,1,4069,1368,1,139684,2889,40939,139684,2889,0,0
2052,3,5,240000,8,3,15,1,2,2,2,1,2,14.11,24,2,3485,1481,1,23925492,270033,2682735,9153492,96310,0,0
2053,2,3,3500,2,7,91,1,1,2,2,2,2,2447.55,13,2,5479,765,1,244497,4059,25124,85723,2857,0,0
2054,2,3,40500,5,1,14,1,1,2,2,2,2,364.88,13,2,5501,644,1,1413427,16730,21100,71993,3593,0,0
2055,4,9,3000,2,2,6,1,1,2,2,2,2,2996.93,42,1,2319,364,1,419466,15803,119947,409259,15580,0,0
2056,3,6,3600,2,7,8,1,1,2,2,2,2,2314.83,30,1,3535,975,1,123926,2889,34266,116916,2754,0,0
2057,3,5,13000,4,1,15,1,1,2,2,2,2,2379.15,22,2,5314,1335,1,1587932,23085,174468,595285,15041,1,0
2058,3,5,200001,8,7,25,1,1,2,2,2,2,70.71,26,2,1332,3423,1,29644616,485147,7814800,26664098,456642,0,1
2059,2,3,315000,8,4,13,1,2,1,2,1,2,39.54,15,2,5837,410,1,54703213,716944,6168589,21047226,321275,0,0
2061,3,7,56000,6,7,14,1,2,2,2,2,1,199.54,34,1,809,4667,1,4451821,53556,1025739,3499821,42364,0,0
2062,4,9,16000,4,8,5,1,2,2,2,2,2,1462.12,43,1,6337,694,1,127612,3165,37401,127612,3165,0,0
2063,4,8,700000,9,6,16,1,1,1,2,2,2,11.26,38,1,5986,594,1,189682722,1321797,20486243,69899061,918618,0,0
2064,1,1,410000,8,8,18,1,1,1,2,2,2,135.43,53,2,5196,781,1,32531239,532127,4086763,13944035,361069,0,0
2065,1,2,26500,5,3,14,1,1,2,2,2,2,352.58,7,1,5502,729,1,2623380,33151,177887,606950,17422,0,0
2066,3,5,2400,2,7,14,1,2,2,2,2,2,734.43,22,1,2936,1751,1,170242,4160,49895,170242,4160,0,0
2067,3,6,12500,4,5,26,1,1,2,2,2,2,2314.83,31,2,3171,1893,1,652561,10000,82353,280988,7000,0,0
2068,4,8,13500,4,6,5,1,1,2,2,2,2,1433.2,38,2,5554,889,1,843976,7043,39735,135576,3822,0,0
2069,1,1,30000,5,1,2,1,1,2,2,2,2,406.42,3,2,8968,197,1,1108833,28344,170421,581476,21239,1,1
2070,3,7,5000,2,7,6,1,2,2,2,2,2,2544.74,49,1,1222,3386,1,758819,19965,222397,758819,19965,1,1
2071,2,4,2800,2,1,1,1,1,2,2,2,2,776.54,19,2,6042,1344,1,41316,611,1231,4200,187,1,1
2072,3,6,25001,5,7,26,1,2,2,2,2,2,808.04,29,1,3515,1471,1,1072368,20023,314293,1072368,20023,0,0
2076,3,7,5600,3,7,15,1,1,2,2,2,2,1589.69,35,1,730,3598,1,2502239,40981,410799,1401646,32137,0,0
2077,3,5,5000,2,7,2,1,2,2,1,2,2,2314.83,25,1,2229,1880,1,70236,1766,20585,70236,1766,0,0
2079,2,4,280000,8,6,24,1,1,2, ,2,2,41.82,19,2,4614,1908,1,20339399,320816,5061973,17271452,292990,0,0
2080,3,5,900000,9,6,2,1,1,1,2,2,2,24.59,28,1,677,3505,1,67972460,1456260,19464088,66411468,1451342,0,0
2081,2,3,120000,7,5,17,1,1,2,2,2,2,402.35,64,2,6959,604,1,16654697,167114,976315,3331187,73224,0,0
2082,2,3,88000,6,5,2,1,1,1,2,2,2,220.48,16,1,5251,965,1,14197506,210994,3531736,12050283,188573,0,0
2083,4,9,5000,2,7,2,1,2,2,2,2,2,2996.93,40,2,1757,1958,1,21905,660,6420,21905,660,0,0
2084,2,3,6000,3,6,2,1,1,2,2,2,2,2724.37,14,2,6071,807,1,735953,18571,199197,679660,18013,0,0
2085,3,6,1200,2,3,15,1,2,2,2,2,2,1446.07,29,1,3517,1369,1,184146,4064,53970,184146,4064,0,0
2086,4,8,25000,4,7,12,1,1,2,2,2,2,944.4,46,1,2233,3664,1,1411810,41128,360989,1231694,39817,0,0
2088,2,3,16000,4,6,2,1,1,2,2,2,2,864.37,16,1,4640,888,1,1731552,28402,293765,1002326,21624,0,0
2089,3,5,20000,4,7,5,1,1,2,2,2,2,808.04,24,2,2702,1380,1,930466,16932,169755,579204,13367,1,1
2090,4,9,2850,2,5,26,1,2,2,2,2,2,2739.65,43,1,6513,509,1,153540,6097,45000,153540,6097,0,0
2092,4,9,5500,3,2,2,1,1,2,2,2,2,944.4,41,2,1696,2048,1,273278,10027,58337,199046,9234,1,1
2093,2,3,15000,4,5,25,1,2,2,2,2,2,679.47,13,1,5191,683,1,828512,15492,242823,828512,15492,0,0
2094,4,8,8000,3,6,26,1,2,2,2,2,2,781.6,37,1,7015,671,1,111320,1813,32626,111320,1813,0,0
2095,3,5,2400,2,6,15,1,1,2,2,2,2,1591,24,2,3088,1263,1,1002708,20034,224771,766919,17521,1,1
2096,4,9,4050,2,7,14,1,2,2,2,2,2,1926.09,40,2,2363,1678,1,139756,3721,40960,139756,3721,0,0
2097,3,5,16000,4,7,12,1,2,2,2,2,2,69.29,27,1,348,4331,1,870657,19834,255175,870657,19834,0,0
2099,2,4,39500,5,8,17,1,1,1,2,2,2,317.92,18,1,6833,700,1,4568589,52900,510039,1740253,32782,0,0
2100,1,2,500000,8,8,91,1,1,1,2,2,2,171.88,5,1,4600,1304,1,91631032,1342960,16185600,55225267,1084123,0,0
2101,3,5,138000,7,5,23,1,1,2, ,2,2,77.4,21,2,5289,838,1,16990458,410647,3606684,12306006,371522,0,0
2102,1,2,130000,7,7,17,1,1,2,2,2,2,135.43,7,1,6481,490,1,9768894,140562,1762721,6014404,110795,0,0
2103,2,3,140000,7,5,16,1,1,1,2,2,2,78.69,11,2,7223,491,1,37204206,325130,4085798,13940743,184498,0,0
2105,3,5,355000,8,5,16,1,1,1,2,1,2,12.79,24,2,3739,837,1,153175610,1808928,15042069,51323539,665353,0,0
2106,4,9,192000,7,6,2,1,1,2,2,2,2,94.9,42,1,3138,889,1,8359740,326816,1864708,6362384,310245,0,0
2107,4,9,13000,4,2,15,1,1,2,2,2,2,622.11,59,2,1027,743,1,2541618,54900,276000,941712,42300,0,0
2108,3,5,2400,2,1,2,1,1,2,2,2,2,2546.83,21,2,5363,780,1,134729,2349,15253,52043,1419,0,0
2109,3,5,130000,7,7,23,1,1,2, ,2,2,77.4,21,2,4202,869,1,25170818,539203,4657988,15893055,461715,0,0
2110,3,6,13000,4,1,2,1,1,2,2,2,2,377.81,29,2,3939,1219,1,1288586,13359,221049,754219,9488,0,0
2111,2,3,4300,2,5,2,1,1,2,2,2,2,2724.37,54,1,6516,664,1,447031,5700,31090,106079,3200,1,0
2113,3,7,50000,5,7,6,1,1,2,2,2,2,377.5,36,2,1214,3430,1,10548868,184635,2619769,8938652,171249,0,0
2114,3,7,440000,8,4,5,1,1,2,2,2,2,69.44,33,1,3050,2077,1,3199466,71228,924898,3155752,69491,0,0
2115,3,5,72000,6,7,23,1,2,2, ,2,2,190.78,28,1,674,3258,1,11209594,237410,3285344,11209594,237410,0,0
2116,4,9,700000,9,6,16,1,1,1,2,2,2,11.26,42,2,3108,205,1,74596914,1667712,10751343,36683582,1390805,0,0
2117,2,3,66000,6,4,1,1,1,2,2,2,2,220.48,13,2,6536,581,1,4580499,53371,349994,1194180,28362,1,1
2118,1,2,49500,5,6,8,1,2,2,2,2,2,410.04,6,1,6562,875,1,373000,17381,109320,373000,17381,1,0
2120,3,5,20500,4,3,17,1,2,2,2,2,2,1769.43,23,2,3075,1246,1,1039807,23006,304750,1039807,23006,1,1
2121,2,3,43000,5,6,2,1,2,2,2,2,2,364.88,16,2,5707,760,1,696816,16173,204225,696816,16173,0,0
2122,3,6,10500,4,3,13,1,2,2,2,2,2,377.81,29,2,4324,1284,1,952436,11424,279143,952436,11424,0,0
2123,1,1,8000,3,1,12,1,2,1,1,2,2,869.22,1,2,7727,408,1,749119,8708,16153,55114,2202,0,0
2125,1,2,20000,4,8,2,1,1,2,2,2,2,869.22,10,1,6787,430,1,2181853,40772,575979,1965240,37927,0,0
2126,2,3,20000,4,6,14,1,1,2,2,2,2,352.05,13,1,5831,654,1,3111651,40895,384114,1310597,27167,0,0
