PUBID8   ,REGION8  ,CENDIV8  ,SQFT8    ,SQFTC8   ,YRCONC8  ,PBA8     ,ELUSED8  ,NGUSED8  ,FKUSED8  ,PRUSED8  ,STUSED8  ,HWUSED8  ,ADJWT8   ,STRATUM8 ,PAIR8    ,MFHTBTU8 ,MFCLBTU8 ,MFVNBTU8 ,MFWTBTU8 ,MFLTBTU8 ,MFCKBTU8 ,MFRFBTU8 ,MFOFBTU8 ,MFPCBTU8 ,MFMSBTU8                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
3119,2,3,17250,4,6,5,1,2,2,2,2,2,1536.49,12,2,0,0,0,0,213305,0,0,0,0,7182
3120,3,7,280000,8,8,23,1,2,2, ,2,2,60.63,34,1,573335,7870581,1843853,1958276,5715559,0,930927,154906,220573,2279235
3121,3,6,14500,4,7,23,1,1,2, ,2,2,2314.83,31,2,241563,63393,41513,72849,212623,0,34631,5763,8205,63187
3122,1,2,70000,6,4,14,1,1,1,2,2,2,456.4,6,2,4419521,63170,408699,444787,318702,16656,44782,5848,25497,49043
3123,4,8,17750,4,5,12,1,1,2,2,2,2,406.42,38,1,685472,26448,21126,25506,69664,0,13677,0,1866,112464
3124,3,5,1300,2,7,25,1,2,2,2,2,2,3503.79,26,1,0,32516,2995,1284,17626,0,30236,7100,5950,8863
3125,4,8,28000,5,7,25,1,1,2,2,2,2,878.08,38,1,608084,51824,98226,8405,481500,0,66190,10462,34347,139302
3126,3,6,10000,3,6,25,1,2,2,2,2,2,807.37,31,1,20689,42057,6607,1148,186361,0,35865,27,1288,26957
3127,4,9,65000,6,8,5,1,1,2,2,2,2,478.9,40,1,121684,55582,320022,96888,2502364,0,214499,32669,87799,347428
3128,2,3,55000,6,5,18,1,1,2,2,2,2,402.35,11,2,1425768,143432,95125,2361786,593770,142146,293836,12516,30355,335623
3129,2,3,1800,2,2,13,1,1,2,2,2,2,72.3,11,1,311259,9650,6383,935,5781,917,52917,1256,1865,11032
3130,4,9,18500,4,4,18,1,1,2,2,2,2,404.02,106,2,16879,0,28116,428513,66285,0,0,0,74148,47667
3131,3,7,37000,5,6,23,1,2,2, ,2,2,62.5,34,1,92002,731202,256575,272497,795328,0,129540,21555,30693,282880
3132,2,3,7000,3,7,6,2,2,1,2,2,2,2141.61,13,1,88715,0,0,1434,0,0,0,0,0,0
3134,4,8,12500,4,5,12,1,1,2,2,2,2,2463.5,39,1,394806,360,674,4087,3749,0,806,1,98,4668
3135,3,6,2500,2,7,5,1,2,2,2,2,2,3187.23,31,2,0,0,0,0,2446,0,0,0,0,3129
3136,3,5,5400,3,8,14,1,2,2,2,2,2,1945.16,28,1,3704,67276,7596,0,19206,0,0,1062,5825,4688
3137,1,2,128000,7,8,5,1,1,2,2,2,2,221.72,5,2,2841745,32768,240151,26182,3894289,0,36441,11959,31548,348699
3138,3,5,188000,7,7,23,1,1,2, ,2,2,187.34,56,2,5223098,2992874,2143504,1792917,7685107,0,0,208286,296581,2349899
3139,3,5,3500,2,8,15,1,2,2,2,2,2,1591,24,2,100493,93493,49024,312495,423234,141089,454470,6964,6105,45678
3140,3,5,220000,8,6,14,1,1,1,2,2,2,124.41,22,1,1061933,2900225,924326,317845,4026215,936304,205232,28385,509782,396494
3141,2,3,500001,9,3,16,1,1,1,2,1,2,5.83,12,1,97700233,6964653,9940023,10545715,13397496,1338002,543378,955891,2187117,4961593
3142,4,9,53000,6,2,14,1,1,2,2,2,2,243.77,40,1,543686,230870,299981,370605,337923,0,46513,23358,241701,51425
3143,1,2,1400000,10,7,2,1,1,1,2,2,2,30.62,9,2,15017428,14700975,9654746,3256189,41847690,1001513,1231005,7019442,13977989,8960938
3144,3,5,305000,8,5,16,1,1,2,2,1,1,11.84,26,1,18963091,0,6902344,46534363,13887191,627669,241030,154680,650750,2838183
3145,2,3,2800,2,7,15,1,1,2,2,2,2,1701.91,16,1,76088,10007,22068,48517,29993,0,114333,393,0,14709
3146,3,5,20250,4,6,18,1,2,2,2,2,2,419.28,25,1,16297,26167,0,158035,331510,0,50594,0,0,37644
3147,3,7,16000,4,8,2,1,2,2,2,2,2,377.5,34,2,33471,244714,58119,9451,265972,0,77449,5496,69402,131099
3148,3,5,14500,4,6,25,1,1,2,2,2,2,808.04,24,2,316380,17379,52988,6786,242649,0,23979,129,5634,78403
3149,2,3,136000,7,5,14,1,1,2,2,2,2,121.46,64,1,8424875,615560,1121195,1393539,1632425,117687,194778,23682,102808,144151
3150,4,9,16000,4,8,5,2,2,2,2,2,2,1462.12,43,1,                  ,                  ,0,                  ,0,                  ,0,0,0,                  
3151,4,9,1750,2,2,12,1,2,2,2,2,2,2996.93,62,2,118,0,0,0,3791,0,0,408,0,8611
3152,4,8,12000,4,5,91,1,1,2,2,2,2,781.6,37,1,826759,424,6215,248,72822,0,5933,702,1487,31248
3154,2,3,152000,7,5,23,1,1,2, ,2,2,198.1,13,2,7013893,1390302,1898540,2224945,6493878,0,0,176001,250610,1878424
3155,3,5,138000,7,8,25,1,1,1,2,2,2,80.51,21,2,3988984,1295055,1534542,100153,4589022,0,152802,65868,70462,1238642
3156,2,3,24750,4,6,12,1,1,2,2,2,2,404.15,16,1,782263,38729,46632,20783,43594,0,69493,929,499,132802
3157,1,2,2000,2,3,15,1,1,2,2,2,2,1711.45,9,1,225808,5992,9074,174947,41786,120348,131159,223,0,6696
3158,1,1,350000,8,8,8,1,1,1,2,2,2,2.36,3,1,19242529,837944,1599217,632899,6241593,0,214101,29076,185547,2934215
3160,2,3,4400,2,6,12,1,1,2,2,2,2,864.37,54,1,316345,7120,2976,6263,22023,15148,14212,752,855,28970
3161,4,8,7000,3,5,2,1,2,2,1,2,2,781.6,37,1,44455,3114,6334,519,67839,0,14181,3450,3040,28954
3162,3,7,900000,9,6,24,1,1,1, ,2,2,24.47,35,2,1018958,17898914,4750969,5045796,14942056,471478,2398675,399139,568340,5797127
3163,4,9,54000,6,5,14,1,1,2,2,2,2,132.45,43,1,8445859,181039,679050,229901,508458,30749,120563,14953,849734,107587
3164,2,4,120000,7,8,7,1,1,1,2,2,2,152.49,17,1,7046754,1035188,1058687,4165484,5223347,162920,614416,96167,504177,1897616
3166,1,1,37000,5,5,14,1,2,1,1,2,2,352.58,1,1,2034714,3118,216701,44665,171330,10598,40430,9492,22121,31204
3167,1,1,17000,4,5,13,1,1,2,2,2,2,869.22,2,2,199105,129634,503808,3177,189597,15589,71455,5674,5558,187584
3169,1,2,425000,8,6,2,1,1,1,2,2,2,20.54,9,1,83578038,18374799,4257456,5572595,17521190,180063,2807652,980522,5335965,112003904
3170,1,2,18000,4,6,2,1,1,2,2,2,2,406.42,9,1,595153,90640,109525,22279,277324,21170,47798,9422,75068,136531
3171,4,8,22750,4,5,91,1,1,2,2,2,2,406.42,39,2,1080464,99677,28993,2901,105312,0,87602,10239,14009,437342
3172,1,2,14000,4,7,26,1,2,1,2,2,2,869.22,7,1,121084,0,53870,561,63689,0,8817,961,2139,402226
3173,2,3,20500,4,6,2,1,1,2,2,2,2,780.38,13,2,650252,59388,120374,9097,574729,0,0,26471,116692,110874
3174,2,3,52000,6,3,14,1,1,2,2,2,2,317.92,60,2,2543022,0,211071,181277,256810,34940,39367,3439,17820,32027
3175,2,3,41000,5,1,2,1,1,2,2,2,2,364.88,64,1,2298806,130141,78222,13294,1285952,42285,80704,29320,38099,116686
3176,3,5,9900,3,2,2,1,1,2,2,2,2,808.04,21,2,654376,72876,44209,39597,198180,0,88501,43931,171337,92692
3177,1,2,18500,4,6,26,1,1,2,2,2,2,406.42,5,2,393253,1793,30545,1724,38556,0,0,1392,1302,50950
3178,1,1,38500,5,8,2,1,1,2,2,2,2,406.42,53,2,322531,88278,75623,715,187450,8316,19544,11896,22398,119409
3179,3,6,25000,4,7,18,1,1,2,2,2,2,331.3,31,2,133722,160411,54163,591485,915442,0,0,9281,2984,124091
3180,3,7,34000,5,7,13,1,1,2,2,2,2,249.43,32,1,2260432,0,973047,7046,191998,0,43468,4183,16106,228224
3181,2,4,6500,3,1,15,1,2,2,1,2,2,2447.55,17,2,12828,11465,37926,0,34132,0,144130,306,0,16556
3182,4,9,154000,7,8,25,1,1,2,2,2,2,91.63,40,2,2678492,4172635,1502969,231086,6523853,1070907,2265786,66635,144089,1710450
3183,1,2,30500,5,6,1,1,1,2,2,2,2,103.99,10,1,1639909,0,2289,0,65425,0,0,0,0,51024
3184,1,2,5200,3,1,5,2,2,2,2,2,2,3391.93,7,1,                  ,                  ,0,                  ,0,                  ,0,0,0,                  
3185,3,7,6500,3,7,15,1,1,2,2,2,2,528.24,36,1,691096,440642,164951,1135377,465553,1390569,479500,15796,2612,143205
3186,4,9,3200,2,5,14,1,2,2,2,2,2,1883.06,43,2,48955,13584,7386,4794,15467,0,0,0,2715,4102
3187,3,5,8800,3,8,12,1,1,2,2,2,2,1769.43,25,2,208056,49581,9293,7270,125043,8925,79026,10662,8195,107392
3190,4,9,16500,4,7,15,1,1,2,2,2,2,622.11,59,2,0,164562,424015,413019,506043,311261,106339,2961,1407,100772
3191,4,9,295000,8,5,5,1,1,2,2,2,2,51.21,41,1,1195823,83910,1438297,396248,4372016,0,194649,86189,1007487,866070
3192,1,2,240000,8,4,2,1,2,1,2,1,2,82.18,51,2,10916280,2962410,2226201,973986,10022291,136374,560825,735955,2879331,3844320
3193,3,5,330000,8,4,2,1,1,1,2,2,2,5.49,92,2,12426267,18056258,14605946,4952479,30211083,548699,2183637,2607422,11400631,7764741
3194,4,9,9000,3,4,14,1,1,2,2,2,2,1926.09,41,1,125123,120779,23285,71049,110406,0,0,0,28496,21772
3195,4,8,42000,5,6,23,1,1,2, ,2,2,118.92,38,1,2801712,265315,424055,457279,1433980,0,233561,38864,55340,410868
3196,3,5,6300,3,3,26,1,2,2,2,2,2,2544.74,27,2,3401,25025,6375,190,24839,0,5739,0,249,16749
3197,2,4,13500,4,1,2,1,1,2,2,2,2,2447.55,19,2,236987,34921,32345,2927,86502,0,17028,10753,16435,72960
3198,2,3,57000,6,6,8,1,1,1,2,2,2,139.87,12,1,15958545,740359,756440,399301,3277230,0,746616,212769,575895,2119304
3199,2,3,41000,5,4,12,1,1,2,2,2,2,876.06,16,2,747059,43312,65692,6087,93338,0,11778,835,442,111860
3200,3,5,4800,2,6,25,1,2,2,1,2,2,2546.83,21,1,0,27183,10128,908,64438,0,49401,57,13060,26734
3202,4,8,6700,3,3,13,1,1,2,2,2,2,2739.65,38,1,688687,64988,128446,1258,186838,0,27179,4588,0,84363
3203,2,4,40000,5,5,26,1,1,2,2,2,2,363.08,19,1,63922,29984,130817,0,105431,0,33288,1255,684,123372
3204,2,3,5600,3,7,26,1,1,2,2,2,2,756.32,13,1,18288,5510,30423,1636,64317,0,47052,5522,3492,61035
3205,4,9,55000,6,7,5,1,2,2,2,2,2,242.54,62,2,7908,146432,138792,0,786424,0,0,6373,30304,260370
3206,1,2,2500,2,1,2,1,2,2,2,2,2,2463.5,7,1,31111,10740,2337,2299,43003,0,20931,12395,13819,16608
3207,2,4,5000,2,5,15,1,2,2,1,2,2,1528.98,19,1,102969,36541,30897,101213,40240,0,187341,2995,0,30742
3208,2,3,6400,3,5,12,1,1,2,2,2,2,756.32,13,1,295382,12305,6193,3222,60345,3632,14741,2745,4772,43708
3209,3,7,91000,6,5,14,1,1,2,2,2,2,123.91,49,1,1075364,3085435,748078,249140,830146,81668,117489,30701,405960,167270
3210,1,2,5900,3,1,12,1,2,1,2,2,2,2739.65,7,1,186538,2613,2098,249,5798,0,0,271,0,19290
3211,2,4,5800,3,3,15,1,1,2,2,2,2,1528.98,17,2,281175,8962,14428,85993,111923,282258,252334,428,0,28019
3214,3,5,26500,5,8,12,1,1,2,2,2,2,205.44,26,2,23617,557922,56290,22052,103554,55780,30860,18461,16245,378860
3215,3,5,18000,4,4,12,1,1,2,2,2,2,343.4,25,1,79076,122913,4354,646,36947,0,33873,0,0,141233
3216,3,5,83000,6,6,18,1,1,1,2,2,2,228.05,28,2,89391,2508453,148334,1817350,3842962,264190,288719,21433,56765,579251
3217,1,1,29000,5,1,2,1,2,2,2,1,2,937.43,53,1,8130106,10862,97443,199894,317365,0,68498,15449,46983,78807
3218,3,5,96000,6,6,23,1,1,2, ,2,2,28.99,26,1,318954,4406703,1534933,1387401,4757971,0,0,128953,183618,1695351
3219,2,3,70000,6,7,2,1,1,2,2,2,2,199.06,12,1,1542884,216675,415286,166487,2129624,0,0,52319,865276,616293
3220,2,4,126000,7,7,13,1,2,2,2,2,2,77.5,19,1,1359623,1680825,1802000,98254,1482973,56216,57944,12466,12411,676466
3221,3,6,11750,4,5,6,1,2,2,2,2,2,2546.83,29,2,179058,65617,72934,9011,851361,0,1621455,13454,8190,109892
3222,3,6,58000,6,8,18,1,1,2,2,2,2,313.39,31,2,747269,577583,69849,839585,1402617,0,192642,4618,18380,232041
3223,1,2,75000,6,4,2,1,1,2,1,2,2,221.72,6,1,1802184,1518482,1813754,169322,4754824,94424,946733,547040,2709841,4366193
3224,2,3,1800,2,3,26,1,1,2,2,2,2,2724.37,50,2,29074,0,3748,0,8752,0,0,11,1351,6989
3225,3,6,6500,3,8,2,1,2,2,2,2,2,734.43,31,2,55473,69006,17721,4692,93642,0,25636,18416,21726,52886
3227,2,4,3600,2,8,5,2,2,2,2,2,2,4044.03,19,1,                  ,                  ,0,                  ,0,                  ,0,0,0,                  
3228,3,7,250000,8,7,16,1,1,2,2,2,2,11.84,130,1,2982872,27073913,11352742,15358311,21668442,620325,232154,466306,3916394,8489362
3229,2,4,14250,4,1,2,1,1,2,2,2,2,776.54,19,2,239557,34106,30721,2728,171566,0,9750,3209,20034,44098
3232,2,3,33500,5,4,2,1,1,2,2,2,2,364.88,12,1,1776009,128574,282901,48242,540107,0,63020,51666,270397,235458
3233,2,3,90000,6,3,14,1,1,2,2,2,2,116.76,60,2,4381404,0,652957,666139,677393,67070,86965,16532,197881,108846
3234,3,5,17000,4,4,23,1,1,1, ,2,2,2314.83,24,1,417572,152366,101194,116237,518300,261710,84419,14047,20002,291681
3235,3,5,58000,6,7,26,1,1,2,2,2,2,377.81,24,2,490962,916963,999456,26850,2117628,0,108579,8379,36721,921317
3236,1,1,7400,3,1,2,1,1,2,2,2,2,1190.51,103,1,454074,16554,10037,16784,127823,0,9110,12904,30041,21395
3238,2,3,150000,7,7,23,1,1,2, ,2,2,81.3,11,2,7879918,785411,1562032,1809781,5282152,479557,860335,143160,203847,1495386
3239,4,9,1600000,10,6,16,1,1,2,1,1,1,13.59,40,1,658329408,0,21510139,221118064,59842859,89533657,680607,1131552,2869918,11301665
3240,1,1,134000,7,8,14,1,1,2,2,2,2,140.87,53,1,8116444,0,97251,0,398199,0,8350,12633,145917,70019
3241,4,9,1001,2,4,1,1,2,2,2,2,2,2996.93,62,2,222,0,0,1,8117,0,0,773,410,1993
3242,3,6,385000,8,5,2,1,2,2,2,2,2,7.02,31,1,1114787,4313654,1603213,182270,3967401,0,525434,1270786,1569966,2293001
3243,3,7,8400,3,6,5,2,2,2,2,2,2,745.49,57,1,                  ,                  ,0,                  ,0,                  ,0,0,0,                  
3244,2,3,42000,5,4,14,1,1,2,2,2,2,116.76,64,2,1798956,143557,593173,372124,491176,0,0,12245,100491,66904
3245,1,2,33500,5,8,2,1,1,1,2,2,2,113.64,4,2,1742001,270900,121105,242898,888127,0,121836,124670,698263,466471
3247,4,9,112000,7,3,14,1,1,2,2,2,2,118.14,43,1,2216488,315394,775862,98752,965181,46370,41582,58,9700,102563
3248,1,2,36500,5,5,2,1,1,2,2,2,2,721.69,7,2,1553678,10617,86445,66538,441437,0,16496,4966,8199,95547
3249,2,3,48500,5,3,14,1,1,2,2,2,2,214.9,60,2,3143495,0,210315,272105,360390,15655,53156,5770,1046,46096
3250,2,3,64000,6,4,1,1,1,2,2,2,2,2724.37,14,1,254898,0,501,68,6448,0,188,2,14,5584
3251,3,6,126000,7,4,14,1,1,2,2,1,2,95.68,29,2,4491000,0,2403679,502476,2192847,0,113969,79766,618553,700763
3252,3,7,15000,4,8,23,1,2,2, ,2,2,807.37,35,1,29484,200665,61338,0,271620,0,44240,7362,10482,91990
3254,3,6,21750,4,6,13,1,1,2,2,2,2,734.43,29,1,247700,192473,347887,1301,109013,10960,91621,3066,1775,131885
3255,4,8,13000,4,5,2,1,1,2,2,2,2,869.22,37,1,519214,45887,40747,5049,129435,0,0,20942,37406,88948
3256,1,2,1300,2,2,91,1,1,2,2,2,2,1711.45,61,2,503342,8501,2902,57163,35519,0,34523,8168,9142,20792
3257,3,7,128000,7,7,2,1,1,2,2,2,2,74.65,57,1,2060796,1480924,750465,343496,3896835,0,118895,146462,212812,536677
3258,3,5,600000,9,2,2,1,2,1,2,1,2,6.04,23,1,12686416,4317441,4327213,566584,10271952,246646,579605,894488,3378545,4106512
3259,3,6,3300,2,6,7,1,1,2,2,2,2,1769.43,30,2,190430,5106,1956,17729,7326,1367,32269,264,147,16444
3260,1,2,11500,4,4,18,1,1,2,2,2,2,456.4,8,1,81848,33509,10759,276514,303023,0,0,8597,2823,53994
3263,3,7,12500,4,8,14,1,2,2,2,2,2,403.31,34,1,23095,271516,0,0,106822,0,0,0,62146,15163
3264,3,7,61000,6,6,13,1,1,2,2,2,2,94.66,35,1,81552,4625091,1861693,106148,559023,0,103020,4629,48519,485219
3265,2,3,132000,7,5,23,1,1,2, ,2,2,80.08,13,2,5081884,641929,991567,1162041,3391613,124893,552412,91921,130888,973132
3266,2,4,40500,5,7,5,1,1,2,2,2,2,369.82,18,2,1037590,25280,66565,43413,415135,0,51556,15142,41373,104062
3267,1,1,62000,6,5,23,1,1,2, ,2,2,80.53,53,1,5277799,746434,1184008,718497,4049850,149132,659623,109761,156290,1160104
3268,2,4,1100,2,5,26,1,1,2,2,2,2,2724.37,18,2,102158,7872,9436,839,12369,0,27861,0,1749,14198
3270,3,5,250000,8,3,16,1,2,2,2,1,2,18.56,22,2,17121143,5660078,5650089,12156498,10139747,0,88581,97134,352028,2137406
3271,3,5,230000,8,7,17,1,1,1,2,2,2,11.63,22,2,22494590,7532098,8106669,5371869,8907969,878927,383738,306011,430675,5310719
3272,2,3,70000,6,2,11,1,1,2,2,2,2,221.64,60,2,1234226,21221,229829,135045,865065,0,2800486,11728,33483,378444
3273,3,5,1500000,10,1,13,1,1,1,2,1,2,3.88,23,1,77368067,30684681,28171721,39518,13067012,2239341,1257914,114723,888280,23084358
3274,1,2,205000,8,5,16,1,1,1,2,2,2,37.59,7,1,36769886,2072663,7274131,13201177,6647344,150970,890082,763369,1757526,3253877
3275,1,1,60000,6,8,5,1,2,2,1,2,2,93.24,3,2,0,24354,113534,0,581133,0,118990,10432,30523,213485
3276,3,7,2750,2,4,14,1,1,2,2,2,2,2544.74,34,2,16582,21885,2132,1667,8581,0,15292,0,0,2632
3277,3,7,5700,3,3,12,1,2,2,2,2,2,807.37,35,1,0,67169,8068,0,128381,0,0,0,0,34686
3278,3,5,2600,2,5,26,1,2,2,1,2,2,1446.07,25,1,0,8960,6706,0,33747,0,0,0,0,15957
3281,3,5,10000,3,5,5,1,1,2,2,2,2,2314.83,23,2,127432,7812,3801,1208,98031,0,9906,1309,1593,14810
3282,3,5,100000,6,7,7,1,1,2,1,2,2,331.3,22,1,0,77386,112838,0,127551,0,5688,12,187,364867
3283,2,4,8600,3,5,8,1,1,2,2,2,2,1701.91,20,1,194529,84934,13589,3810,162535,0,0,10968,28793,117987
3284,3,7,20750,4,7,26,1,1,2,2,2,2,377.5,57,1,1112429,521205,457508,106007,520873,0,78787,19211,31081,378688
3285,3,5,3500,2,5,15,1,1,2,2,2,2,1589.69,26,2,26709,32897,18121,93220,13467,147348,180764,428,0,18168
3286,2,3,140000,7,7,5,1,1,2,2,2,2,72.3,12,2,3020575,109009,286689,14651,1466422,0,55059,12346,20352,384159
3287,3,5,28000,5,4,2,1,2,2,2,2,2,214.83,28,1,16072,839644,48282,4606,370218,8518,85788,27639,13288,127063
3288,3,5,3400,2,3,5,1,2,2,2,2,2,2314.83,25,1,1472,2390,641,189,2116,0,5325,0,0,2707
3289,1,2,94000,6,5,24,1,1,2, ,2,2,221.72,10,1,6537118,798504,1679597,347430,5828882,357441,935721,155704,221709,4059979
3290,2,3,20000,4,3,6,1,1,2,2,2,2,864.37,60,2,418968,11259,50248,54888,335852,120379,2511263,8635,9903,457975
3291,1,2,40000,5,5,5,1,1,2,2,2,2,411.91,8,1,1133069,14612,63347,13673,169516,0,12456,6547,13168,74495
3292,2,3,7000,3,5,2,1,1,2,2,2,2,173.32,13,1,329248,41645,14154,6755,114696,0,64149,72907,86362,71259
3293,3,5,10750,4,6,14,1,2,2,2,2,2,460.92,27,1,0,222642,83183,0,96164,0,0,5903,42555,39566
3294,2,4,1300,2,4,15,1,2,2,1,2,2,776.54,17,2,0,0,0,3361,1581,5636,36658,31,0,1825
3295,1,2,20000,4,6,2,1,1,1,2,2,2,869.22,10,2,59844,762000,242178,3872,3235777,0,116209,653198,1701036,761508
3296,3,5,48500,5,7,14,1,2,2,2,2,1,133.87,21,2,4721599,0,766135,2375401,958571,0,91614,62089,595817,200148
3298,2,3,91000,6,4,25,1,1,2,1,2,2,220.48,12,1,1995640,334678,745252,60473,2182704,0,160959,28345,63595,1267684
3300,4,8,46000,5,6,14,1,1,2,2,2,2,360.63,38,2,2770052,220442,400579,468078,336763,0,29220,7133,110432,121094
3301,3,6,15000,4,3,14,1,1,2,2,2,2,364.5,29,2,682893,180510,52107,1032111,363775,24002,103432,43009,305883,32364
3302,1,2,3000,2,7,8,1,1,2,2,2,2,1711.45,10,1,121566,3908,3553,2463,45717,0,38218,3332,5030,22132
3305,1,1,13750,4,7,18,1,2,1,2,2,2,541.59,1,1,89535,0,4900,30432,28610,0,26859,0,19655,22050
3307,4,9,7900,3,6,5,1,2,1,2,2,2,155.92,62,2,954,54449,2870,10807,109149,0,0,14468,23223,84957
3308,3,5,1500000,10,5,16,1,1,1,2,1,2,13.7,23,1,229238373,0,39743772,42034964,54377546,3611688,2274285,1064298,2822333,17808708
3309,2,4,24500,4,7,18,1,1,2,2,2,2,317.92,17,2,764652,52725,61002,785462,457290,0,109083,6917,11057,150181
3310,3,5,13000,4,2,25,1,2,2,2,2,2,2314.83,25,1,5110,12925,3338,463,227810,0,5553,3113,509,16279
3311,1,2,10000,3,3,26,1,2,1,2,2,2,869.22,6,1,829560,7367,92995,5353,181173,0,42870,144,7172,198603
3312,2,3,310000,8,5,16,1,1,1,2,2,2,12.35,15,1,37533695,10605865,5412120,21605514,19903160,1019540,412438,33260,735177,2819702
3313,3,7,95000,6,7,5,1,2,2,2,2,2,329.6,34,1,14884,186359,227218,0,643958,0,65477,14714,44440,232503
3314,1,2,500000,8,2,18,1,1,2,2,2,2,135.43,4,2,18356184,480645,324998,10764984,3983102,2503151,73656,20112,80942,1343167
3316,3,5,116000,7,6,2,1,2,2,2,2,2,80.65,24,2,1034466,1753990,767954,116961,3115292,0,73030,402816,769221,1344344
3317,3,7,15000,4,7,23,1,1,2, ,2,2,807.37,36,1,278526,191172,97524,99748,431861,0,70340,11705,16666,134216
3318,1,2,3400,2,8,2,1,1,2,2,2,2,2739.65,7,1,230532,12393,7234,3657,67252,0,0,26928,18814,26403
3319,3,5,78000,6,6,23,1,2,2, ,2,2,94.15,27,1,8,3291175,1038045,0,3217723,0,524089,87208,124177,1175821
3321,1,1,120000,7,4,18,1,1,1,2,2,2,132.45,53,2,9896512,334633,175587,2294143,4775614,2038294,53059,43629,36785,368970
3322,1,2,106000,7,4,14,1,1,2,2,2,2,140.87,10,1,8596254,223541,1088755,729141,2166258,63387,84408,23869,237099,186641
3323,1,2,25000,4,5,15,1,1,2,2,2,2,165.84,10,2,355118,303356,349795,339594,687444,768731,291303,16357,3647,239007
3324,1,2,600000,9,4,2,1,2,1,2,2,2,46.81,84,2,4785423,3926567,7225881,1325006,23181932,305608,742103,489648,4496007,4928426
3325,2,4,9500,3,4,18,1,2,2,1,2,2,413.73,19,1,74297,48260,0,0,40698,0,0,0,0,42875
3326,3,7,81000,6,1,23,1,1,2, ,2,2,111.95,32,1,1056814,778661,484723,445921,1737877,0,283058,47101,67068,540989
3328,3,6,73000,6,4,14,1,2,2,2,1,2,187.76,29,2,2433124,448920,1141484,250740,1561963,0,106104,52459,77115,274876
3329,4,9,5800,3,3,18,1,1,2,2,2,2,456.4,62,1,24134,27026,0,304803,196147,0,0,0,0,11635
3330,2,3,11000,4,4,13,1,1,2,2,2,2,780.38,15,1,1333759,109143,316332,11284,103755,0,70920,9070,53924,180705
3331,4,9,19250,4,7,25,1,1,2,2,2,2,444.58,40,1,510964,26392,31032,5981,122410,0,21793,7066,6572,94596
3332,1,2,12000,4,2,12,1,1,2,2,2,2,365.45,7,1,1024250,0,9364,35569,17785,61067,7663,618,388,21300
3334,3,5,320000,8,2,18,1,1,1,2,1,2,117.69,22,2,4949530,1553212,628064,10153121,19037453,4404432,421753,51899,145161,1484566
3335,2,4,2000,2,3,26,1,2,2,2,2,2,1528.98,17,1,0,0,0,0,111,0,491,0,0,455
3336,4,9,245000,8,5,18,1,2,2,1,2,2,100.72,44,2,0,3973010,0,0,3083570,0,1044228,17670,33212,796096
3337,4,9,26500,5,6,2,1,1,2,2,2,2,444.58,42,1,613357,96806,112023,53081,293011,0,38238,59959,176241,295557
3338,3,5,8000,3,1,6,1,1,2,2,2,2,1208.33,22,2,39576,63829,29071,9489,155635,203000,401179,8283,3578,55536
3339,3,5,2050,2,2,15,1,1,2,2,2,2,68.04,56,2,0,27871,28110,31443,33212,154650,249430,933,1801,19578
3340,1,2,205000,8,4,14,1,2,2,2,1,2,3.19,5,2,26462671,105497,926505,3900329,1156117,46235,90200,4928,71787,136137
3341,1,1,75000,6,1,2,1,1,2,2,2,2,80.53,3,1,4004212,494185,637719,53033,2833761,141664,811282,696980,36000,727920
3342,2,4,6000,3,8,5,1,1,2,2,2,2,1528.98,19,2,215638,26326,6300,2521,33780,0,49803,25,3789,22338
3343,2,3,1600000,10,3,5,1,1,1,1,2,2,25.53,15,2,42517904,400404,5786485,2346972,33441440,94458,801560,351211,3395493,34462159
3346,1,1,10250,4,4,14,1,2,1,2,2,2,456.4,1,1,735006,0,58145,29979,44117,2902,19979,4731,17567,8544
3348,3,7,5700,3,5,26,2,2,2,2,2,2,3187.23,33,1,                  ,                  ,0,                  ,0,                  ,0,0,0,                  
3349,4,8,2600,2,7,2,1,1,2,2,2,2,2976.63,46,1,8042,22193,3043,174342,9445,0,11004,10,0,9080
3350,3,6,2400,2,5,26,1,1,2,2,2,2,1446.07,31,2,94860,0,27551,1553,31709,0,30954,0,0,419893
3351,2,3,75000,6,6,13,1,1,2,2,2,2,404.15,16,2,5751967,1254075,3314074,149231,1335088,122935,85016,11820,37410,738480
3352,3,7,33000,5,6,18,1,1,2,2,2,2,403.31,34,1,5512,84961,0,859306,327900,0,9360,4108,2631,73771
3353,3,7,18000,4,7,25,1,2,2,2,2,2,2544.74,35,1,1291,8848,12570,181,108974,0,0,12,482,21458
3354,2,3,1800,2,5,25,1,1,2,2,2,2,2724.37,13,2,124029,1140,1288,251,9829,0,26876,114,0,1558
3355,3,6,20000,4,6,25,1,1,2,2,2,2,808.04,29,2,189498,8489,24467,964,150013,0,10354,5291,3075,46695
3356,2,3,54000,6,3,14,1,1,2,2,2,2,214.9,11,1,4423612,0,362069,396003,245897,13621,29670,3049,102615,40105
3357,2,4,1600000,10,8,2,1,2,1,2,1,2,5.64,20,2,128183365,13359489,9017492,1194494,24203570,1828540,1304599,322662,1474547,11259542
3358,4,9,14500,4,4,15,1,1,2,2,2,2,950.84,42,1,91926,0,56983,134130,69110,466157,24607,1239,1638,16394
