PUBID7   ,REGION7  ,CENDIV7  ,SQFT7    ,SQFTC7   ,YRCONC7  ,PBA7     ,ELUSED7  ,NGUSED7  ,FKUSED7  ,PRUSED7  ,STUSED7  ,HWUSED7  ,CLIMATE7 ,NFLOOR7  ,YRCON7   ,MONCON7  ,GOVOWN7  ,GOVTYP7  ,NOCC7    ,NOCCAT7  ,OWNOCC7  ,OWNREP7  ,MONUSE7  ,PORVAC7  ,OPEN247  ,OPNMF7   ,OPNWE7   ,WKHRS7   ,WKHRSC7  ,NWKER7   ,NWKERC7  ,HT17     ,HT27     ,COOL7    ,WATR7    ,COOK7    ,MANU7    ,GENR7    ,HEATP7   ,HTLS507  ,COOLP7   ,LTOHRP7  ,ADJWT7   ,PAIR7    ,STRATUM7
660,1,2,60000,6,4,12,1,1,2,2,2,2,3,3,1962,  ,2, ,1,2,1, ,12,2,2,1,1,80,5,25,5,1,2,1,1,1,2,1,100, ,25,25,97.75,2,2
661,4,9,55000,6,6,5,1,1,2,2,2,2,4,1,1987,  ,2, ,1,2,1, ,12,1,2,1,1,84,5,1,2,1,2,1,1,1,2,2,25, ,25,100,639.44,2,21
662,4,8,4000,2,6,25,1,1,2,2,2,2,2,1,1981,  ,2, ,1,2,2,2,12,2,2,1,1,53,4,7,3,1,2,1,1,2,2,2,100, ,100,100,482.42,1,10
663,3,5,80000,6,4,23,1,2,2,2,2,2,5,1,1961,  ,2, ,18,5,2,2,12,2,2,1,1,105,6,100,7,2,2,1,2,1,2,2,   , ,100,95,181.52,1,1
664,4,8,500000,8,4,14,1,1,2,2,2,2,2,1,1966,  ,1,2,1,2,1, ,12,1,2,1,2,60,4,120,7,1,1,1,1,1,2,2,85, ,65,90,106.61,2,10
665,2,3,100001,7,2,2,1,1,2,2,2,2,2,4,1927,  ,2, ,1,2,1, ,12,2,2,1,1,112,6,100,7,1,2,1,1,2,2,2,100, ,100,50,230.15,2,32
666,4,8,200001,8,5,16,1,1,1,2,2,2,2,3,1979,  ,2, ,1,2,1, ,12,2,1, , ,168,7,200,7,1,1,1,1,1,2,1,100, ,100,100,91.57,2,10
667,1,2,6000,3,3,26,1,1,2,2,2,2,3,3,1950,  ,2, ,2,3,2,2,12,2,2,1,1,62,5,8,3,1,2,1,1,2,2,2,33, ,15,75,194.74,1,18
668,3,7,3500,2,3,13,1,1,2,2,2,2,5,1,1947,  ,2, ,1,2,1, ,12,2,2,1,1,50,4,4,2,1,2,1,1,1,2,2,100, ,100,100,449.97,2,15
669,3,5,425000,8,4,16,1,1,1,2,2,2,3,9,1964,  ,2, ,1,2,1, ,12,1,1, , ,168,7,500,9,1,1,1,1,1,2,1,85, ,85,95,15.22,1,20
670,4,9,18750,4,1,91,1,2,2,2,2,2,4,3,1898,  ,2, ,13,5,2,2,12,2,2,1,1,40,3,13,4,1,2,1,1,1,2,2,66, ,5,75,176.15,2,11
671,3,5,160000,7,5,16,1,1,1,2,1,2,5,8,1970,  ,2, ,1,2,2,1,12,2,1, , ,168,7,500,9,1,1,1,1,1,2,1,100, ,80,85,14.75,1,24
672,1,2,225000,8,2,5,1,2,2,2,2,2,2,1,1942,  ,2, ,1,2,1, ,12,2,2,1,2,40,3,2,2,2,2,2,2,2,2,2,   , ,   ,20,96.65,2,27
673,1,1,13750,4,4,12,1,1,2,2,2,2,2,2,1964,  ,2, ,1,2,1, ,12,2,2,1,1,15,2,4,2,1,2,2,1,1,2,2,100, ,   ,100,464.4,1,36
674,2,3,1750,2,5,25,1,2,1,2,2,2,2,1,1970,  ,2, ,1,2,1, ,12,2,1, , ,168,7,4,2,1,1,1,2,2,2,2,50, ,50,100,5764.94,1,16
675,3,5,140000,7,8,5,1,1,2,2,2,2,4,1,1997,  ,2, ,3,3,2,2,12,2,9,1,9,50,4,200,7,1,2,1,1,2,2,2,75, ,25,100,32.59,1,11
676,4,9,1500,2,5,7,1,2,2,2,2,2,3,1,1971,  ,1,3,1,2,1, ,12,2,1, , ,168,7,7,3,1,2,2,2,2,2,2,30, ,   ,100,5263.16,2,35
677,1,2,110000,7,4,18,1,1,2,2,2,2,2,2,1968,  ,2, ,1,2,1, ,12,2,1, , ,168,7,50,6,1,1,1,1,1,2,2,100, ,100,100,202.13,1,27
678,1,1,16250,4,1,5,1,1,1,1,2,2,2,3,1907,  ,2, ,1,2,2,2,12,2,2,2,1,45,3,6,3,1,1,2,1,2,1,2,40, ,   ,100,519.86,2,36
679,2,4,5500,3,4,13,1,2,2,2,2,2,1,1,1967,  ,1,3,1,2,1, ,5,1,2,3,2,0,1,0,1,2,2,2,2,2,2,2,   , ,   ,   ,405.41,1,31
680,1,2,1800000,10,7,13,1,1,2,2,2,1,2,7,1992,  ,1,3,150,8,2,1,12,1,1, , ,168,7,1100,10,1,1,1,1,1,2,2,100, ,100,100,34.17,2,14
681,2,3,3000,2,1,1,1,2,2,2,2,2,2,1,1890,  ,2, ,0,1, , ,0,1, , , ,0,1,0,1,2,2,2,2,2,2,2,   , ,   ,   ,5685.6,1,26
682,2,4,8000,3,4,1,2,2,2,2,2,2,3,1,1960,  ,2, ,1,2,1, ,0,1, , , ,0,1,0,1,2,2,2,2,2,2,2,   , ,   ,   ,524.16,2,10
683,2,3,5500,3,3,12,1,1,2,2,2,2,3,2,1947,  ,2, ,1,2,1, ,12,2,2,2,1,5,2,1,2,1,1,1,1,1,2,2,100, ,100,80,5670.63,2,16
684,3,5,65000,6,5,23,1,2,2,1,2,2,3,2,1976,  ,2, ,15,5,2,1,12,1,2,1,1,100,6,80,6,1,2,1,1,1,2,2,100, ,100,90,150.13,1,43
685,1,1,7000,3,1,2,1,2,1,1,2,2,1,3,1878,  ,2, ,1,2,1, ,12,2,2,1,1,50,4,10,4,1,1,1,1,2,2,2,16, ,79,75,2916.24,1,15
686,1,2,700000,9,6,24,1,1,2,2,2,2,2,1,1988,  ,2, ,107,8,2,1,12,1,2,1,1,80,5,463,8,1,1,1,1,1,2,2,100, ,100,80,15.16,2,37
687,4,9,23750,4,6,5,1,2,2,2,2,2,4,1,1982,  ,2, ,1,2,1, ,12,2,2,1,1,50,4,20,5,1,2,1,2,2,2,2,25, ,20,80,236.24,1,21
688,4,9,5000,2,3,7,1,1,2,2,2,2,4,1,1953,  ,1,3,1,2,2,1,12,2,1, , ,168,7,3,2,1,2,1,1,2,2,2,30, ,30,30,548.18,2,38
689,3,6,140000,7,8,25,1,1,2,2,2,2,4,1,1999,4,2, ,2,3,2,2,3,1,1, , ,168,7,95,6,1,2,1,1,1,2,2,100, ,100,100,40.78,1,2
690,3,6,200001,8,7,25,1,1,2,2,2,2,4,1,1994,  ,2, ,1,2,1, ,12,2,1, , ,168,7,175,7,1,2,1,1,1,2,1,100, ,100,100,123.65,2,12
691,2,3,75000,6,2,13,1,1,2,2,2,2,3,6,1928,  ,2, ,1,2,1, ,12,2,2,1,1,104,6,75,6,1,1,1,1,1,2,2,100, ,100,100,158.01,2,22
692,3,7,7000,3,3,91,1,1,2,2,2,2,5,1,1958,  ,2, ,1,2,2,2,12,2,2,1,2,40,3,5,3,1,2,1,2,2,1,2,100, ,33,100,391.42,1,4
693,2,4,1500000,10,3,2,1,1,2,2,2,2,3,5,1953,  ,1,1,10,4,1, ,12,1,2,1,2,60,4,1041,10,1,2,1,1,1,2,1,100, ,95,95,6.67,2,21
694,3,6,6000,3,4,25,1,2,2,2,2,2,4,1,1961,  ,2, ,2,3,2,2,12,2,2,1,1,91,6,4,2,1,2,1,1,2,2,2,100, ,100,100,508.07,2,6
695,1,2,100000,6,2,2,1,2,2,2,1,2,3,991,1929,  ,2, ,53,7,2,1,12,1,2,1,1,132,6,100,7,1,2,1,2,2,2,2,100, ,100,100,45.21,1,34
696,1,1,55000,6,5,18,1,2,2,1,2,2,1,2,1971,  ,2, ,1,2,1, ,12,2,1, , ,168,7,30,5,1,1,1,1,1,2,2,100, ,100,75,157.98,2,25
697,3,7,425000,8,6,2,1,2,2,2,2,2,5,991,1982,  ,2, ,51,7,2,1,12,1,2,1,1,65,5,800,9,1,2,1,1,1,2,2,100, ,100,100,18.93,1,22
698,3,7,20000,4,3,13,1,1,2,2,2,2,5,1,1957,  ,2, ,4,3,2,2,12,2,2,1,1,96,6,6,3,1,2,1,1,1,2,2,80, ,100,100,537.86,2,12
699,2,3,800000,9,5,24,1,1,1,1,2,2,2,2,1973,  ,2, ,65,7,2,1,12,1,2,1,1,72,5,250,8,1,1,1,1,1,2,1,100, ,90,100,10.14,2,26
700,3,6,300000,8,5,16,1,1,1,1,2,2,4,4,1970,  ,2, ,1,2,1, ,12,2,1, , ,168,7,900,9,1,1,1,1,1,2,1,100, ,100,100,15.22,1,39
701,4,8,21250,4,3,12,1,1,2,2,2,2,2,1,1957,  ,2, ,1,2,1, ,12,2,2,1,1,40,3,3,2,1,2,1,1,1,2,2,100, ,5,100,211.49,1,30
702,3,6,12500,4,4,5,1,1,2,2,2,2,5,1,1968,  ,2, ,1,2,2,2,12,2,2,1,2,60,4,7,3,1,1,1,1,2,2,2,40, ,40,100,493.51,2,2
703,4,9,37500,5,8,26,1,1,2,2,2,2,3,2,1997,  ,2, ,1,2,1, ,12,2,2,1,1,140,6,65,6,1,1,1,1,2,2,2,100, ,20,100,167.37,1,20
704,1,2,75000,6,2,14,1,1,1,2,2,2,3,5,1935,  ,1,3,1,2,1, ,12,2,2,1,2,60,4,75,6,1,2,1,1,1,2,2,100, ,27,100,121.93,2,28
705,4,9,15000,4,8,13,1,2,2,1,2,2,5,2,1997,  ,2, ,1,2,1, ,12,2,2,1,1,84,5,20,5,1,2,1,1,1,2,2,60, ,60,90,151.74,2,11
706,4,9,1400000,10,5,18,1,1,2,2,2,2,4,991,1973,  ,2, ,4,3,2,2,12,2,1, , ,168,7,400,8,1,1,1,1,1,2,1,60, ,60,90,50.06,1,36
707,2,3,140000,7,8,2,1,2,2,2,2,2,2,8,1998,  ,2, ,1,2,1, ,12,2,2,1,1,60,4,275,8,1,2,1,1,2,2,2,100, ,98,99,43.63,1,7
708,4,8,2000,2,3,25,1,1,2,2,2,2,4,1,1957,  ,2, ,1,2,1, ,12,2,2,1,2,35,2,1,2,1,2,1,2,2,2,2,100, ,100,100,597.64,2,30
709,2,4,100001,7,6,2,1,1,2,2,2,2,2,4,1986,  ,2, ,14,5,2,2,10,1,2,1,1,60,4,225,7,1,1,1,1,2,2,2,85, ,85,100,166.52,2,36
710,4,9,2500,2,5,4,1,2,2,2,2,2,4,1,1970,  ,1,1,1,2,2,2,12,2,2,1,2,50,4,1,2,1,2,1,1,2,2,2,95, ,95,100,3437.24,1,39
711,4,9,500000,8,6,18,1,1,1,1,2,1,4,13,1981,  ,2, ,1,2,1, ,12,2,1, , ,168,7,350,8,1,2,1,1,1,2,1,75, ,100,50,18.51,2,21
712,2,3,1500000,10,3,4,1,1,1,2,2,2,2,12,1950,  ,2, ,1,2,1, ,12,2,1, , ,168,7,2500,11,1,1,1,1,1,2,1,100, ,90,100,14.37,2,32
713,1,2,37500,5,7,14,1,2,2,2,1,2,3,2,1994,  ,1,2,1,2,2,1,12,2,2,1,1,119,6,45,5,1,2,1,1,2,2,2,67, ,67,67,157.06,1,5
714,3,6,7500,3,4,13,1,2,2,1,2,2,4,1,1963,  ,1,3,1,2,1, ,12,2,2,2,1,40,3,9,3,1,2,1,1,1,2,2,100, ,100,80,464.4,2,39
715,3,7,110000,7,7,25,1,1,2,2,2,2,5,1,1995,  ,2, ,1,2,2,2,12,2,2,1,1,110,6,120,7,1,1,1,2,2,2,2,98, ,98,100,41.84,1,39
716,3,7,6500,3,5,12,1,1,2,2,2,2,5,1,1972,  ,2, ,1,2,1, ,12,2,2,3,1,3,2,5,3,1,2,1,1,2,2,2,100, ,100,100,709.42,2,25
717,2,3,50000,5,3,26,1,1,2,2,2,2,3,2,1958,  ,1,3,1,2,1, ,12,2,2,1,1,121,6,38,5,1,1,1,1,2,2,2,100, ,100,100,225.55,2,22
718,3,5,37500,5,7,5,1,2,2,2,2,2,5,1,1991,  ,2, ,1,2,1, ,12,2,2,1,1,66,5,0,1,1,2,1,2,2,2,2,50, ,50,0,296.23,1,38
719,2,4,160000,7,7,14,1,2,2,2,1,2,3,4,1993,  ,2, ,1,2,1, ,12,2,2,1,2,70,5,200,7,1,2,1,1,2,2,2,100, ,100,100,30.81,2,8
720,4,9,350000,8,8,11,1,1,2,2,2,2,3,1,1999,2,2, ,2,3,2,2,9,2,2,1,2,80,5,100,7,1,1,1,1,2,2,2,100, ,15,100,21.41,2,33
721,3,5,150000,7,7,23,1,2,2,1,2,2,3,1,1990,  ,2, ,13,5,2,2,12,1,2,9,9,80,5,200,7,1,2,1,1,1,2,2,100, ,100,100,116.06,1,14
722,4,9,40000,5,4,23,1,1,2,2,2,2,4,1,1966,  ,2, ,9,4,2,2,12,2,2,1,1,98,6,35,5,1,1,1,1,1,2,2,100, ,100,90,113.76,2,10
723,2,3,10001,4,4,7,1,1,2,2,2,2,2,1,1964,  ,1,3,1,2,2,1,12,2,1, , ,168,7,15,4,1,1,1,1,2,2,1,100, ,60,60,648.98,2,21
724,1,1,170000,7,1,14,1,2,1,1,2,2,1,4,1915,  ,1,3,1,2,1, ,12,2,1, , ,168,7,150,7,1,2,1,1,1,2,2,100, ,10,100,145.77,2,25
725,3,5,20000,4,3,5,1,2,2,2,2,2,4,1,1951,  ,2, ,1,2,1, ,12,1,2,2,2,8,2,54,6,2,2,2,2,2,2,2,   , ,   ,100,493.51,2,43
726,3,5,2500,2,2,13,1,2,2,2,2,2,5,2,1930,  ,2, ,6,4,2,1,12,2,2,1,1,66,5,40,5,1,2,1,1,1,2,2,40, ,85,70,485.29,2,38
727,3,6,140000,7,5,11,1,1,2,2,2,2,4,1,1974,  ,1,3,1,2,1, ,12,2,2,1,1,40,3,64,6,1,2,1,1,2,2,2,100, ,100,100,193.29,2,39
728,3,7,20000,4,8,11,1,2,2,2,2,2,5,2,1998,  ,2, ,1,2,1, ,12,2,2,1,2,80,5,31,5,1,2,1,1,2,1,2,100, ,100,100,627.58,1,32
729,2,4,17500,4,5,13,1,1,2,2,2,2,3,1,1971,  ,1,3,1,2,2,1,12,2,2,1,1,36,2,2,2,1,2,1,1,2,2,2,100, ,100,95,515.59,2,23
730,2,3,1500,2,3,2,1,1,2,2,2,2,1,1,1950,  ,2, ,2,3,1, ,12,2,2,1,2,60,4,6,3,1,1,1,2,2,2,2,100, ,100,100,5678.98,2,2
731,2,3,6000,3,1,2,1,1,2,2,2,2,3,4,1869,  ,2, ,8,4,2,2,12,1,2,1,1,112,6,8,3,1,2,1,1,2,2,2,90, ,50,50,445.94,1,22
732,2,3,42500,5,5,13,1,1,2,2,2,2,2,2,1971,  ,2, ,1,2,1, ,12,2,2,1,1,105,6,12,4,1,1,1,1,2,2,2,100, ,100,90,142.42,1,7
733,3,5,42500,5,7,6,1,1,2,2,2,2,4,1,1994,  ,2, ,1,2,2,2,12,2,2,1,1,115,6,65,6,1,1,1,1,1,2,1,100, ,100,100,450.8,1,31
734,2,3,80000,6,8,5,1,1,2,2,2,2,2,1,1999,4,2, ,1,2,2,2,3,1,2,1,1,55,4,140,7,1,2,1,1,2,1,2,100, ,10,100,140.47,1,32
735,3,6,4500,2,7,2,1,2,2,2,2,2,4,1,1992,  ,2, ,1,2,1, ,12,2,2,1,2,50,4,8,3,1,2,1,1,2,2,2,100, ,100,100,11732.18,2,39
736,4,9,10000,3,3,15,1,2,2,1,2,2,3,1,1951,  ,2, ,2,3,2,2,12,1,2,2,1,98,6,3,2,1,1,2,1,2,2,2,33, ,   ,66,182.36,2,35
737,2,4,70000,6,4,17,1,1,2,1,2,2,3,2,1969,  ,2, ,1,2,2,2,12,2,1, , ,168,7,75,6,1,1,1,1,1,2,2,100, ,100,100,50.06,2,42
738,2,4,12500,4,4,14,1,1,2,2,2,2,3,1,1963,  ,1,2,1,2,1, ,9,2,2,1,1,45,3,56,6,1,1,1,1,1,2,2,100, ,100,100,2741.21,1,8
739,3,6,375000,8,4,23,1,1,2,2,2,2,4,3,1963,  ,2, ,47,6,2,1,12,1,2,1,1,48,3,400,8,1,1,1,1,1,2,2,90, ,95,80,16.06,1,39
740,1,2,95000,6,3,23,1,2,2,2,2,2,3,1,1950,  ,2, ,12,5,2,2,12,2,2,1,1,50,4,60,6,1,2,1,1,1,2,1,80, ,100,99,209.4,2,33
741,3,7,21250,4,8,91,1,1,2,2,2,2,5,1,1999,4,2, ,1,2,2,2,1,1,2,1,1,68,5,10,4,1,1,1,1,2,2,2,100, ,15,100,453.84,1,25
742,2,4,4500,2,2,26,1,1,2,2,2,2,1,1,1920,  ,2, ,1,2,2,1,12,2,2,1,1,75,5,4,2,1,2,2,2,2,2,2,100, ,   ,100,11529.89,2,31
743,2,3,2000,2,7,5,1,2,2,2,2,2,2,1,1991,  ,2, ,1,2,1, ,12,2,2,2,2,30,2,0,1,2,2,2,2,2,2,2,   , ,   ,90,849.98,1,7
744,4,8,7500,3,3,25,1,1,2,2,2,2,4,2,1953,  ,2, ,1,2,2,2,12,2,2,1,1,70,5,6,3,1,1,1,1,2,2,2,40, ,30,100,195.99,2,30
745,2,4,2500,2,7,5,1,2,2,2,2,2,3,1,1993,  ,2, ,0,1, , ,0,1, , , ,0,1,0,1,2,2,2,2,2,2,2,   , ,   ,   ,20772.4,2,42
746,2,3,20000,4,5,23,1,1,2,2,2,2,2,1,1979,  ,2, ,5,3,2,2,12,2,2,1,1,84,5,15,4,1,2,1,1,1,2,2,100, ,100,100,557.74,2,7
747,3,5,10000,3,6,12,1,2,1,2,2,2,3,2,1988,  ,2, ,1,2,1, ,12,2,2,2,1,16,2,25,5,1,2,1,1,2,2,2,98, ,98,65,464.4,1,43
748,2,3,140000,7,4,16,1,2,1,2,1,1,2,10,1965,  ,2, ,1,2,1, ,12,2,2,1,1,70,5,700,9,1,2,1,1,2,2,1,100, ,95,95,28.73,1,7
749,4,9,30000,5,5,6,1,1,2,2,2,2,3,1,1976,  ,2, ,1,2,2,2,12,2,1, , ,168,7,30,5,1,2,1,1,1,2,1,100, ,100,100,164.1,1,43
750,2,3,20000,4,5,5,1,1,2,2,2,2,2,1,1972,  ,2, ,3,3,1, ,12,2,1, , ,168,7,4,2,1,2,2,1,2,2,2,100, ,   ,100,247.23,2,14
751,2,4,12500,4,4,91,1,1,2,2,2,2,3,1,1969,  ,2, ,1,2,2,2,12,1,2,1,1,60,4,4,2,1,2,1,1,2,2,2,23, ,23,23,688.64,2,10
752,2,4,130000,7,8,25,1,1,2,2,2,2,2,1,1998,  ,2, ,1,2,2,2,12,2,2,1,1,93,6,50,6,1,1,1,1,2,2,1,100, ,100,100,34.55,1,23
753,3,5,35000,5,4,18,1,2,2,2,2,2,4,2,1969,  ,2, ,1,2,1, ,12,2,2,1,1,120,6,6,3,1,2,1,1,2,2,2,100, ,100,100,737.64,2,19
754,3,5,190000,7,6,2,1,2,1,2,2,2,3,9,1984,  ,2, ,14,5,2,2,12,2,2,1,1,65,5,415,8,1,2,1,1,1,2,1,90, ,90,100,98.3,1,29
755,1,2,37500,5,5,13,1,1,2,2,2,2,2,1,1973,  ,1,2,1,2,2,1,10,2,2,1,1,47,3,5,3,1,2,2,2,2,2,2,100, ,   ,100,396.81,2,27
756,2,3,6000,3,3,1,1,2,2,2,2,2,2,1,1946,  ,2, ,0,1, , ,0,1, , , ,0,1,0,1,2,2,2,2,2,2,2,   , ,   ,   ,3494.37,1,9
757,3,6,10001,4,8,2,1,1,2,2,2,2,5,1,1996,  ,1,3,1,2,1, ,12,2,2,1,1,40,3,18,4,1,1,1,1,2,2,1,100, ,100,100,153.7,2,1
758,4,9,22500,4,5,23,1,2,2,2,2,2,4,1,1974,  ,2, ,14,5,2,2,12,1,2,1,1,101,6,70,6,1,2,1,1,1,2,2,100, ,100,85,153.12,2,43
759,4,9,30000,5,5,23,1,1,2,2,2,2,4,1,1974,  ,2, ,4,3,2,2,12,2,2,1,1,60,4,15,4,1,1,1,1,2,2,2,100, ,100,100,134.01,1,11
760,2,3,40000,5,5,1,1,1,2,2,2,2,2,1,1970,  ,2, ,0,1, , ,0,1, , , ,0,1,0,1,1,2,1,1,2,2,2,100, ,100,   ,120.07,1,7
761,3,6,4000,2,2,5,1,2,2,2,2,2,4,1,1941,  ,2, ,1,2,2,2,12,2,1, , ,168,7,1,2,2,2,2,2,2,2,2,   , ,   ,25,515.96,2,39
762,2,3,800000,9,6,16,1,1,1,2,2,2,2,8,1985,  ,2, ,1,2,1, ,12,1,1, , ,168,7,1500,10,1,1,1,1,1,2,1,100, ,100,98,14.37,2,26
763,2,3,15000,4,7,12,1,1,2,2,2,2,2,2,1994,  ,2, ,1,2,1, ,12,2,2,1,1,60,4,3,2,1,2,1,2,2,2,2,75, ,75,50,464.4,2,7
764,1,2,275000,8,8,13,1,1,2,2,2,2,2,2,1997,  ,1,2,5,3,1, ,12,2,2,1,1,126,6,380,8,1,2,1,1,1,2,2,100, ,100,100,14.98,1,27
765,2,3,80000,6,2,14,1,1,2,2,2,2,2,2,1938,  ,1,3,1,2,1, ,11,2,2,1,1,40,3,27,5,1,2,2,1,1,2,1,100, ,   ,100,161.76,2,30
766,4,9,22500,4,6,5,1,1,2,2,2,2,4,1,1982,  ,2, ,2,3,1, ,12,2,2,1,2,40,3,35,5,1,2,1,1,2,2,2,50, ,25,100,103.99,1,21
767,4,9,500000,8,6,2,1,1,1,2,2,2,4,991,1982,  ,2, ,20,5,1, ,12,1,2,1,1,66,5,3000,11,1,2,1,1,1,2,1,98, ,98,98,10.3,1,39
768,1,2,5000,2,6,2,1,1,2,2,2,2,2,1,1985,  ,2, ,1,2,2,2,12,2,2,1,9,45,3,14,4,1,1,1,1,2,2,2,100, ,100,100,6300.15,1,27
769,2,3,2250,2,1,2,1,1,2,2,2,2,1,2,1900,  ,2, ,1,2,1, ,12,2,2,1,2,45,3,3,2,1,2,1,1,2,2,2,100, ,50,50,5678.98,1,28
770,3,7,250000,8,6,2,1,1,1,2,2,2,5,991,1981,  ,2, ,55,7,2,2,12,1,2,1,1,61,5,225,7,1,2,1,1,1,2,2,100, ,100,100,15.37,1,35
771,3,7,90000,6,4,2,1,2,1,2,2,2,5,14,1966,  ,2, ,44,6,2,1,12,2,2,1,2,40,3,366,8,1,2,1,1,2,2,2,100, ,100,100,130.57,1,42
772,2,3,7000,3,5,5,1,2,2,1,2,2,2,2,1979,  ,2, ,1,2,1, ,12,2,2,1,1,66,5,8,3,1,1,1,1,2,2,2,33, ,33,40,354.19,1,7
773,3,7,7500,3,4,14,1,1,2,2,2,1,5,1,1961,  ,1,3,1,2,1, ,12,2,2,1,2,40,3,4,2,1,2,1,1,2,2,2,100, ,100,50,463.55,1,42
774,2,3,2500,2,5,18,1,2,2,1,2,2,2,1,1971,  ,2, ,1,2,1, ,7,1,2,2,1,48,3,1,2,1,1,2,1,2,2,2,100, ,   ,90,524.16,1,26
775,2,3,350000,8,6,18,1,1,2,2,2,2,3,4,1987,  ,2, ,1,2,1, ,12,2,1, , ,168,7,15,4,1,2,1,1,1,2,2,100, ,100,100,33.58,1,41
776,3,5,32500,5,5,5,1,2,1,2,2,2,3,1,1976,  ,2, ,2,3,2,2,12,2,1, , ,168,7,0,1,1,2,1,2,2,2,2,50, ,50,60,160.38,1,14
777,3,5,110000,7,6,16,1,1,1,2,2,2,3,3,1987,  ,1,2,1,2,1, ,12,2,1, , ,168,7,135,7,1,1,1,1,1,2,1,100, ,100,100,32.13,2,8
778,3,6,5001,3,2,13,1,2,1,2,2,2,3,2,1940,  ,2, ,0,1, , ,0,1, , , ,0,1,0,1,1,2,2,2,2,2,2,50, ,   ,   ,165.92,1,6
779,1,2,250000,8,4,23,1,1,1,2,2,2,3,1,1969,  ,1,2,12,5,1, ,1,1,2,1,2,40,3,400,8,1,1,1,1,1,2,2,100, ,100,100,29.17,2,24
780,1,1,47500,5,4,14,1,2,2,2,1,2,1,4,1967,  ,2, ,1,2,1, ,12,2,2,1,2,40,3,100,7,1,1,1,1,2,2,2,100, ,10,100,147.14,1,9
781,3,7,42500,5,5,14,1,1,2,2,2,2,5,1,1972,  ,1,3,1,2,1, ,12,2,2,1,2,40,3,36,5,1,1,1,1,1,2,2,100, ,100,100,141,1,42
782,3,5,35000,5,8,6,1,1,2,2,2,2,4,1,1999,3,2, ,1,2,2,2,4,1,1, , ,168,7,25,5,1,2,1,1,1,2,2,100, ,100,100,202,2,31
783,1,2,3500,2,1,13,1,1,2,2,2,2,2,2,1910,  ,2, ,1,2,1, ,12,2,2,2,2,45,3,1,2,1,2,1,1,2,2,2,100, ,100,50,5670.63,2,9
784,4,8,275000,8,4,14,1,1,2,2,2,2,2,2,1967,  ,1,3,1,2,1, ,12,2,2,1,2,60,4,100,7,1,2,1,1,2,2,2,100, ,50,100,107.87,2,10
785,2,4,300000,8,3,5,1,1,2,2,2,2,1,1,1947,  ,2, ,5,3,2,2,12,2,2,1,2,60,4,250,8,1,1,1,1,2,2,2,80, ,10,100,17.67,1,29
786,2,3,4000,2,3,25,1,1,2,2,2,2,1,1,1946,  ,2, ,1,2,1, ,12,2,2,1,1,65,5,3,2,1,2,2,1,2,2,2,100, ,   ,100,482.42,2,23
787,3,5,70000,6,6,14,1,1,2,2,2,2,4,2,1986,  ,2, ,1,2,1, ,12,2,2,1,2,48,3,50,6,1,1,1,1,2,2,2,100, ,100,100,118.21,2,43
788,2,3,200000,7,3,25,1,1,2,2,2,2,2,3,1954,  ,2, ,4,3,2,2,12,2,2,1,1,75,5,40,5,1,1,1,1,1,2,2,100, ,70,75,133.36,2,32
789,3,5,425000,8,8,2,1,2,2,2,2,2,4,991,1999,3,2, ,14,5,1, ,5,1,2,1,1,55,4,400,8,1,2,1,1,2,2,2,25, ,25,25,14.7,2,11
790,2,3,25001,5,5,26,1,1,2,2,2,2,1,1,1976,  ,2, ,2,3,1, ,12,2,2,1,1,60,4,25,5,1,2,1,1,2,2,2,100, ,25,100,529.74,1,34
791,2,3,47500,5,2,5,1,1,2,1,2,2,2,1,1941,  ,2, ,1,2,1, ,12,2,2,1,2,85,6,25,5,1,1,1,1,2,2,2,100, ,20,100,149.66,2,32
792,3,7,70000,6,6,14,1,1,2,2,2,2,5,1,1989,  ,1,3,1,2,1, ,9,2,2,1,2,45,3,59,6,1,1,1,1,1,2,2,100, ,100,100,432.09,2,4
793,4,9,35000,5,8,2,1,1,2,2,2,2,3,1,1997,  ,2, ,1,2,2,2,12,2,2,1,2,45,3,100,7,1,2,1,1,2,2,2,100, ,100,100,151.28,1,29
794,4,8,1750,2,4,15,1,2,2,1,2,2,4,1,1960,  ,2, ,1,2,1, ,12,2,2,1,2,45,3,1,2,1,1,1,1,1,2,2,50, ,100,100,3494.37,2,30
795,3,5,600000,9,7,5,1,2,2,2,2,2,5,1,1995,  ,2, ,2,3,1, ,12,2,2,1,2,80,5,72,6,1,2,1,2,2,2,2,12, ,12,100,8.41,1,38
796,3,6,40000,5,7,14,1,2,2,2,2,2,3,1,1992,  ,1,3,1,2,1, ,12,2,2,1,1,42,3,52,6,1,2,1,1,1,2,2,100, ,98,98,183.14,1,12
797,3,7,12500,4,4,17,1,1,2,1,2,2,4,1,1961,  ,2, ,1,2,1, ,12,1,1, , ,168,7,25,5,1,2,1,1,1,2,1,100, ,100,100,497.28,2,3
798,2,3,200000,7,8,14,1,1,2,2,2,2,1,2,1999,1,1,3,1,2,1, ,12,2,2,1,1,102,6,157,7,1,2,1,1,1,2,2,100, ,75,90,14.98,1,34
799,3,7,12500,4,5,5,1,2,2,2,2,2,5,1,1977,  ,2, ,1,2,2,2,3,1,2,1,1,72,5,2,2,1,2,1,1,2,2,2,8, ,8,8,493.51,2,15
