PUBID7   ,REGION7  ,CENDIV7  ,SQFT7    ,SQFTC7   ,YRCONC7  ,PBA7     ,ELUSED7  ,NGUSED7  ,FKUSED7  ,PRUSED7  ,STUSED7  ,HWUSED7  ,FKTYPFO7 ,FKTYPDS7 ,FKTYPKR7 ,ABLEGEN7 ,ELHT17   ,NGHT17   ,FKHT17   ,PRHT17   ,STHT17   ,HWHT17   ,ELHT27   ,NGHT27   ,FKHT27   ,PRHT27   ,STHT27   ,HWHT27   ,ELCOOL7  ,NGCOOL7  ,FKCOOL7  ,PRCOOL7  ,STCOOL7  ,HWCOOL7  ,ELWATR7  ,NGWATR7  ,FKWATR7  ,PRWATR7  ,STWATR7  ,HWWATR7  ,ELCOOK7  ,NGCOOK7  ,FKCOOK7  ,PRCOOK7  ,STCOOK7  ,HWCOOK7  ,ELMANU7  ,NGMANU7  ,FKMANU7  ,PRMANU7  ,STMANU7  ,HWMANU7  ,NGGENR7  ,FKGENR7  ,PRGENR7  ,GENUSE7  ,NGOTH7   ,FKOTH7   ,PROTH7   ,STOTH7   ,HWOTH7   ,ELLOCUT7 ,ELNONLU7 ,ELOTSRC7 ,ELLUPCT7 ,NGLOCUT7 ,NGOTSRC7 ,ADJWT7   ,PAIR7    ,STRATUM7
00500,2,3,  90000.00,06,08,14,1,2,1,2,1,2,2,1,2,1,2, ,2, ,1, ,1, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1, ,2, ,2, ,2, ,2, ,2, ,2, , ,2, , , ,1, , , ,1,2,2,   , , ,  121.69,2,07
00501,4,9,  30000.00,05,03,12,1,1,2,2,2,2, , , ,2,2,1, , , , ,1,2, , , , ,2,2, , , , ,2,1, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  219.31,2,17
00502,1,2,  80000.00,06,03,26,1,2,1,2,1,2,7,7,7,1,2, ,2, ,1, ,2, ,2, ,2, ,1, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, , ,1, ,1, , , , , ,2,1,2,   , , ,  146.47,2,27
00503,4,9, 550000.00,09,05,13,1,1,2,2,2,2, , , ,1,2,1, , , , ,2,2, , , , ,1,2, , , , ,2,1, , , , ,1,1, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  108.48,1,29
00504,3,7, 225000.00,08,05,16,1,1,1,2,1,2,2,1,2,1,2,2,2, ,1, ,2,2,2, ,2, ,2,2,2, ,2, ,2,2,2, ,1, ,1,1,2, ,1, ,2,2,2, ,2, ,2,1, ,1, , , , , ,1,2,2,   ,2,1,   28.15,1,03
00505,3,5,  65000.00,06,07,14,1,1,2,2,2,2, , , ,1,2,1, , , , ,1,2, , , , ,1,2, , , , ,1,2, , , , ,1,2, , , , ,2,2, , , , ,1, , ,1, , , , , ,1,2,2,   ,1,2,  118.21,1,31
00506,3,5, 275000.00,08,06,23,1,1,2,2,2,2, , , ,1,2,1, , , , ,1,2, , , , ,1,2, , , , ,2,1, , , , ,2,1, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  105.05,2,29
00507,2,4,   5000.00,02,06,06,1,1,2,2,2,2, , , ,2,1,2, , , , ,2,1, , , , ,1,2, , , , ,1,2, , , , ,1,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  445.49,2,24
00508,1,1, 150000.00,07,04,18,1,2,2,2,1,2, , , ,2,2, , , ,1, ,2, , , ,2, ,2, , , ,2, ,2, , , ,1, ,2, , , ,2, ,2, , , ,2, , , , , , , , , , ,1,2,2,   , , ,   34.17,1,20
00509,2,3, 800000.00,09,05,02,1,2,2,2,1,2, , , ,1,2, , , ,1, ,2, , , ,2, ,1, , , ,2, ,1, , , ,1, ,1, , , ,2, ,2, , , ,2, , , , , , , , , , ,1,2,2,   , , ,    9.37,1,26
00510,2,4, 100001.00,07,06,01,1,1,2,2,2,2, , , ,2,1,2, , , , ,2,2, , , , ,1,2, , , , ,2,1, , , , ,2,1, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  102.66,1,38
00511,1,1,  50001.00,06,05,13,1,1,2,2,2,2, , , ,1,2,1, , , , ,1,2, , , , ,2,2, , , , ,1,2, , , , ,2,1, , , , ,2,2, , , , ,1, , ,1, , , , , ,1,2,2,   ,1,2,  243.31,2,15
00512,1,2,  47500.00,05,05,14,1,2,2,2,2,1, , , ,1,2, , , , ,1,2, , , , ,2,2, , , , ,2,2, , , , ,1,2, , , , ,2,2, , , , ,2, , , , , , , , , ,1,2,2,   , , ,  388.22,1,27
00513,1,1,  42500.00,05,05,13,1,2,1,2,2,2,1,2,2,2,2, ,1, , , ,2, ,2, , , ,1, ,2, , , ,2, ,1, , , ,2, ,2, , , ,2, ,2, , , , ,2, , , , , , , ,1,2,2,   , , ,  187.70,1,25
00514,2,4,   2250.00,02,05,26,1,1,2,2,2,2, , , ,2,1,2, , , , ,2,2, , , , ,1,2, , , , ,2,1, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2, 5749.76,2,23
00515,4,9,  13750.00,04,04,13,1,2,2,1,2,2, , , ,2,2, , ,1, , ,2, , ,2, , ,2, , ,2, , ,1, , ,2, , ,2, , ,2, , ,2, , ,2, , , , ,2, , , , , , ,1,2,2,   , , ,  118.74,2,35
00516,4,9,  13750.00,04,06,23,1,1,2,2,2,2, , , ,1,1,2, , , , ,2,2, , , , ,1,2, , , , ,1,2, , , , ,1,1, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  503.54,2,28
00517,2,3,   3500.00,02,02,02,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,1,2, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2, 5678.98,2,34
00518,2,3,  60000.00,06,06,05,1,2,2,2,2,2, , , ,2,1, , , , , ,2, , , , , ,1, , , , , ,1, , , , , ,2, , , , , ,1, , , , , , , , , , , , , , ,1,2,2,   , , ,  183.27,2,32
00519,1,2, 120000.00,07,01,14,1,1,2,2,2,1, , , ,2,2,2, , , ,1,2,2, , , ,2,1,2, , , ,2,2,2, , , ,1,2,2, , , ,2,2,2, , , ,2,2, , , ,1, , , , ,1,2,2,   ,1,1,   28.73,1,25
00520,2,4,  20000.00,04,07,26,1,1,1,2,2,2,1,2,2,2,2,1,2, , , ,2,2,1, , , ,1,2,2, , , ,1,2,2, , , ,2,2,2, , , ,2,2,2, , , ,2,2, , , , , , , ,1,2,2,   ,1,2,  492.54,1,36
00521,4,9, 300000.00,08,07,18,1,1,1,1,2,2,2,1,2,1,2,1,2,2, , ,2,2,2,2, , ,1,2,2,2, , ,2,1,2,2, , ,1,1,2,1, , ,2,2,2,2, , ,2,1,2,1, , , , , ,1,2,2,   ,1,2,  208.97,2,41
00522,3,5,   2250.00,02,04,02,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,2,1, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,2,1, 5678.98,2,19
00523,2,3, 130000.00,07,04,05,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,2,2, , , , ,2,2, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,   96.65,1,26
00524,3,7,   2250.00,02,06,02,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,2,1, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2, 5678.98,2,03
00525,2,4,  10000.00,03,03,08,1,1,2,2,2,2, , , ,2,2,1, , , , ,1,2, , , , ,1,2, , , , ,2,1, , , , ,1,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  247.25,1,26
00526,2,3,  30000.00,05,02,02,1,1,2,2,2,2, , , ,2,1,2, , , , ,2,1, , , , ,1,2, , , , ,2,1, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  230.15,1,23
00527,3,5, 700000.00,09,08,02,1,1,1,2,2,2,7,7,7,1,1,2,2, , , ,2,2,2, , , ,1,2,2, , , ,1,2,2, , , ,2,1,2, , , ,2,2,2, , , ,2,1, ,1, , , , , ,1,2,2,   ,1,2,   11.09,1,31
00528,3,5,  22500.00,04,04,12,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,1,2, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  211.49,2,43
00529,4,8,  40000.00,05,01,02,1,1,2,2,2,2, , , ,2,2,2, , , , ,2,2, , , , ,1,2, , , , ,2,1, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  166.52,2,06
00530,1,2,   6500.00,03,03,25,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,2,1, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2, 6071.45,2,38
00531,1,1, 375000.00,08,08,13,1,1,1,2,1,2,2,1,2,1,2,2,2, ,1, ,1,2,2, ,2, ,2,2,2, ,2, ,2,2,2, ,1, ,1,1,2, ,2, ,2,2,2, ,2, ,2,1, ,1, , , , , ,1,2,2,   ,1,2,    7.49,2,20
00532,2,3,  35000.00,05,07,13,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,1,2, , , , ,1,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  553.85,2,13
00533,3,5, 150000.00,07,05,02,1,2,2,2,2,2, , , ,1,1, , , , , ,2, , , , , ,1, , , , , ,1, , , , , ,2, , , , , ,2, , , , , , , , , , , , , , ,1,2,2,   , , ,   30.31,1,43
00534,4,9, 180000.00,07,03,12,1,1,1,2,2,2,1,2,2,2,2,1,2, , , ,2,2,1, , , ,2,2,2, , , ,2,1,2, , , ,1,2,2, , , ,2,2,2, , , ,2,2, , , , , , , ,1,2,2,   ,1,2,   98.16,2,40
00535,4,9,   4500.00,02,04,26,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,2,1, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  194.78,2,38
00536,4,9,  27500.00,05,03,18,1,1,2,2,2,2, , , ,1,1,2, , , , ,2,1, , , , ,1,2, , , , ,2,1, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  810.86,1,29
00537,1,2,  32500.00,05,06,23,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,1,1, , , , ,2,1, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  120.87,1,37
00538,2,4,  37500.00,05,06,23,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,1,2, , , , ,1,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  224.45,2,24
00539,1,2,  23750.00,04,03,02,1,1,1,2,1,2,7,7,7,9,2,2,2, ,1, ,2,1,2, ,2, ,1,2,2, ,2, ,2,1,1, ,2, ,2,2,2, ,2, ,2,2,2, ,2, ,2,2, , , , , , , ,1,2,2,   ,1,2,  352.62,1,04
00540,2,3, 130000.00,07,08,05,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,2,1, , , , ,2,2, , , , ,1,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,   43.63,2,32
00541,4,9, 150000.00,07,07,25,1,1,1,2,2,2,2,1,2,1,2,1,2, , , ,2,2,2, , , ,1,2,2, , , ,2,2,2, , , ,1,1,2, , , ,2,2,2, , , ,2,1, ,1, , , , , ,1,2,2,   ,1,2,  102.22,1,29
00542,3,5,  65000.00,06,05,23,1,2,2,2,2,2, , , ,9,2, , , , , ,2, , , , , ,1, , , , , ,2, , , , , ,1, , , , , ,2, , , , , , , , , , , , , , ,1,2,2,   , , ,  287.30,1,01
00543,1,1, 300000.00,08,05,16,1,1,1,2,2,2,1,2,2,1,2,1,2, , , ,2,2,1, , , ,1,2,2, , , ,2,1,2, , , ,2,1,2, , , ,2,2,2, , , ,2,2, , , , , , , ,1,2,2,   ,1,2,   15.22,2,17
00544,3,5,  27500.00,05,05,02,1,2,2,2,2,2, , , ,2,2, , , , , ,2, , , , , ,1, , , , , ,2, , , , , ,2, , , , , ,2, , , , , , , , , , , , , , ,1,2,2,   , , ,  259.20,2,13
00545,3,6, 750000.00,09,05,02,1,2,1,2,2,2,2,1,2,1,1, ,2, , , ,2, ,2, , , ,1, ,2, , , ,1, ,2, , , ,1, ,2, , , ,2, ,2, , , , ,1, ,1, , , , , ,1,2,2,   , , ,   20.05,1,39
00546,4,9, 100001.00,07,06,23,1,1,2,2,2,2, , , ,2,1,2, , , , ,2,2, , , , ,1,2, , , , ,2,1, , , , ,2,1, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  688.64,1,41
00547,4,9,   2000.00,02,02,12,1,2,2,1,2,2, , , ,2,2, , ,1, , ,2, , ,2, , ,2, , ,2, , ,2, , ,1, , ,2, , ,2, , ,2, , ,2, , , , ,2, , , , , , ,1,2,2,   , , ,  464.40,2,35
00548,4,9,   5500.00,03,07,13,1,2,2,1,2,2, , , ,2,2, , ,1, , ,1, , ,2, , ,1, , ,2, , ,1, , ,1, , ,2, , ,1, , ,2, , ,2, , , , ,2, , , , , , ,1,2,2,   , , ,  843.09,2,35
00549,4,8,  30000.00,05,03,14,1,1,2,2,2,2, , , ,1,2,1, , , , ,1,2, , , , ,1,2, , , , ,1,2, , , , ,2,1, , , , ,2,2, , , , ,1, , ,3, , , , , ,1,2,2,   ,1,2,  388.22,1,10
00550,1,2,   2500.00,02,05,06,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,2,1, , , , ,1,2, , , , ,2,2, , , , ,2, , , , , , , , ,2,1,2,   ,1,2, 2898.57,1,27
00551,2,3,   4000.00,02,01,02,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,1,2, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  503.82,1,23
00552,3,5, 120000.00,07,08,25,1,1,2,2,2,2, , , ,1,2,1, , , , ,1,2, , , , ,1,2, , , , ,1,1, , , , ,1,2, , , , ,2,2, , , , ,1, , ,1, , , , , ,1,2,2,   ,1,2,  203.33,2,31
00553,4,9,  30000.00,05,05,25,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,1,2, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  153.04,1,42
00554,2,3, 375000.00,08,08,14,1,1,1,2,2,2,7,7,7,1,2,1,2, , , ,2,2,2, , , ,1,2,2, , , ,2,1,2, , , ,1,1,2, , , ,2,2,2, , , ,2,1, ,1, , , , , ,1,2,2,   ,1,2,   15.15,2,26
00555,1,1,   6500.00,03,06,05,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,   , , ,  589.41,1,15
00556,1,2, 120000.00,07,08,25,1,1,2,2,2,2, , , ,1,2,1, , , , ,1,2, , , , ,1,2, , , , ,2,1, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,9,9,9,   ,9,9,   34.55,1,37
00557,2,4, 550000.00,09,06,02,1,1,1,2,2,2,2,1,2,1,2,1,2, , , ,1,2,2, , , ,1,2,2, , , ,1,1,2, , , ,1,2,2, , , ,2,2,2, , , ,2,1, ,1, , , , , ,1,2,2,   ,1,2,    9.37,2,06
00558,4,8,   4000.00,02,03,02,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,1,2, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  193.29,2,30
00559,3,5,   2250.00,02,04,26,1,1,2,2,2,2, , , ,2,2,1, , , , ,1,2, , , , ,1,2, , , , ,2,2, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  496.98,2,31
00560,2,3,  20000.00,04,03,14,1,1,2,2,2,2, , , ,2,2,1, , , , ,1,2, , , , ,2,2, , , , ,2,1, , , , ,2,1, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  295.70,2,33
00561,4,8,   6000.00,03,05,26,1,1,2,2,2,2, , , ,2,2,1, , , , ,1,2, , , , ,2,2, , , , ,2,1, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2, 6072.75,1,35
00562,3,5, 160000.00,07,05,23,1,2,2,1,2,2, , , ,2,1, , ,2, , ,2, , ,2, , ,1, , ,2, , ,1, , ,2, , ,1, , ,1, , ,2, , ,2, , , , ,2, , , , , , ,1,2,2,   , , ,  145.58,1,01
00563,2,3, 180000.00,07,08,02,1,1,2,2,2,2, , , ,2,1,2, , , , ,2,2, , , , ,1,2, , , , ,1,2, , , , ,2,1, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,   43.63,1,07
00564,2,3, 450000.00,08,05,02,1,1,1,2,2,2,2,1,2,1,2,2,2, , , ,2,1,2, , , ,1,2,2, , , ,2,1,2, , , ,2,1,2, , , ,2,2,2, , , ,2,1, ,1, , , , , ,1,2,2,   ,9,9,   15.37,1,11
00565,3,7,   2500.00,02,05,02,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,2,2, , , , ,2,2, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2, 5678.98,2,03
00566,4,9,   2750.00,02,03,14,1,1,2,2,2,2, , , ,2,2,1, , , , ,1,2, , , , ,2,2, , , , ,2,2, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2, 2702.70,1,21
00567,3,5,  13750.00,04,05,05,1,2,2,2,2,2, , , ,2,2, , , , , ,2, , , , , ,1, , , , , ,2, , , , , ,2, , , , , ,2, , , , , , , , , , , , , , ,1,2,2,   , , ,  285.21,2,11
00568,4,8,  32500.00,05,03,05,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,   , , ,  230.47,2,30
00569,3,5,  32500.00,05,03,23,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,1,1, , , , ,1,1, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  169.65,2,08
00570,1,2, 100001.00,07,03,16,1,2,1,2,1,2,2,1,2,1,2, ,2, ,1, ,2, ,2, ,2, ,1, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, , ,1, ,1, , , , , ,1,2,2,   , , ,   27.35,1,17
00571,2,3,  47500.00,05,06,25,1,1,2,2,2,2, , , ,2,2,1, , , , ,1,2, , , , ,1,2, , , , ,2,1, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  662.11,1,07
00572,3,7,   9000.00,03,05,02,1,2,2,2,2,2, , , ,2,1, , , , , ,2, , , , , ,1, , , , , ,1, , , , , ,2, , , , , ,2, , , , , , , , , , , , , , ,1,2,2,   , , ,  471.87,2,27
00573,4,9, 180000.00,07,05,23,1,1,2,2,2,2, , , ,2,1,2, , , , ,2,2, , , , ,1,2, , , , ,1,1, , , , ,2,1, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  145.58,1,11
00574,3,5,  10000.00,03,03,26,1,2,2,2,2,2, , , ,2,1, , , , , ,2, , , , , ,1, , , , , ,2, , , , , ,2, , , , , ,2, , , , , , , , , , , , , , ,1,2,2,   , , , 6798.50,1,40
00575,3,7,  20000.00,04,05,05,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,2,2, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  474.83,1,39
00576,3,6,   3500.00,02,07,15,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,1,1, , , , ,1,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2, 6059.80,2,39
00577,3,5,  30000.00,05,04,23,1,1,2,2,2,2, , , ,2,1,2, , , , ,2,2, , , , ,1,2, , , , ,1,2, , , , ,1,1, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  672.26,2,08
00578,2,3,   6000.00,03,03,12,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,2,2, , , , ,2,1, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,9,9, 5633.45,1,28
00579,3,5, 200001.00,08,01,08,1,2,1,2,1,2,2,1,2,1,2, ,2, ,1, ,2, ,2, ,2, ,1, ,2, ,2, ,2, ,2, ,1, ,2, ,2, ,2, ,2, ,2, ,2, , ,1, ,1, , , , , ,1,2,2,   , , ,   34.17,1,44
00580,1,1,  10000.00,03,04,02,1,2,1,2,2,2,1,2,2,2,2, ,1, , , ,2, ,2, , , ,1, ,2, , , ,2, ,1, , , ,2, ,2, , , ,2, ,2, , , , ,2, , , , , , , ,9,9,9,   , , ,  501.08,1,10
00581,1,2,  60000.00,06,05,13,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,2,1, , , , ,2,1, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,2,1,  209.62,2,05
00582,2,3, 130000.00,07,04,05,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,2,2, , , , ,2,1, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,   96.65,1,26
00583,3,6, 250000.00,08,07,23,1,2,2,1,2,2, , , ,2,1, , ,2, , ,2, , ,1, , ,1, , ,2, , ,1, , ,2, , ,2, , ,1, , ,2, , ,2, , , , ,2, , , , , , ,9,9,9,   , , ,    2.61,1,02
00584,4,8,  10000.00,03,07,02,1,2,2,2,2,2, , , ,2,1, , , , , ,2, , , , , ,1, , , , , ,1, , , , , ,2, , , , , ,2, , , , , , , , , , , , , , ,1,2,2,   , , ,  640.54,2,19
00585,3,5,  95000.00,06,04,14,1,2,2,2,2,2, , , ,2,1, , , , , ,2, , , , , ,1, , , , , ,2, , , , , ,1, , , , , ,2, , , , , , , , , , , , , , ,1,2,2,   , , ,  118.21,1,43
00586,3,5,  16250.00,04,05,25,1,1,2,2,2,2, , , ,1,2,1, , , , ,1,2, , , , ,1,2, , , , ,2,2, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  478.12,1,40
00587,3,7,  11250.00,04,02,01,1,2,2,2,2,2, , , ,2,2, , , , , ,2, , , , , ,1, , , , , ,1, , , , , ,2, , , , , ,2, , , , , , , , , , , , , , ,1,2,2,   , , ,  589.41,1,21
00588,2,3,  70000.00,06,01,07,1,1,2,2,2,2, , , ,2,2,1, , , , ,1,2, , , , ,1,2, , , , ,1,2, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  107.61,1,16
00589,3,5,   2500.00,02,03,02,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,1,2, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  352.83,2,31
00590,4,9,  16250.00,04,08,14,1,1,2,2,2,2, , , ,2,1,2, , , , ,2,1, , , , ,1,2, , , , ,2,1, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  111.21,1,02
00591,4,9,  50000.00,05,08,04,1,1,1,2,2,2,2,1,2,1,1,2,2, , , ,2,2,2, , , ,1,2,2, , , ,2,1,2, , , ,2,2,2, , , ,1,2,2, , , ,2,1, ,1, , , , , ,1,2,2,   ,1,2,  112.77,2,11
00592,1,2, 400000.00,08,06,18,1,1,1,2,1,2,2,1,2,1,2,2,2, ,1, ,1,2,2, ,2, ,1,2,2, ,2, ,2,1,2, ,1, ,2,2,2, ,1, ,2,2,2, ,2, ,2,1, ,1, , , , , ,2,2,1,   ,2,1,   17.78,2,39
00593,4,9,   3250.00,02,07,14,1,2,2,2,2,2, , , ,2,1, , , , , ,2, , , , , ,1, , , , , ,2, , , , , ,2, , , , , ,2, , , , , , , , , , , , , , ,1,2,2,   , , , 4686.93,1,21
00594,4,8,  10000.00,03,05,18,1,1,2,2,2,2, , , ,2,1,2, , , , ,2,2, , , , ,1,2, , , , ,2,1, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  497.28,2,42
00595,2,3,   6000.00,03,02,26,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,2,2, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2, 3543.13,2,34
00596,4,9,  80000.00,06,06,25,1,1,2,2,2,2, , , ,1,2,1, , , , ,2,2, , , , ,1,2, , , , ,2,2, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,9,9,  175.27,1,41
00597,1,2,  11250.00,04,01,14,1,2,2,2,1,2, , , ,2,2, , , ,1, ,2, , , ,2, ,1, , , ,2, ,2, , , ,1, ,2, , , ,2, ,2, , , ,2, , , , , , , , , , ,1,2,2,   , , ,  414.39,1,33
00598,1,2, 225000.00,08,06,05,1,1,2,1,2,2, , , ,2,2,1, ,2, , ,1,2, ,2, , ,1,2, ,2, , ,1,2, ,2, , ,2,2, ,2, , ,2,2, ,2, , ,2, ,2, , , ,1, , ,1,2,2,   ,1,2,  127.70,1,35
00599,3,5,  10000.00,03,07,15,1,1,2,2,2,2, , , ,2,1,2, , , , ,2,2, , , , ,1,2, , , , ,2,1, , , , ,2,1, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  769.14,1,15
00600,4,9,  55000.00,06,05,05,1,1,2,2,2,2, , , ,2,1,2, , , , ,2,1, , , , ,1,2, , , , ,2,1, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  369.54,2,38
00601,3,5,   7500.00,03,06,13,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,   , , , 5338.15,2,14
00602,4,9,  40000.00,05,08,14,1,2,2,2,2,2, , , ,2,2, , , , , ,2, , , , , ,2, , , , , ,2, , , , , ,2, , , , , ,2, , , , , , , , , , , , , , ,1,2,2,   , , ,  505.62,2,20
00603,3,6,   2000.00,02,02,06,1,2,2,2,2,2, , , ,2,2, , , , , ,2, , , , , ,1, , , , , ,1, , , , , ,2, , , , , ,2, , , , , , , , , , , , , , ,9,9,9,   , , , 2860.78,2,02
00604,4,9,  75000.00,06,02,14,1,1,2,2,1,1, , , ,2,2,2, , ,1,2,2,1, , ,2,2,1,2, , ,2,2,2,2, , ,2,1,2,2, , ,2,2,2,2, , ,2,2,2, , , , , , , , ,1,2,2,   ,9,9,  122.25,2,16
00605,4,8,  25001.00,05,06,02,1,1,1,2,2,2,2,1,2,1,2,1,2, , , ,2,2,2, , , ,1,2,2, , , ,2,1,2, , , ,2,2,2, , , ,2,2,2, , , ,2,1, ,1, , , , , ,1,2,2,   ,1,2,  230.15,2,06
