PUBID7   ,REGION7  ,CENDIV7  ,SQFT7    ,SQFTC7   ,YRCONC7  ,PBA7     ,ELUSED7  ,NGUSED7  ,FKUSED7  ,PRUSED7  ,STUSED7  ,HWUSED7  ,FKTYPFO7 ,FKTYPDS7 ,FKTYPKR7 ,ABLEGEN7 ,ELHT17   ,NGHT17   ,FKHT17   ,PRHT17   ,STHT17   ,HWHT17   ,ELHT27   ,NGHT27   ,FKHT27   ,PRHT27   ,STHT27   ,HWHT27   ,ELCOOL7  ,NGCOOL7  ,FKCOOL7  ,PRCOOL7  ,STCOOL7  ,HWCOOL7  ,ELWATR7  ,NGWATR7  ,FKWATR7  ,PRWATR7  ,STWATR7  ,HWWATR7  ,ELCOOK7  ,NGCOOK7  ,FKCOOK7  ,PRCOOK7  ,STCOOK7  ,HWCOOK7  ,ELMANU7  ,NGMANU7  ,FKMANU7  ,PRMANU7  ,STMANU7  ,HWMANU7  ,NGGENR7  ,FKGENR7  ,PRGENR7  ,GENUSE7  ,NGOTH7   ,FKOTH7   ,PROTH7   ,STOTH7   ,HWOTH7   ,ELLOCUT7 ,ELNONLU7 ,ELOTSRC7 ,ELLUPCT7 ,NGLOCUT7 ,NGOTSRC7 ,ADJWT7   ,PAIR7    ,STRATUM7
02376,2,4,   4000.00,02,01,02,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,2,2, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2, 2898.57,1,23
02377,1,1,  12500.00,04,05,25,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,2,1, , , , ,1,2, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  499.71,1,10
02378,3,7, 140000.00,07,04,14,1,1,2,2,2,2, , , ,1,1,2, , , , ,2,1, , , , ,1,2, , , , ,1,2, , , , ,1,1, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,   88.72,2,33
02379,4,9,   4500.00,02,04,15,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,2,1, , , , ,2,1, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2, 3494.37,1,37
02380,2,3, 160000.00,07,08,23,1,1,2,2,2,2, , , ,2,2,2, , , , ,2,2, , , , ,1,1, , , , ,2,1, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,    1.37,2,01
02381,3,5, 950000.00,09,06,02,1,2,1,2,2,2,2,1,2,1,1, ,2, , , ,2, ,2, , , ,1, ,2, , , ,1, ,2, , , ,2, ,2, , , ,2, ,2, , , , ,1, ,1, , , , , ,1,2,2,   , , ,    8.04,2,38
02382,3,7, 275000.00,08,05,16,1,1,1,2,1,2,2,1,2,1,2,2,2, ,1, ,1,1,1, ,2, ,1,2,2, ,2, ,2,2,2, ,1, ,1,2,2, ,1, ,2,2,2, ,2, ,2,1, ,1, , , , , ,1,2,2,   ,2,1,   14.75,2,07
02383,2,3,  30000.00,05,04,13,1,1,2,2,2,2, , , ,1,1,2, , , , ,2,2, , , , ,1,2, , , , ,1,1, , , , ,1,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  209.91,1,07
02384,3,7,  17500.00,04,02,14,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,2,1, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  439.77,1,04
02385,1,2,  50000.00,05,05,12,1,1,2,2,2,2, , , ,2,2,2, , , , ,2,2, , , , ,1,2, , , , ,2,1, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  243.31,2,41
02386,2,4,  40000.00,05,07,23,1,1,2,2,2,2, , , ,2,2,1, , , , ,1,2, , , , ,1,2, , , , ,2,2, , , , ,1,1, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  234.21,2,24
02387,3,7,   2000.00,02,03,26,1,2,1,2,2,2,2,2,1,2,2, ,1, , , ,2, ,2, , , ,1, ,2, , , ,2, ,2, , , ,2, ,2, , , ,2, ,2, , , , ,2, , , , , , , ,1,2,2,   , , ,  184.91,2,15
02388,3,5,1500000.00,10,04,02,1,1,2,2,1,2, , , ,2,2,2, , ,1, ,1,2, , ,2, ,2,2, , ,2, ,2,2, , ,1, ,2,1, , ,1, ,2,2, , ,2, ,2, , , , , , , , ,1,2,2,   ,1,2,    4.96,1,35
02389,3,7,  37500.00,05,08,12,1,1,2,2,2,2, , , ,2,1,2, , , , ,2,2, , , , ,1,2, , , , ,2,1, , , , ,2,1, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  182.53,2,42
02390,3,6,  27500.00,05,03,18,1,1,2,2,2,2, , , ,2,2,1, , , , ,1,2, , , , ,1,2, , , , ,2,1, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  299.37,1,39
02391,4,8,  45000.00,05,08,05,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,2,1, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  152.49,1,34
02392,2,3,   4000.00,02,06,15,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,2,1, , , , ,2,1, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2, 3494.37,2,13
02393,1,1,  13750.00,04,06,02,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,2,1, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,2,1,2,   ,1,2,  437.18,2,36
02394,1,2,  15000.00,04,04,26,1,1,2,2,2,2, , , ,2,2,1, , , , ,1,2, , , , ,1,2, , , , ,1,2, , , , ,2,2, , , , ,1,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  420.46,2,20
02395,4,9,   4000.00,02,01,05,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,   , , ,  462.27,2,35
02396,1,2, 250000.00,08,02,05,1,2,2,2,2,2, , , ,2,2, , , , , ,2, , , , , ,2, , , , , ,2, , , , , ,2, , , , , ,2, , , , , , , , , , , , , , ,1,2,2,   , , ,  101.74,2,27
02397,4,8,  21250.00,04,06,05,1,2,2,2,2,2, , , ,2,2, , , , , ,2, , , , , ,1, , , , , ,1, , , , , ,2, , , , , ,2, , , , , , , , , , , , , , ,1,2,2,   , , ,  519.51,2,19
02398,1,1,1800000.00,10,05,02,1,1,1,2,1,2,2,1,2,1,2,2,2, ,1, ,1,2,2, ,2, ,1,2,2, ,1, ,1,2,2, ,1, ,2,1,2, ,1, ,2,2,2, ,2, ,2,1, ,1, , , , , ,1,2,2,   ,1,2,    5.27,1,12
02399,4,9,   6000.00,03,06,26,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,2,2, , , , ,1,2, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  572.47,1,43
02400,3,5,   3000.00,02,02,02,1,2,2,2,2,2, , , ,2,1, , , , , ,2, , , , , ,1, , , , , ,1, , , , , ,2, , , , , ,2, , , , , , , , , , , , , , ,1,2,2,   , , , 2916.24,2,31
02401,3,6,  11250.00,04,04,14,1,2,2,2,2,2, , , ,2,2, , , , , ,2, , , , , ,1, , , , , ,2, , , , , ,1, , , , , ,2, , , , , , , , , , , , , , ,1,2,2,   , , ,  223.21,1,12
02402,3,7, 600000.00,09,08,05,1,1,2,2,2,2, , , ,1,2,1, , , , ,1,2, , , , ,1,2, , , , ,1,2, , , , ,2,2, , , , ,1,2, , , , ,1, , ,1, , , , , ,1,2,2,   ,1,2,   15.13,2,08
02403,1,2,1000000.00,09,05,02,1,2,1,2,1,2,1,2,2,1,2, ,2, ,1, ,2, ,2, ,2, ,2, ,2, ,1, ,2, ,2, ,1, ,2, ,2, ,2, ,2, ,2, ,2, , ,1, ,1, , , , , ,1,2,2,   , , ,    9.37,1,06
02404,2,3,  12500.00,04,04,13,1,2,2,2,2,2, , , ,2,2, , , , , ,2, , , , , ,1, , , , , ,2, , , , , ,2, , , , , ,2, , , , , , , , , , , , , , ,1,2,2,   , , ,  211.49,1,07
02405,2,4,  25001.00,05,02,14,1,2,2,1,2,2, , , ,2,1, , ,2, , ,2, , ,1, , ,1, , ,2, , ,1, , ,1, , ,2, , ,1, , ,2, , ,2, , , , ,2, , , , , , ,1,2,2,   , , ,  157.06,1,41
02406,4,9,  17500.00,04,03,26,1,2,2,2,2,2, , , ,2,2, , , , , ,2, , , , , ,1, , , , , ,2, , , , , ,2, , , , , ,2, , , , , , , , , , , , , , ,9,9,9,   , , ,  426.45,2,36
02407,1,2,  18750.00,04,08,25,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,1,2, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  511.16,2,09
02408,3,7, 325000.00,08,08,24,1,1,2,2,2,2, , , ,1,2,2, , , , ,2,2, , , , ,1,2, , , , ,1,2, , , , ,2,2, , , , ,2,2, , , , ,1, , ,1, , , , , ,1,2,2,   ,1,2,   15.13,2,40
02409,2,3,  30000.00,05,05,05,1,1,2,2,2,2, , , ,2,2,1, , , , ,1,2, , , , ,1,2, , , , ,2,1, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  176.28,2,26
02410,3,6, 600000.00,09,06,12,1,1,1,2,2,2,2,1,2,1,2,1,2, , , ,1,2,2, , , ,1,2,2, , , ,1,1,2, , , ,2,1,2, , , ,2,2,2, , , ,2,1, ,1, , , , , ,1,2,2,   ,1,2,    8.37,2,24
02411,2,4,  75000.00,06,01,24,1,2,2,2,2,2, , , ,9,1, , , , , ,2, , , , , ,1, , , , , ,1, , , , , ,1, , , , , ,2, , , , , , , , , , , , , , ,9,9,9,   , , ,  165.01,1,18
02412,4,9, 350000.00,08,06,18,1,1,2,2,2,2, , , ,1,2,2, , , , ,2,2, , , , ,1,2, , , , ,2,1, , , , ,2,1, , , , ,2,2, , , , ,1, , ,1, , , , , ,1,2,2,   ,1,2,   30.57,1,28
02413,4,8,   5000.00,02,06,13,1,1,2,2,2,2, , , ,2,2,1, , , , ,1,2, , , , ,1,2, , , , ,2,1, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  422.78,1,30
02414,3,7,  21250.00,04,06,05,1,1,2,2,2,2, , , ,2,2,2, , , , ,2,2, , , , ,2,2, , , , ,2,2, , , , ,2,2, , , , ,2,2, , , , ,2, , , ,1, , , , ,1,2,2,   ,1,2,  616.83,2,04
02415,4,8,  60000.00,06,03,14,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,2,1, , , , ,2,1, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  156.82,2,10
02416,1,2, 850000.00,09,06,02,1,1,1,2,2,2,2,1,2,1,1,2,2, , , ,2,2,2, , , ,1,2,2, , , ,1,2,2, , , ,1,1,2, , , ,2,2,2, , , ,2,1, ,1, , , , , ,9,9,9,   ,1,2,    9.37,2,31
02417,3,6, 110000.00,07,06,05,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,2,1, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  131.59,1,24
02418,2,4, 350000.00,08,07,02,1,1,1,2,2,2,1,2,2,1,2,1,2, , , ,1,2,2, , , ,1,2,2, , , ,1,2,2, , , ,1,2,2, , , ,2,2,2, , , ,2,1, ,1, , , , , ,1,2,2,   ,2,1,   15.37,2,08
02419,4,9,   2250.00,02,03,13,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,2,1, , , , ,2,1, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  335.60,2,41
02420,3,7,   3000.00,02,05,26,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,2,2, , , , ,2,2, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2, 5336.61,1,03
02421,2,3, 850000.00,09,06,16,1,1,1,2,2,2,1,2,2,1,2,1,2, , , ,1,2,1, , , ,1,2,2, , , ,2,1,2, , , ,1,1,2, , , ,2,2,2, , , ,2,1, ,1, , , , , ,1,2,2,   ,1,2,   14.37,1,26
02422,1,2, 120000.00,07,08,25,1,1,2,2,2,2, , , ,1,1,2, , , , ,2,1, , , , ,1,2, , , , ,2,2, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,9,9,9,   ,9,9,   34.55,2,27
02423,2,4,  35000.00,05,02,13,1,1,1,2,2,2,1,2,2,1,2,1,2, , , ,2,2,1, , , ,1,2,2, , , ,2,1,2, , , ,2,2,2, , , ,2,2,2, , , ,2,2, , , , , , , ,1,1,2,100,1,2,  128.21,1,23
02424,2,3, 900000.00,09,05,24,1,1,1,2,2,2,7,7,7,1,1,2,2, , , ,2,2,2, , , ,1,2,2, , , ,1,2,2, , , ,2,1,2, , , ,2,2,2, , , ,2,1, ,1, , , , , ,1,2,2,   ,1,2,  106.32,2,13
02425,2,4, 500000.00,08,08,05,1,1,1,2,2,2,2,1,2,1,2,1,2, , , ,1,2,2, , , ,1,2,2, , , ,1,1,2, , , ,2,1,2, , , ,2,2,2, , , ,2,1, ,1, , , , , ,1,2,2,   ,1,2,   16.96,1,36
02426,2,4,  27500.00,05,04,14,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,2,2, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  464.40,2,23
02427,3,7,   2750.00,02,06,15,1,1,2,2,2,2, , , ,2,2,1, , , , ,1,2, , , , ,1,2, , , , ,1,1, , , , ,1,1, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2, 3235.21,1,03
02428,4,9,   7500.00,03,03,14,1,2,2,2,2,2, , , ,2,1, , , , , ,2, , , , , ,1, , , , , ,1, , , , , ,1, , , , , ,2, , , , , , , , , , , , , , ,1,2,2,   , , ,  211.26,2,35
02429,2,3,  32500.00,05,04,15,1,1,2,2,1,2, , , ,2,2,2, , ,1, ,2,2, , ,2, ,2,2, , ,2, ,2,2, , ,1, ,2,1, , ,1, ,2,2, , ,2, ,2, , , , , , , , ,1,2,2,   ,1,2,  147.14,1,34
02430,3,6, 130000.00,07,08,26,1,1,2,2,2,2, , , ,1,2,1, , , , ,1,2, , , , ,1,2, , , , ,1,2, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,   30.73,2,39
02431,4,8,  25000.00,04,05,12,1,1,2,2,2,2, , , ,2,2,1, , , , ,1,2, , , , ,1,2, , , , ,2,1, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  211.49,2,10
02432,3,5,  40000.00,05,04,05,1,1,2,1,2,2, , , ,2,2,1, ,2, , ,2,2, ,2, , ,1,2, ,2, , ,2,1, ,2, , ,2,2, ,2, , ,1,2, ,2, , ,2, ,2, , , ,1, , ,1,2,2,   ,1,2,  172.95,1,31
02433,1,1,  60000.00,06,03,02,1,2,1,1,2,2,1,2,2,2,2, ,1,2, , ,2, ,2,2, , ,1, ,2,1, , ,2, ,1,2, , ,2, ,2,2, , ,2, ,2,2, , , ,2,2, , , , , , ,1,2,2,   , , ,  464.86,2,09
02434,3,6, 110000.00,07,06,23,1,2,2,2,2,2, , , ,1,1, , , , , ,2, , , , , ,1, , , , , ,1, , , , , ,1, , , , , ,2, , , , , , , , , , , , , , ,1,2,2,   , , ,  114.10,1,12
02435,2,3, 160000.00,07,06,16,1,1,1,2,2,2,2,1,2,1,2,1,2, , , ,1,2,2, , , ,1,2,2, , , ,2,1,2, , , ,2,1,2, , , ,2,2,2, , , ,2,1, ,1, , , , , ,1,2,2,   ,1,2,   91.57,1,07
02436,3,7,  42500.00,05,04,26,1,1,2,2,2,2, , , ,1,2,1, , , , ,1,2, , , , ,1,2, , , , ,1,2, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  486.75,2,03
02437,3,5,  18750.00,04,07,08,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,1,2, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  401.51,1,24
02438,1,2, 450000.00,08,04,02,1,2,1,2,1,2,2,1,2,1,2, ,2, ,1, ,1, ,2, ,2, ,1, ,2, ,2, ,1, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, , ,1, ,1, , , , , ,1,1,2,999, , ,   15.37,2,15
02439,3,6, 110000.00,07,04,02,1,2,1,2,1,2,2,1,2,1,2, ,2, ,1, ,1, ,2, ,2, ,1, ,2, ,2, ,1, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, , ,1, ,1, , , , , ,2,2,1,   , , ,   34.17,2,39
02440,2,3,   2250.00,02,04,26,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,2,1, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2, 6388.07,2,16
02441,3,5,  21250.00,04,04,91,1,2,1,2,2,2,7,7,7,1,1, ,2, , , ,2, ,2, , , ,1, ,2, , , ,1, ,2, , , ,2, ,2, , , ,2, ,2, , , , ,1, ,1, , , , , ,1,2,2,   , , ,  208.38,1,05
02442,3,7,   5000.00,02,06,05,1,2,2,2,2,2, , , ,2,1, , , , , ,2, , , , , ,1, , , , , ,2, , , , , ,2, , , , , ,2, , , , , , , , , , , , , , ,1,2,2,   , , ,  431.03,1,04
02443,4,8,   8000.00,03,05,26,1,1,2,1,2,2, , , ,2,2,2, ,2, , ,2,2, ,1, , ,2,2, ,2, , ,1,2, ,2, , ,2,2, ,2, , ,1,2, ,2, , ,2, ,2, ,1, , , , ,1,2,2,   ,1,2,  428.68,1,30
02444,2,3,   5000.00,02,05,26,1,1,2,2,2,2, , , ,2,2,1, , , , ,1,2, , , , ,1,2, , , , ,2,1, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  428.68,1,07
02445,3,5,  30000.00,05,05,13,1,2,2,2,2,2, , , ,2,2, , , , , ,2, , , , , ,1, , , , , ,1, , , , , ,2, , , , , ,2, , , , , , , , , , , , , , ,1,2,2,   , , ,  541.30,1,01
02446,3,7, 325000.00,08,04,13,1,2,2,2,1,2, , , ,2,2, , , ,1, ,2, , , ,2, ,2, , , ,2, ,2, , , ,2, ,2, , , ,2, ,2, , , ,2, , , , , , , , , , ,1,2,2,   , , ,   18.10,1,42
02447,1,1, 120000.00,07,04,14,1,1,1,1,2,2,1,2,2,2,2,1,2,2, , ,1,2,1,2, , ,1,2,2,2, , ,2,2,1,2, , ,1,2,2,1, , ,2,2,2,2, , ,2,2,2, , , , , , ,1,2,2,   ,1,2,  114.40,2,42
02448,4,9,  50000.00,05,07,08,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,1,2, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  174.49,2,21
02449,3,5, 130000.00,07,08,14,1,2,2,1,2,2, , , ,2,1, , ,2, , ,2, , ,2, , ,1, , ,2, , ,2, , ,1, , ,2, , ,1, , ,2, , ,2, , , , ,2, , , , , , ,1,2,2,   , , ,   34.28,2,40
02450,4,9,  32500.00,05,04,05,1,1,2,2,2,2, , , ,2,2,2, , , , ,2,2, , , , ,2,2, , , , ,2,1, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  203.96,1,21
02451,2,3,  11250.00,04,05,12,1,2,2,1,2,2, , , ,2,2, , ,1, , ,2, , ,2, , ,1, , ,2, , ,2, , ,1, , ,2, , ,2, , ,2, , ,2, , , , ,2, , , , , , ,1,2,2,   , , , 5670.63,1,26
02452,4,9,  95000.00,06,07,14,1,1,2,2,2,2, , , ,1,2,1, , , , ,1,2, , , , ,1,2, , , , ,2,1, , , , ,2,1, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  118.21,1,29
02453,1,2,  55000.00,06,04,23,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,1,1, , , , ,2,1, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,9,9,  216.71,2,18
02454,2,4, 130000.00,07,06,14,1,1,1,1,2,2,1,2,2,2,2,1,2,2, , ,2,2,1,2, , ,1,2,2,2, , ,1,1,2,2, , ,1,1,2,2, , ,2,2,2,2, , ,2,2,2, , , ,1, , ,1,2,2,   ,1,2,  384.62,1,31
02455,2,3, 475000.00,08,08,05,1,1,1,1,2,2,7,7,7,1,2,1,2,2, , ,2,2,2,2, , ,1,2,2,2, , ,1,2,2,2, , ,2,2,2,2, , ,2,2,2,2, , ,2,1,2,1, , ,1, , ,1,2,2,   ,1,2,  192.99,2,16
02456,3,5,  50000.00,05,06,26,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,2,2, , , , ,2,2, , , , ,1,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  242.88,2,24
02457,1,1,  85000.00,06,03,14,1,1,2,2,2,2, , , ,2,2,1, , , , ,1,2, , , , ,1,1, , , , ,2,1, , , , ,2,1, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  426.79,2,44
02458,3,5,   9500.00,03,06,02,1,2,2,2,2,2, , , ,2,1, , , , , ,2, , , , , ,1, , , , , ,1, , , , , ,2, , , , , ,2, , , , , , , , , , , , , , ,1,2,2,   , , ,  471.87,2,26
02459,3,7,   2500.00,02,06,23,1,2,2,2,2,2, , , ,2,1, , , , , ,2, , , , , ,1, , , , , ,1, , , , , ,1, , , , , ,2, , , , , , , , , , , , , , ,1,2,2,   , , ,  169.75,2,15
02460,1,2,  27500.00,05,03,05,1,1,2,2,2,2, , , ,2,2,1, , , , ,1,2, , , , ,1,2, , , , ,1,2, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,2,1,2,   ,1,2,  172.95,2,23
02461,3,6,  35000.00,05,04,18,1,2,2,2,2,1, , , ,2,1, , , , ,2,2, , , , ,2,1, , , , ,2,1, , , , ,1,2, , , , ,2,2, , , , ,2, , , , , , , , , ,1,2,2,   , , ,  777.52,2,24
02462,3,7,   1500.00,02,06,15,1,2,2,1,2,2, , , ,2,2, , ,1, , ,2, , ,2, , ,1, , ,2, , ,1, , ,2, , ,2, , ,2, , ,2, , ,2, , , , ,2, , , , , , ,1,2,2,   , , ,  524.16,2,15
02463,3,5,  90000.00,06,05,18,1,1,2,2,2,2, , , ,1,2,1, , , , ,1,2, , , , ,1,2, , , , ,2,1, , , , ,2,1, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  188.47,2,31
02464,2,3, 350000.00,08,05,14,1,1,2,2,2,2, , , ,1,2,1, , , , ,2,2, , , , ,1,2, , , , ,2,1, , , , ,2,1, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,2,1,  107.87,1,34
02465,2,3, 130000.00,07,07,05,1,1,2,2,2,2, , , ,2,2,1, , , , ,1,2, , , , ,1,2, , , , ,2,1, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  180.30,1,25
02466,2,3,  50001.00,06,06,05,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,1,2, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  135.15,2,34
02467,3,5, 150000.00,07,08,02,1,2,1,2,2,2,2,1,2,1,1, ,2, , , ,2, ,2, , , ,1, ,2, , , ,1, ,2, , , ,1, ,2, , , ,2, ,2, , , , ,1, ,1, , , , , ,1,2,2,   , , ,   29.94,1,28
02468,4,8,  90000.00,06,01,14,1,2,1,2,2,2,1,2,2,2,2, ,1, , , ,1, ,2, , , ,1, ,2, , , ,1, ,2, , , ,1, ,2, , , ,2, ,2, , , , ,2, , , , , , , ,1,2,2,   , , ,  118.21,1,30
02469,2,4,   2500.00,02,06,05,1,2,2,2,2,2, , , ,2,1, , , , , ,2, , , , , ,1, , , , , ,2, , , , , ,2, , , , , ,2, , , , , , , , , , , , , , ,1,2,2,   , , , 6304.39,2,42
02470,2,3,  90000.00,06,04,25,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,1,2, , , , ,1,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  661.74,2,34
02471,3,5, 900000.00,09,06,02,1,1,2,2,2,2, , , ,1,1,2, , , , ,2,2, , , , ,1,2, , , , ,1,2, , , , ,2,1, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,    9.37,2,11
02472,1,1,  70000.00,06,08,25,1,1,2,2,2,2, , , ,1,2,1, , , , ,2,2, , , , ,2,1, , , , ,2,1, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  198.90,1,32
02473,1,2,   1250.00,02,05,14,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,2,1, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,2,1,2,   ,2,1,  436.80,2,37
02474,4,9,   2250.00,02,07,26,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,1,2, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,11576.61,1,43
02475,1,1,  45000.00,05,05,05,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,2,1, , , , ,1,2, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  182.51,2,30
02476,1,2,  10000.00,03,03,15,1,1,2,2,2,2, , , ,2,2,2, , , , ,2,2, , , , ,2,2, , , , ,2,2, , , , ,1,1, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  168.94,2,33
02477,2,3, 110000.00,07,06,14,1,1,2,2,2,2, , , ,2,1,2, , , , ,2,1, , , , ,1,2, , , , ,2,1, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,   26.67,2,10
02478,3,5, 650000.00,09,07,02,1,1,2,2,1,2, , , ,2,2,1, , ,2, ,1,2, , ,1, ,1,2, , ,2, ,1,2, , ,2, ,1,1, , ,2, ,2,2, , ,2, ,2, , , , , , , , ,1,2,2,   ,1,2,   11.03,1,19
02479,3,6,  40000.00,05,06,18,1,2,2,2,2,2, , , ,2,2, , , , , ,2, , , , , ,1, , , , , ,1, , , , , ,2, , , , , ,2, , , , , , , , , , , , , , ,1,2,2,   , , ,  523.38,2,24
02480,2,3,  15000.00,04,02,25,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,2,2, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  420.46,2,16
02481,4,9,  75000.00,06,06,02,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,2,1, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  152.85,2,43
