PUBID7   ,REGION7  ,CENDIV7  ,SQFT7    ,SQFTC7   ,YRCONC7  ,PBA7     ,ELUSED7  ,NGUSED7  ,FKUSED7  ,PRUSED7  ,STUSED7  ,HWUSED7  ,ADJWT7   ,PAIR7    ,STRATUM7 ,HDD657   ,CDD657   ,MFUSED7  ,MFBTU7   ,MFEXP7   ,ELCNS7   ,ELBTU7   ,ELEXP7   ,zelcns7  ,zelexp7
00869,2,3, 850000.00,09,04,16,1,1,1,2,2,2,    8.37,2,02,  6053,   811,1,         185119134,   1770811,       24178604,          82497397,   1478268,0,0
00870,1,2, 225000.00,08,05,07,1,1,2,2,2,1,   34.17,1,27,  6328,   677,1,          36186713,    610154,        4347287,          14832943,    408698,3,0
00871,3,5, 140000.00,07,08,25,1,1,2,1,2,1,   40.78,2,43,  2640,  1654,1,           3860917,     40746,         333474,           1137813,     24449,3,3
00872,3,6, 100001.00,07,08,25,1,2,1,2,2,2,   40.78,1,39,  3700,  1122,1,          11659319,    195694,        3417151,          11659319,    195694,0,0
00873,4,9,  16250.00,04,01,18,1,1,2,2,2,2,  196.29,2,20,  2906,   190,1,            421445,      9697,          75808,            258657,      9227,0,3
00874,4,9, 130000.00,07,08,02,1,1,2,2,2,2,   40.03,2,21,  2906,   190,1,           6886772,    147421,        1440173,           4913870,    134162,3,3
00875,1,2,   8000.00,03,04,12,1,1,2,2,2,2,  436.80,2,02,  4985,  1044,1,            488077,      4686,           7124,             24307,      1284,0,0
00876,3,5,  45000.00,05,05,18,1,1,2,2,2,2,  148.50,2,01,   363,  3331,1,           5350116,     65628,         757375,           2584164,     46800,0,0
00877,2,4, 140000.00,07,05,02,1,1,2,2,2,2,  123.30,2,36,  5546,   944,1,          18448042,    234565,        4992045,          17032858,    219650,0,0
00878,3,7, 500000.00,08,06,08,1,1,2,2,2,2,    9.37,1,27,   866,  3162,1,          61813551,    829400,       14003109,          47778608,    750986,0,0
00879,4,9,  17500.00,04,04,25,1,2,2,1,2,2,  416.42,2,35,  3900,   178,1,            796484,     25703,         233436,            796484,     25703,3,3
00880,2,3,  25000.00,04,03,14,1,1,2,2,2,2,  184.60,1,26,  5429,   996,1,           1702657,     17967,         151386,            516529,     12048,0,0
00881,2,4, 170000.00,07,06,05,1,2,2,2,1,1,  125.51,1,44,  4597,  1244,1,          15494910,    166370,         606656,           2069910,     39781,0,3
00882,4,9, 250000.00,08,02,02,1,1,2,2,2,2,   14.49,2,23,  2906,   190,1,          10356302,    164678,        1311593,           4475155,    133422,0,0
00883,1,2,  90000.00,06,01,13,1,2,2,2,1,2,  235.19,1,33,  4985,  1044,1,          12602322,    156760,        1209942,           4128322,     76856,0,0
00884,3,6,  45000.00,05,07,05,1,1,2,2,2,2,  506.10,2,39,  2706,  1895,1,           4425453,     62572,        1028135,           3507997,     57279,0,0
00885,3,5,  55000.00,06,07,13,1,1,2,2,2,2,  202.56,2,33,  4682,   988,1,           6122748,     72427,        1103760,           3766029,     59596,0,0
00886,2,4, 275000.00,08,03,14,1,1,2,2,2,2,   32.51,1,08,  4017,  1520,1,          19453098,    144338,        1381145,           4712467,    103138,0,0
00887,3,5, 120000.00,07,08,23,1,1,2,2,2,2,   47.53,2,05,  4041,  1396,1,          18913671,    317786,        4577341,          15617887,    298719,0,0
00888,3,6,  15000.00,04,06,02,1,2,2,2,2,2, 3494.37,1,02,  2827,  1747,1,            227737,      5292,          66746,            227737,      5292,0,0
00889,3,7,   5000.00,02,07,04,1,2,2,1,2,2, 9528.05,2,42,  1818,  2596,1,            421952,     10193,         123667,            421952,     10193,0,0
00890,3,5,  70000.00,06,04,23,1,2,2,2,2,2,  139.44,2,38,   363,  3331,1,           8716978,    148290,        2554800,           8716978,    148290,3,3
00891,3,5,  11250.00,04,01,02,1,1,2,2,2,2, 5678.98,2,44,  4919,  1013,1,            269915,      4412,          39751,            135630,      3209,3,0
00892,3,5,  45000.00,05,06,02,1,2,2,2,2,2,  170.27,2,26,  4041,  1396,1,           3574292,     69778,        1047565,           3574292,     69778,3,3
00893,2,3,   6000.00,03,03,13,1,1,2,2,2,2,  576.19,1,34,  6986,   514,1,            521941,      6599,          84724,            289078,      5409,0,0
00894,1,2,  65000.00,06,08,06,1,1,2,2,2,2,   33.92,1,37,  5342,   938,1,          12134015,    293169,        2841224,           9694256,    274651,0,0
00895,4,9, 120000.00,07,07,25,1,1,2,2,2,2,  132.14,1,21,  3900,   178,1,           4721307,    131360,        1349657,           4605030,    130357,3,0
00896,3,7,   4250.00,02,06,26,1,1,2,2,2,2, 6388.07,2,04,  1863,  2292,1,            202205,      4212,          32633,            111344,      3610,0,0
00897,1,2,   5500.00,03,01,13,1,1,2,2,2,2,  490.14,2,17,  4985,  1044,1,            450784,      6490,          28614,             97631,      3240,0,0
00898,3,6,   8500.00,03,04,18,1,2,2,2,2,2,  221.52,1,39,  3700,  1122,1,           2724530,     50499,         798514,           2724530,     50499,0,0
00899,4,8,  15000.00,04,05,12,1,2,2,1,2,2,  464.40,2,10,  5480,   775,1,            216778,      4480,          63534,            216778,      4480,0,0
00900,1,1,  13750.00,04,01,25,1,2,1,2,2,2,  132.80,1,20,  5972,   692,1,           1554861,     28413,         241775,            824936,     24000,3,0
00901,4,8,  17500.00,04,03,13,1,1,2,2,2,2,  464.40,1,06,  6633,   216,1,           1054779,      4031,          37261,            127135,      2574,3,3
00902,1,1, 700000.00,09,07,02,1,2,1,2,2,2,    9.37,2,06,  5274,   779,1,          37808148,   1154705,       10999639,          37530768,   1152205,0,0
00903,3,5, 250000.00,08,08,18,1,2,1,1,2,2,   27.68,2,31,  2536,  1803,1,           5831219,     97347,        1707000,           5824284,     97282,3,3
00904,3,7, 600000.00,09,06,02,1,1,2,2,2,2,  108.28,1,03,  2997,  1762,1,         174522444,   1376345,       29337577,         100099813,   1090158,0,0
00905,3,7,  15000.00,04,01,25,1,1,2,2,2,2,  478.12,2,33,  1818,  2596,1,            434158,      7303,         113824,            388367,      6896,0,0
00906,4,9, 275000.00,08,08,14,1,1,2,2,2,2,   14.29,1,29,  4716,   201,1,          16686667,    175077,        2729200,           9312030,    139635,0,0
00907,2,3,  65000.00,06,03,02,1,1,2,2,2,2,  211.26,1,12,  5961,   889,1,          15024524,    225030,        3385836,          11552472,    207754,0,0
00908,1,1, 180000.00,07,02,14,1,1,1,2,2,2,   87.17,1,20,  5972,   692,1,           9266210,     88525,         576368,           1966568,     56367,0,0
00909,2,3,  65000.00,06,01,14,1,1,2,2,2,2,  156.82,2,16,  4668,  1203,1,           5099551,     40258,         321527,           1097050,     21628,0,0
00910,3,7,  45000.00,05,07,13,1,1,2,2,2,2,  541.30,2,42,  1818,  2596,1,           8527899,     93096,        1183338,           4037549,     71036,3,3
00911,1,1,  60000.00,06,01,25,1,1,2,2,2,2,  267.66,1,30,  5274,   779,1,           1518994,     38664,         362166,           1235710,     36142,3,3
00912,4,9,  40000.00,05,05,23,1,2,2,2,2,2,  169.65,2,37,  1914,   751,1,            695761,     24099,         203916,            695761,     24099,3,3
00913,4,9, 300000.00,08,05,05,1,1,2,2,2,2,  125.51,2,34,  2906,   190,1,           4209391,     86451,         781931,           2667949,     76831,0,0
00914,4,9,   7500.00,03,03,25,1,1,2,2,2,2,  436.17,2,21,  2906,   190,1,            361170,      8894,          64898,            221432,      7782,0,0
00915,4,9,   1250.00,02,04,01,1,2,2,2,2,2, 5984.84,2,11,  3028,  1168,1,             29118,       604,           8534,             29118,       604,0,0
00916,2,4, 275000.00,08,04,18,1,1,2,2,2,2,   16.36,2,15,  7543,   558,1,          39148827,    377570,        4971954,          16964307,    279543,0,0
00917,4,8,  42500.00,05,03,18,1,1,2,2,2,2,  944.16,2,42,  2097,  1918,1,           5012456,     90247,         720358,           2457861,     72198,3,0
00918,3,7, 200000.00,07,08,25,1,2,2,2,2,2,   30.83,2,42,  1818,  2596,1,          34012635,    520945,        9968533,          34012635,    520945,3,3
00919,2,3,  47500.00,05,04,17,1,2,2,1,2,2,  157.06,2,28,  4944,  1101,1,           1548717,     28345,         453903,           1548717,     28345,0,0
00920,2,3, 750000.00,09,02,16,1,1,2,2,1,2,  125.51,1,32,  6053,   811,1,          78404597,    886607,        4708619,          16065808,    301115,3,3
00921,4,8,   4500.00,02,04,01,1,2,2,2,2,2,  490.14,2,10,  5480,   775,1,               242,         6,             71,               242,         6,3,0
00922,2,3, 325000.00,08,02,14,1,1,2,2,2,2,   88.20,1,09,  5961,   889,1,          20392247,    154758,        1656635,           5652439,    135840,0,0
00923,2,3,  55000.00,06,03,25,1,1,2,2,2,2,  214.28,2,05,  5860,   726,1,           2337592,     65734,         617072,           2105450,     64530,0,0
00924,3,6,  60000.00,06,06,18,1,1,2,2,2,2,  188.47,1,12,  4270,  1049,1,           2723534,     35957,         642304,           2191541,     34013,3,3
00925,4,9,  17500.00,04,04,13,1,1,2,2,2,2,  151.77,1,43,  5019,    54,1,           2441317,     17480,         279330,            953074,     10481,0,0
00926,2,3,   8000.00,03,06,13,1,1,2,2,2,2,  450.80,2,16,  4668,  1203,1,            125814,      2503,          32893,            112231,      2383,0,0
00927,1,2,  30000.00,05,04,05,1,1,2,1,2,2,  202.68,1,23,  4985,  1044,1,           1806990,     29133,         182145,            621479,     20055,3,0
00928,2,3,  16250.00,04,03,14,1,1,2,2,2,2,  173.78,2,16,  4668,  1203,1,           1378703,     10589,          58672,            200189,      4460,0,0
00929,4,9,  18750.00,04,05,12,1,1,2,2,2,2,  464.40,1,11,  3028,  1168,1,            342425,      4362,          19746,             67373,      2471,0,0
00930,4,9,   3250.00,02,01,25,1,2,2,2,2,2,  698.25,1,40,  5019,    54,1,            232207,      2457,          68056,            232207,      2457,0,0
00931,3,7, 190000.00,07,08,01,1,2,2,2,2,2,   20.92,1,19,   866,  3162,1,           1597457,     32000,         468188,           1597457,     32000,3,3
00932,3,5,  45000.00,05,08,02,1,1,1,2,2,2,  212.55,2,09,   363,  3331,1,          15940996,    302061,        4625616,          15782602,    300699,3,0
00933,3,7,  17500.00,04,04,25,1,1,2,2,2,2,  478.12,2,42,  1818,  2596,1,            487414,      6714,          43391,            148050,      5149,0,0
00934,4,9,  70000.00,06,04,14,1,1,1,2,2,2,  118.21,1,29,  4716,   201,1,           3209666,     30423,         347520,           1185738,     19300,0,0
00935,1,1,  60000.00,06,01,01,2,2,2,2,2,2,  202.68,2,36,  5124,   768,2,                  ,          ,               ,                  ,          ,9,9
00936,4,8,  60000.00,06,03,18,1,2,2,2,2,1,  157.06,2,10,  5480,   775,1,           6511692,     56015,         595455,           2031692,     33648,0,0
00937,2,3,  18750.00,04,05,05,1,2,2,1,2,2,  233.83,1,26,  5429,   996,1,            348256,      7879,         102068,            348256,      7879,0,0
00938,3,7,  12500.00,04,02,14,1,1,2,2,2,2,  463.55,2,15,  1500,  2724,1,           1652618,      9830,         101767,            347229,      7547,3,3
00939,1,2, 200000.00,07,03,23,1,1,2,2,2,2,   32.67,1,37,  5342,   938,1,          12452057,    245829,        2746792,           9372054,    227653,3,3
00940,4,9,  18750.00,04,03,16,1,1,2,2,1,2,  390.09,1,21,  3900,   178,1,           7354839,     52090,         102285,            348996,      9303,0,0
00941,1,2, 300000.00,08,03,16,1,1,1,2,2,2,   15.22,2,37,  6226,   669,1,         112540983,   1276246,        9576236,          32674117,    895453,0,0
00942,2,3,   6000.00,03,06,26,1,1,2,2,2,2,  443.28,2,28,  4944,  1101,1,            280321,      4468,          38880,            132659,      3681,0,0
00943,4,8, 150000.00,07,07,23,1,1,2,2,2,2,   46.82,1,10,  5830,   422,1,           7318504,     94996,        1656940,           5653479,     86169,0,0
00944,2,3, 190000.00,07,08,14,1,1,2,2,2,2,   29.17,2,18,  5961,   889,1,          16386550,    186034,        2608730,           8900987,    158246,0,0
00945,1,2,  10000.00,03,02,01,1,2,2,2,2,2, 3518.42,2,20,  4558,  1123,1,             58983,      2939,          17287,             58983,      2939,0,0
00946,3,5,  40000.00,05,04,18,1,2,1,2,2,2,  244.08,2,01,   363,  3331,1,           3497377,     44927,         537250,           1833097,     32927,3,3
00947,4,8,   3000.00,02,04,15,1,1,2,2,2,2, 2911.94,2,30,  2850,  1494,1,            169486,      2309,          23315,             79551,      1572,3,0
00948,1,1,  21250.00,04,03,02,1,1,2,2,2,2,  170.27,1,20,  5972,   692,1,           1616343,     20404,         132241,            451206,     12857,3,0
00949,3,5,  22500.00,04,03,14,1,1,2,2,2,2,  184.60,1,29,  4406,  1129,1,           1716677,     23877,         205829,            702289,     17460,0,0
00950,2,4,  20000.00,04,05,26,1,1,2,2,2,2,  478.12,1,18,  7144,   678,1,           1798212,     21431,         127821,            436125,      9999,0,0
00951,2,3, 600000.00,09,06,02,1,1,2,2,2,2,    9.37,1,13,  5961,   889,1,          35532922,    764038,        9321108,          31803620,    745603,0,0
00952,4,9,  35000.00,05,06,02,1,2,2,2,2,2,  166.52,2,11,  3028,  1168,1,           2113741,     53451,         619502,           2113741,     53451,3,0
00953,1,2,  30000.00,05,07,02,1,1,2,2,2,2,  167.22,2,37,  6226,   669,1,           3450542,     99032,         946335,           3228895,     97257,0,0
00954,3,6,   1250.00,02,05,02,1,2,2,2,2,2, 5678.98,1,39,  3700,  1122,1,            255115,      5314,          74770,            255115,      5314,0,0
00955,3,7,  90000.00,06,02,05,1,2,2,2,2,2,   58.11,2,07,   866,  3162,1,            427029,     11234,         125155,            427029,     11234,3,3
00956,1,1,   3500.00,02,01,13,1,1,2,2,2,2,  436.80,1,16,  5274,   779,1,            150111,      3191,           8348,             28483,      1192,0,0
00957,3,6, 120000.00,07,08,25,1,1,2,2,2,2,   30.83,1,01,  2723,  1989,1,          16318838,    266683,        4508820,          15384094,    260714,3,0
00958,2,4,   7500.00,03,03,25,1,1,2,2,2,2,  359.33,1,31,  7543,   558,1,            492697,      5691,          42798,            146027,      3610,3,0
00959,2,3,  12500.00,04,07,12,1,1,2,2,2,2,  464.40,1,32,  5780,   899,1,            870853,     12332,          59264,            202209,      8982,0,0
00960,2,3,   3750.00,02,04,01,2,2,2,2,2,2, 7197.04,1,16,  5771,   889,2,                  ,          ,               ,                  ,          ,9,9
00961,2,4, 325000.00,08,06,02,1,1,1,2,1,2,   29.02,1,10,  4597,  1244,1,         101540548,    835029,       12769191,          43568480,    638459,0,0
00962,3,5,  12500.00,04,04,05,1,2,2,1,2,2,  236.24,1,40,  1818,  2216,1,             94120,      2062,          27585,             94120,      2062,3,3
00963,4,9,  37500.00,05,08,02,1,1,2,2,2,2,  226.26,1,29,  4716,   201,1,           1954206,     23663,         398400,           1359341,     19856,0,0
00964,4,8,  40000.00,05,06,13,1,1,2,2,2,2,  206.40,2,30,  2850,  1494,1,           2141399,     21110,         569433,           1942905,     19818,0,0
00965,2,3,   9500.00,03,01,06,1,1,2,2,2,2, 6427.06,1,26,  5429,   996,1,            215791,      4311,          36796,            125548,      3510,3,0
00966,4,9,   5000.00,02,05,15,1,1,2,2,2,2, 3494.37,2,21,  2906,   190,1,           1364616,     36428,         315533,           1076599,     34113,3,0
00967,1,1, 225000.00,08,04,16,1,2,1,1,2,2,   28.54,1,25,  7339,   430,1,          75578693,    805969,        7530231,          25693148,    649268,0,0
00968,1,2, 500001.00,09,07,11,1,1,1,2,2,2,  102.22,2,17,  4985,  1044,1,          69663353,    946799,       17977541,          61339370,    900875,0,0
00969,3,6, 180000.00,07,04,11,1,1,1,2,2,2,   96.65,1,39,  3700,  1122,1,          18634113,    310416,        5090436,          17368568,    302941,3,0
00970,3,5, 170000.00,07,06,02,1,2,1,2,2,2,   99.49,2,38,   363,  3331,1,          14146380,    244165,        4142002,          14132511,    244033,3,3
00971,4,8,  12500.00,04,03,12,1,1,2,2,2,2,  449.97,1,30,  2097,  1918,1,            263494,      4603,          28520,             97310,      3099,0,0
00972,3,6, 275000.00,08,03,14,1,1,2,2,1,2,   18.31,1,39,  3700,  1122,1,          43668259,    517869,        5715659,          19501829,    345948,0,0
00973,1,1,  42500.00,05,04,05,1,1,2,2,2,2,  220.29,2,30,  5972,   692,1,           4250952,     55071,         386131,           1317479,     30650,0,0
00974,4,9,  47500.00,05,05,14,1,1,2,2,2,2,  388.22,1,21,  3900,   178,1,           2454117,     38084,         265439,            905678,     28487,0,0
00975,1,2,  25001.00,05,04,25,1,1,1,1,2,2,  117.56,2,23,  4985,  1044,1,           2955939,     76888,         763174,           2603950,     74616,3,3
00976,3,7,   2750.00,02,03,25,1,2,2,2,2,2, 5764.94,2,33,  1818,  2596,1,             46993,       501,          13773,             46993,       501,0,0
00977,4,8,  17500.00,04,07,02,1,1,2,2,2,2,  331.45,1,10,  5830,   422,1,           3010246,     19040,         321882,           1098261,     13191,0,0
00978,1,2, 375000.00,08,08,05,1,1,2,2,2,1,   21.41,1,05,  4525,  1131,1,           3613651,     40501,         191580,            653671,     20086,0,0
00979,4,8,  25001.00,05,07,08,1,1,2,2,2,2,  449.97,2,42,  2097,  1918,1,           2957767,     79846,         712160,           2429890,     75715,0,0
00980,1,2, 400000.00,08,08,14,1,2,1,1,2,2,   26.59,1,16,  4558,  1123,1,          39291161,    573673,        4694325,          16017037,    490297,0,0
00981,3,5, 300000.00,08,07,02,1,1,2,2,2,2,   15.37,2,03,   363,  3331,1,          30366247,    529946,        8768016,          29916471,    526202,3,0
00982,3,7,   3000.00,02,03,04,1,2,2,2,2,2,  169.11,2,09,  1818,  2596,1,            155342,      4268,          45528,            155342,      4268,0,0
00983,3,5,   1500.00,02,04,13,1,2,1,2,2,2, 5670.63,1,43,  4732,   624,1,             47392,       651,           2793,              9530,       351,3,0
00984,3,5,  27500.00,05,05,05,1,1,2,2,2,2,  230.47,1,31,  2944,  1534,1,             63461,       637,           2133,              7278,       204,3,3
00985,3,7, 100001.00,07,08,25,1,1,2,2,2,2,   34.28,1,04,   866,  3162,1,          10376247,    163427,        3012484,          10278595,    162795,0,0
00986,4,9,  32500.00,05,04,18,1,2,2,1,2,2,  328.60,2,15,    12,  2334,1,            409747,     23404,         120090,            409747,     23404,0,0
00987,3,7,  22500.00,04,06,12,1,2,2,2,2,2,  176.64,2,04,  1863,  2292,1,            181058,      7427,          53065,            181058,      7427,0,0
00988,3,6,  95000.00,06,06,08,1,2,2,2,2,2,   36.44,1,02,  2827,  1747,1,           9936188,    171554,        2912130,           9936188,    171554,3,0
00989,3,7,   2000.00,02,06,25,1,2,2,2,2,2, 5764.94,2,15,  1500,  2724,1,            114633,      3212,          33597,            114633,      3212,0,0
00990,4,9,   3250.00,02,02,13,1,1,2,2,2,2, 3437.24,2,03,  2906,   190,1,             64375,      1817,          11599,             39576,      1590,3,3
00991,3,6,  20000.00,04,06,23,1,2,2,2,2,2,  537.56,1,39,  3700,  1122,1,           1833039,     37687,         537233,           1833039,     37687,0,0
00992,2,4,   6500.00,03,06,25,1,1,2,2,2,2, 6072.75,2,10,  4111,  1252,1,            230711,      3036,          29015,             98999,      2255,0,0
00993,3,7,   6500.00,03,03,12,1,1,2,2,2,2,  464.40,1,15,  3022,  1919,1,            217492,      2238,          10695,             36491,       990,0,0
00994,3,5,   1750.00,02,03,02,1,2,1,2,2,2, 5678.98,1,14,  3994,  1192,1,             63078,      1103,           8325,             28405,       805,0,0
00995,4,9,   2500.00,02,04,15,1,1,2,2,2,2, 3235.21,2,22,  1914,   751,1,            725157,     15750,         111622,            380854,     13500,3,3
00996,3,5,  11250.00,04,03,12,1,1,2,2,2,2,  464.40,2,29,  4041,  1396,1,            811786,      9354,          51573,            175967,      4688,0,0
00997,4,9, 100001.00,07,07,23,1,1,2,2,2,2,  246.32,1,11,  3028,  1168,1,          11340207,    254295,        2660746,           9078465,    239250,3,3
00998,4,8,  10001.00,04,08,07,1,1,2,2,2,2,  673.71,1,13,  2097,  1918,1,           1075647,     20642,         216727,            739473,     18185,3,3
00999,4,9, 250000.00,08,07,02,1,1,2,2,2,2,   28.44,1,18,  1914,   751,1,          27857871,    656799,        6302764,          21505031,    621703,3,0
01000,2,3,  40000.00,05,02,14,1,1,2,2,2,2,  151.77,1,11,  5961,   889,1,           2849752,     36517,         402021,           1371696,     33910,0,0
01001,4,9, 100001.00,07,04,02,1,1,2,2,2,2,   27.35,2,18,  5019,    54,1,           9069710,    101361,        1341651,           4577713,     77990,0,0
01002,3,6, 160000.00,07,06,05,1,1,2,2,2,2,  101.78,1,24,  3751,  1412,1,           5415127,     45204,         652207,           2225330,     31501,0,0
01003,2,3, 160000.00,07,04,14,1,2,2,1,2,2,  123.18,1,16,  5771,   889,1,           8864096,    137371,        2597918,           8864096,    137371,0,0
01004,4,9,  85000.00,06,03,13,1,1,2,2,2,2,  158.01,1,29,  4716,   201,1,           3434799,     34500,         512026,           1747033,     24065,0,0
01005,1,1, 450000.00,08,06,02,1,1,1,2,2,2,   10.41,1,06,  5972,   692,1,          47816378,   1018090,       11098618,          37868485,    948464,3,0
01006,3,5, 425000.00,08,07,13,1,1,1,2,2,2,   87.17,1,44,  3274,  1466,1,          78517913,    904480,       15149602,          51690442,    787213,0,0
01007,3,7,1500000.00,10,05,24,1,1,2,2,2,2,   65.65,1,03,  2997,  1762,1,          65767885,    799622,       16137286,          55060420,    758948,0,0
01008,3,6,   8500.00,03,08,12,1,1,2,2,2,2,    3.02,2,24,  3143,  1784,1,            291122,      4300,          51003,            174022,      3710,0,0
01009,4,8, 110000.00,07,08,24,1,1,1,2,2,2,   42.63,1,03,  1228,  3578,1,           8971723,    151424,        2515062,           8581392,    148404,3,3
01010,2,3,  16250.00,04,01,13,1,1,2,2,2,2,  464.40,2,16,  6053,   811,1,            770353,      7515,          28271,             96461,      3440,0,0
01011,4,9,   1250.00,02,06,14,1,1,2,2,2,2, 2702.70,1,21,  3900,   178,1,             33373,       727,           5770,             19687,       632,0,0
01012,3,5, 130000.00,07,06,16,1,1,1,2,2,2,   28.73,1,44,  3274,  1466,1,          55079670,    427966,        4423028,          15091372,    259662,3,3
01013,2,3,  37500.00,05,03,18,1,2,2,2,1,2,  218.26,2,34,  7065,   623,1,           3027822,     22379,         303875,           1036822,     12308,0,0
01014,3,6,  12500.00,04,07,25,1,1,2,2,2,2,  611.73,1,12,  4270,  1049,1,           1138246,     14373,         204463,            697628,     12375,3,3
01015,1,2,   2500.00,02,04,05,1,1,2,2,2,2, 1267.56,2,09,  5518,   744,1,            282254,      6715,          44875,            153114,      5715,0,0
01016,3,7, 300000.00,08,05,14,1,1,2,2,1,2,   18.31,1,42,  1456,  2634,1,          42536017,    560408,        8272665,          28226333,    431181,0,0
01017,3,5, 130000.00,07,05,18,1,1,1,2,2,2,   36.91,2,01,   363,  3331,1,          12824462,    191859,        2898301,           9889003,    171445,0,0
01018,2,4, 110000.00,07,06,23,1,1,2,2,2,2,  124.02,1,38,  4597,  1244,1,           1727401,     36349,         465106,           1586942,     35469,0,0
01019,3,5,  42500.00,05,04,13,1,1,2,2,2,2,  158.89,2,31,  4406,  1129,1,           1224750,     17450,         147514,            503318,     12000,3,0
01020,4,9,  22500.00,04,03,06,1,1,2,2,2,2,  208.18,2,38,  1914,   751,1,           3015163,     69127,         683473,           2332010,     64402,0,0
01021,4,9,  22500.00,04,07,25,1,1,2,2,2,2,  105.29,2,38,  1914,   751,1,           1433232,     35229,         289833,            988910,     32386,3,3
01022,4,9,   5000.00,02,04,14,1,1,2,2,2,2,  436.80,1,11,  3028,  1168,1,             96614,      1986,          13116,             44752,      1574,0,0
01023,4,8,  10000.00,03,06,25,1,2,2,2,2,2,  266.64,2,19,  1228,  3578,1,            485562,     11791,         142310,            485562,     11791,0,0
01024,3,7,  12500.00,04,03,12,1,1,2,2,2,2,  204.91,1,15,  1818,  2596,1,            695671,     12707,         131962,            450254,     11238,0,0
01025,2,3, 800000.00,09,03,02,1,2,2,2,1,2,    9.37,2,43,  6053,   811,1,         103058578,   1856335,       19886453,          67852578,   1490350,0,0
01026,1,1,  20000.00,04,02,26,1,1,2,2,2,2,  147.17,2,36,  5124,   768,1,           2075415,     29506,         122329,            417387,     13114,3,0
01027,2,3,   6000.00,03,02,02,1,1,2,2,2,2,  122.50,2,16,  6053,   811,1,            420883,      6123,          40931,            139657,      4552,0,0
01028,3,7, 180000.00,07,08,02,1,2,1,2,2,2,   15.13,1,05,  1818,  2596,1,           7612848,    149567,        2230385,           7610074,    149539,0,0
01029,1,1,   2250.00,02,04,05,1,1,2,2,2,2, 5984.84,1,20,  5972,   692,1,            170720,      2576,           8809,             30056,      1155,0,0
01030,2,4, 100001.00,07,05,14,1,2,2,2,1,2,  114.11,1,20,  7543,   558,1,          18132241,    195571,         952298,           3249241,     55233,0,0
01031,4,9,  85000.00,06,01,07,1,2,2,2,1,2,  147.14,2,29,  5019,    54,1,          10256137,    115953,         587379,           2004137,     38142,3,3
01032,2,4,  10000.00,03,06,12,1,2,2,1,2,2,  464.40,2,41,  4111,  1252,1,             79732,      1543,          23368,             79732,      1543,0,0
01033,3,5, 425000.00,08,05,16,1,1,1,2,2,2,   87.17,2,43,  2640,  1654,1,         111001441,   1566917,       19668554,          67109106,   1335385,0,0
01034,3,5,  40000.00,05,05,11,1,2,2,2,2,2,  223.21,1,43,  4732,   624,1,           2342260,     58841,         686477,           2342260,     58841,0,0
01035,2,3,  90000.00,06,07,23,1,1,2,2,2,2,  135.57,2,13,  5961,   889,1,           6223152,     94848,        1386878,           4732028,     87030,0,0
01036,3,5, 275000.00,08,05,01,1,2,2,2,2,2,   19.31,1,38,  1074,  2702,1,            282012,      7218,          82653,            282012,      7218,0,0
01037,1,2,   4750.00,02,03,13,1,2,2,2,2,2,  464.40,2,09,  5518,   744,1,              2225,        80,            652,              2225,        80,0,0
01038,4,8, 300000.00,08,05,02,1,2,1,2,2,2,   14.12,1,07,  1228,  3578,1,          36186781,    767834,       10590374,          36134356,    767097,0,0
01039,3,5,1500000.00,10,07,13,1,1,1,1,2,2,    4.96,2,28,  2949,  1352,1,         238108085,   2611637,       54148352,         184754177,   2406593,0,0
01040,1,2,  50000.00,05,02,02,1,1,2,2,2,2,  156.37,2,27,  7084,   385,1,           1858707,     37432,         230537,            786592,     28705,3,0
01041,4,9,   3500.00,02,05,15,1,2,2,2,2,2, 3474.09,2,21,  2906,   190,1,            133955,      5014,          39260,            133955,      5014,3,0
01042,3,7,  30000.00,05,02,05,1,2,2,2,2,2,  321.51,1,12,   866,  3162,1,             58813,      1504,          17237,             58813,      1504,3,0
01043,2,3,  55000.00,06,05,13,1,1,2,2,2,2,  469.93,2,34,  4944,  1101,1,          11131152,    161490,        2777379,           9476417,    152488,0,0
01044,3,7, 225000.00,08,04,13,1,1,2,2,1,2,   27.35,1,42,  1456,  2634,1,          28957147,    397645,        6483764,          22122603,    336063,0,0
01045,1,1,  45000.00,05,04,17,1,1,2,2,2,2,  221.52,1,20,  5972,   692,1,           1831056,     33239,         166821,            569193,     20367,3,0
01046,1,1, 850000.00,09,05,13,1,2,1,2,2,2,  108.48,2,10,  5198,   947,1,          71599251,   1110758,       11577074,          39500976,    968165,0,0
01047,1,2,   1750.00,02,03,06,1,1,2,2,2,2, 3494.37,2,05,  4215,  1125,1,            484057,     11023,          86800,            296162,      9377,0,0
01048,4,9,1400000.00,10,05,05,1,1,1,2,2,2,   16.04,1,29,  4716,   201,1,          25066325,    277980,        5858940,          19990703,    248194,0,0
01049,4,9,  21250.00,04,05,12,1,1,2,2,2,2, 5670.63,1,29,  4716,   201,1,            483559,      6088,          67956,            231866,      4364,3,0
01050,4,8,  40000.00,05,01,02,1,1,2,2,2,2,  210.36,2,18,  5480,   775,1,           3653682,     55151,         752060,           2566029,     50137,0,0
01051,3,7,  13750.00,04,06,05,1,2,2,2,2,2,  493.51,2,04,  1863,  2292,1,             41770,      1083,          12242,             41770,      1083,3,0
