PUBID7   ,REGION7  ,CENDIV7  ,SQFT7    ,SQFTC7   ,YRCONC7  ,PBA7     ,ELUSED7  ,NGUSED7  ,FKUSED7  ,PRUSED7  ,STUSED7  ,HWUSED7  ,ADJWT7   ,PAIR7    ,STRATUM7 ,HDD657   ,CDD657   ,MFUSED7  ,MFBTU7   ,MFEXP7   ,ELCNS7   ,ELBTU7   ,ELEXP7   ,zelcns7  ,zelexp7
04029,4,9, 500000.00,08,07,13,1,1,1,2,2,2,    9.44,1,29,  4716,   201,1,          32941733,    437494,        8007749,          27322440,    394183,0,0
04030,3,5, 150000.00,07,03,02,1,1,2,2,2,2,   98.30,1,26,  4041,  1396,1,           9830043,    213310,        2052754,           7003997,    193812,0,0
04031,4,9, 110000.00,07,06,23,1,1,2,2,2,2,  145.58,2,11,  4038,   619,1,           9403665,    205436,        2518500,           8593122,    201552,0,0
04032,1,2,  27500.00,05,01,01,1,1,2,2,2,2,  336.09,1,17,  4985,  1044,1,            157730,      2526,           6208,             21182,       736,0,0
04033,2,4,  85000.00,06,05,14,1,1,1,2,2,2,  121.93,2,24,  7543,   558,1,           2614051,     25162,         244423,            833971,     18131,0,0
04034,3,5,   6000.00,03,07,15,1,1,2,2,2,2, 5286.41,2,44,  4919,  1013,1,            524122,      6117,          33310,            113654,      2707,3,0
04035,3,5, 375000.00,08,06,02,1,1,1,2,2,2,   18.10,1,27,    97,  4143,1,          36940892,    580625,       10576705,          36087717,    574747,3,3
04036,4,9, 850000.00,09,06,11,1,1,2,1,2,2,    8.83,1,29,  4716,   201,1,          52245994,    586583,       14454000,          49317048,    568782,0,0
04037,4,9, 600000.00,09,07,02,1,1,1,2,2,2,   19.80,2,14,  2906,   190,1,          43469486,    806696,        7654073,          26115697,    676240,0,0
04038,3,5,  47500.00,05,07,13,1,1,2,2,2,2,  133.42,2,31,  2536,  1803,1,           7851146,     90156,        1365982,           4660731,     74774,0,0
04039,4,9,  40000.00,05,07,02,1,1,2,2,2,2,  146.24,1,11,  3028,  1168,1,           3394483,     88929,         882979,           3012724,     85960,0,0
04040,3,5,  12500.00,04,05,23,1,2,2,2,2,2,  147.17,1,05,  2949,  1352,1,            126135,      3868,          36968,            126135,      3868,0,0
04041,4,9,   4500.00,02,06,02,1,2,2,2,2,2,  548.18,1,41,  1914,   751,1,            196593,      3601,          57618,            196593,      3601,0,0
04042,2,3,  70000.00,06,03,05,1,1,2,1,2,2,  211.68,1,21,  5961,   889,1,          10259884,    107084,        1323626,           4516212,     85656,0,0
04043,4,9, 180000.00,07,08,05,1,2,2,2,2,2,   30.83,2,23,  1914,   751,1,           3821890,    111729,        1120132,           3821890,    111729,3,3
04044,3,5, 400000.00,08,04,02,1,1,1,2,2,2,   16.34,1,27,  4041,  1396,1,          87538264,   1127877,       14194198,          48430604,    960455,0,0
04045,4,8,  17500.00,04,01,12,1,1,2,2,2,2,  464.40,1,35,  6633,   216,1,            818008,      4574,          17327,             59120,      1200,0,0
04046,2,3,  50000.00,05,01,05,1,1,2,2,2,2,  251.01,2,22,  4944,  1101,1,           7152791,     55101,         287410,            980643,     20059,0,3
04047,2,4,   9000.00,03,06,05,2,2,2,2,2,2,  490.14,1,41,  3941,  1249,2,                  ,          ,               ,                  ,          ,9,9
04048,3,5,  17500.00,04,04,07,1,1,1,2,2,2,  648.98,2,43,  2640,  1654,1,           1009613,     13473,         122783,            418936,      9075,3,3
04049,3,5, 120000.00,07,04,05,1,1,2,2,2,2,   30.32,1,40,  1818,  2216,1,           1005605,     35492,         286523,            977616,     35221,0,0
04050,4,9,  35000.00,05,04,02,1,1,2,2,2,2,  176.22,1,42,  1914,   751,1,           2475799,     60341,         359946,           1228136,     53219,0,0
04051,4,9, 300000.00,08,08,05,1,2,2,2,2,2,   14.70,2,23,  1914,   751,1,           8575383,    190401,        2513301,           8575383,    190401,0,0
04052,2,4, 140000.00,07,08,14,1,1,2,2,2,2,  151.16,2,43,  7543,   558,1,          10149699,     89135,         934500,           3188514,     61477,3,3
04053,3,6,   3500.00,02,06,26,1,1,2,2,2,2,  482.42,1,24,  3751,  1412,1,            407556,      1965,           2886,              9847,       202,3,3
04054,1,2, 550000.00,09,01,02,1,2,1,2,2,2,   38.80,1,34,  4558,  1123,1,          31292524,   1171602,        7362491,          25120819,   1121732,0,0
04055,3,7,  30000.00,05,04,06,1,2,1,2,2,2,  126.45,1,33,  1200,  2774,1,           3199927,     60165,         937845,           3199927,     60165,3,0
04056,4,8,  10000.00,03,06,18,1,2,2,2,2,1, 3494.37,1,19,  2097,  1918,1,           2606151,     42046,         164464,            561151,     18983,3,3
04057,3,7,  27500.00,05,02,02,1,2,2,2,2,2,  143.58,2,15,  1500,  2724,1,            814151,     20830,         238614,            814151,     20830,0,0
04058,3,5,  95000.00,06,08,14,1,2,1,2,2,2,  156.82,1,43,  4732,   624,1,           4176670,     65343,         625249,           2133350,     57936,0,0
04059,3,5, 225000.00,08,05,02,1,2,2,2,2,2,   34.17,2,37,   363,  3331,1,          20150716,    303972,        5905837,          20150716,    303972,0,0
04060,4,8,  37500.00,05,07,18,1,2,2,2,2,1,  253.34,1,10,  5830,   422,1,           4708952,     28520,         344945,           1176952,     14136,0,0
04061,4,9,  17500.00,04,04,07,1,1,2,2,2,2,  648.98,1,44,  1914,   751,1,           1451855,     14638,          96397,            328907,      8666,0,0
04062,3,7,   1001.00,02,04,15,1,1,2,2,2,2, 3494.37,2,27,  1818,  2596,1,            441642,      4012,          23914,             81595,      2006,3,0
04063,2,3,  90000.00,06,03,18,1,2,2,2,1,2,  110.91,2,32,  6022,   759,1,          11457694,    121882,         312630,           1066694,     23901,3,3
04064,1,2, 130000.00,07,04,14,1,2,2,2,2,1,   34.17,2,37,  6226,   669,1,          19050854,    169437,        1910860,           6519854,    132007,0,0
04065,2,4,  11250.00,04,02,01,2,2,2,2,2,2,  589.41,1,13,  5442,  1067,2,                  ,          ,               ,                  ,          ,9,9
04066,1,2,  50001.00,06,04,02,1,1,2,2,2,2,  148.43,1,17,  5066,   935,1,           7386403,    141342,        1591703,           5430891,    124442,0,0
04067,1,2,  30000.00,05,02,05,1,2,1,2,2,2,  155.02,1,34,  4558,  1123,1,           2123257,     39782,         215814,            736357,     30082,3,0
04068,3,5,  50001.00,06,06,05,1,2,2,2,2,2,  682.82,2,11,    97,  4143,1,             19442,       546,           5698,             19442,       546,3,3
04069,2,3,   3500.00,02,06,05,1,1,2,2,2,2,  223.21,1,23,  6691,   672,1,            299552,      2951,          13544,             46212,      1311,3,0
04070,3,5,  55000.00,06,06,02,1,2,2,2,2,2,  188.42,1,11,   363,  3331,1,           5780822,     99647,        1694262,           5780822,     99647,3,0
04071,4,9, 600000.00,09,06,02,1,1,1,2,2,2,   17.03,1,36,  1914,   751,1,          25769831,    573844,        4798341,          16371939,    531144,0,0
04072,3,6,  30000.00,05,07,05,1,1,2,2,2,2,  733.80,1,39,  3700,  1122,1,            441643,      5014,          37365,            127489,      3008,3,0
04073,2,3,   2000.00,02,01,25,1,1,2,2,2,2, 5764.94,2,34,  4944,  1101,1,            297871,      4114,          21405,             73034,      2930,0,0
04074,1,1,  75000.00,06,04,14,1,2,2,2,1,2,  118.21,1,20,  5972,   692,1,          13149508,    118190,         909000,           3101508,     61800,0,0
04075,1,2,  11250.00,04,05,13,1,1,2,2,2,2,  450.80,1,18,  5342,   938,1,           1814514,     27583,         182360,            622212,     20183,0,0
04076,3,5,  30000.00,05,03,14,1,1,2,2,2,2,  141.00,1,40,  1818,  2216,1,           1703862,     33331,         222008,            757491,     26637,0,0
04077,4,9,  10000.00,03,03,18,1,2,2,1,2,2,  524.16,2,35,  3900,   178,1,            522056,     17089,         153006,            522056,     17089,3,0
04078,3,7,  32500.00,05,06,25,1,2,2,2,2,2,  136.39,1,27,  1818,  2596,1,           3368825,     60285,         987346,           3368825,     60285,3,3
04079,3,5, 160000.00,07,07,18,1,1,2,2,2,2,  100.11,2,29,  4041,  1396,1,           9912292,    129504,        1344165,           4586291,     97221,0,0
04080,1,1,   5000.00,02,02,26,2,2,2,2,2,2, 6068.36,1,25,  7339,   430,2,                  ,          ,               ,                  ,          ,9,9
04081,4,9,  35000.00,05,06,18,1,1,2,2,2,2,  279.57,1,11,  3028,  1168,1,           1258385,     28077,         217598,            742444,     24066,3,0
04082,2,3,  23750.00,04,07,25,1,1,2,2,2,2,  511.16,2,26,  5771,   889,1,           1152215,     15360,         222249,            758314,     13220,0,0
04083,3,5,  20000.00,04,01,12,1,1,2,2,2,2,  211.49,2,44,  4919,  1013,1,           1261534,     12806,          93937,            320513,      7178,0,0
04084,2,3, 250000.00,08,07,13,1,2,2,2,1,2,   26.67,2,32,  6022,   759,1,          30198634,    367331,        4472343,          15259634,    223617,0,0
04085,4,9,   5000.00,02,04,25,1,1,2,2,2,2, 6516.75,1,11,  3028,  1168,1,           1456194,     37558,         366560,           1250703,     35887,3,3
04086,4,9,  25001.00,05,03,08,1,1,2,2,2,2,  187.65,2,10,  1914,   751,1,            635226,     16754,          97388,            332288,     14361,3,0
04087,1,2, 275000.00,08,06,02,1,1,2,2,2,2,   15.15,2,05,  4525,  1131,1,          59944184,   1464402,       15705337,          53586610,   1415733,0,0
04088,2,3,  35000.00,05,06,02,1,2,2,2,2,2,  180.37,1,07,  5284,  1023,1,           3959285,     49816,        1160400,           3959285,     49816,3,3
04089,4,8, 650000.00,09,04,18,1,2,2,2,2,1,   47.28,1,10,  5830,   422,1,          57063401,    341930,        4044080,          13798401,    165726,0,0
04090,3,7,  75000.00,06,05,02,1,1,2,2,1,2,  152.85,1,03,  2997,  1762,1,          15027515,    177718,        1377984,           4701681,     63695,3,0
04091,2,4, 225000.00,08,05,13,1,2,2,2,1,2,   26.67,1,23,  6394,   811,1,          23969125,    274127,        2459298,           8391125,    131572,0,0
04092,2,4, 350000.00,08,06,16,1,1,1,2,1,2,   14.49,1,23,  6394,   811,1,         117448861,    794957,       11975610,          40860781,    526442,0,0
04093,1,2, 130000.00,07,05,05,1,1,2,2,2,2,  116.22,2,27,  7084,   385,1,           2113180,     53305,         312990,           1067922,     45176,0,0
04094,4,9,   2500.00,02,04,01,2,2,2,2,2,2, 8208.72,2,35,  4038,   619,2,                  ,          ,               ,                  ,          ,9,9
04095,4,9, 600000.00,09,04,02,1,1,2,2,2,2,   16.05,1,29,  4716,   201,1,          45799026,    484020,        8494071,          28981770,    408841,0,0
04096,3,5,  13750.00,04,06,05,1,1,2,2,2,2,  141.20,2,05,  2949,  1352,1,            836045,      8208,          49937,            170385,      4980,0,0
04097,1,1, 170000.00,07,04,14,1,1,1,2,2,2,   87.17,1,10,  5198,   947,1,          24187116,    334234,        2014115,           6872160,    237517,0,0
04098,2,4, 250000.00,08,05,14,1,1,1,2,2,2,   86.00,2,24,  7543,   558,1,          20146417,    187981,        2146665,           7324421,    145766,0,0
04099,3,7, 140000.00,07,04,13,1,1,2,2,2,2,   87.17,1,03,  2997,  1762,1,          19708140,    207569,        3810440,          13001221,    191525,0,0
04100,4,8,  27500.00,05,01,26,1,1,2,2,2,2,  220.19,1,22,  8176,    54,1,           1993285,     23226,         290909,            992582,     18341,0,0
04101,1,2,  16250.00,04,06,02,1,1,2,2,2,2,  262.97,2,35,  5342,   938,1,           2719523,     47439,         399621,           1363507,     39114,0,0
04102,2,3,   5000.00,02,07,26,1,1,2,2,2,2,  921.66,2,32,  6022,   759,1,            345341,      3821,          20902,             71318,      2246,0,0
04103,3,5,  13750.00,04,06,05,1,2,2,2,2,2,  329.05,2,38,   363,  3331,1,            419038,      9626,         122813,            419038,      9626,3,0
04104,2,4,1500000.00,10,07,05,1,1,2,1,2,2,    9.84,1,35,  7543,   558,1,          67321927,    624395,        9691061,          33065900,    511176,0,0
04105,2,3, 120000.00,07,08,25,1,1,2,2,2,2,   40.25,1,40,  6053,   811,1,           9803084,    193387,        2514417,           8579191,    187893,0,0
04106,2,3,  80000.00,06,02,02,1,1,2,2,2,2,  146.52,2,22,  4944,  1101,1,          12622160,    189451,        3039360,          10370296,    179443,0,0
04107,4,9, 750000.00,09,08,07,1,1,2,2,2,2,   10.01,2,11,  4038,   619,1,          41542385,    546497,        9850868,          33611162,    501374,3,0
04108,3,7,  40000.00,05,06,08,1,2,2,2,2,2,  166.52,1,04,   866,  3162,1,            812715,     15182,         238193,            812715,     15182,3,0
04109,3,5,  40000.00,05,06,23,1,2,2,2,2,2,  595.60,1,31,  2944,  1534,1,           9478925,    133767,        2778114,           9478925,    133767,0,0
04110,4,8,  32500.00,05,07,13,1,1,2,2,2,2,  523.38,2,10,  5480,   775,1,           2317623,     26859,         393929,           1344086,     22353,3,0
04111,3,7,  16250.00,04,06,06,1,1,2,2,2,2,  401.51,2,33,  1818,  2596,1,           7833750,     84038,        2002320,           6831916,     79000,0,0
04112,4,9,  21250.00,04,07,23,1,1,2,2,2,2,  120.95,1,11,  3028,  1168,1,           3213041,     56353,         465791,           1589279,     45400,0,0
04113,1,2,   5001.00,03,04,08,1,2,2,2,2,2, 2778.64,2,17,  4985,  1044,1,             65333,      1912,          19148,             65333,      1912,0,0
04114,4,8,  75000.00,06,06,05,1,2,2,2,2,2,  148.68,2,19,  1228,  3578,1,           1460210,     29842,         427963,           1460210,     29842,3,0
04115,4,9, 475000.00,08,07,18,1,1,1,1,2,2,   17.78,2,28,  1914,   751,1,          36648241,    514607,        5515110,          18817555,    449231,0,0
04116,1,2,  65000.00,06,02,02,1,1,2,2,2,2,  152.85,1,09,  8223,   260,1,           6184049,     60165,         225121,            768113,     25069,3,0
04117,3,7,1500000.00,10,06,02,1,1,1,2,2,2,    5.27,2,13,  1818,  2596,1,         143899700,   2168447,       41646689,         142098503,   2157925,0,0
04118,4,9, 110000.00,07,03,02,1,2,2,2,1,2,  181.07,1,01,  5019,    54,1,          15398574,    145832,        1456792,           4970574,     47502,0,0
04119,2,3,  32500.00,05,04,02,1,2,2,2,1,1,  235.86,1,22,  4944,  1101,1,           1612713,     22662,         123304,            420713,      9225,3,0
04120,3,5, 400000.00,08,08,05,1,1,2,2,2,2,   21.41,2,19,  4041,  1396,1,          36905484,    329324,        3637807,          12412197,    173933,0,0
04121,1,1,  65000.00,06,01,02,1,1,1,2,2,2,  109.27,1,20,  5972,   692,1,           4152352,     39351,         117823,            402012,     16784,0,0
04122,4,9,   6000.00,03,06,14,1,2,2,1,2,2, 2741.21,1,21,  3900,   178,1,             87634,      4633,          25684,             87634,      4633,0,0
04123,1,2, 140000.00,07,03,16,1,2,1,2,1,2,   28.73,1,17,  4985,  1044,1,          20785068,    247631,        2036617,           6948937,    117662,0,0
04124,3,5,  23750.00,04,05,05,1,1,2,2,2,2,  236.74,2,31,  4406,  1129,1,            361853,      7471,          69833,            238270,      6304,0,0
04125,4,9,   5500.00,03,03,14,1,2,2,2,2,2,  220.91,2,35,  3900,   178,1,            120079,      4162,          35193,            120079,      4162,3,0
04126,1,2,1800000.00,10,07,05,1,1,2,2,2,2,    9.32,2,17,  4985,  1044,1,          62697436,    834137,       11729078,          40019614,    660057,0,0
04127,4,9,  32500.00,05,03,05,1,1,2,1,2,2,  849.75,1,16,  1914,   751,1,            725315,     20411,         160283,            546886,     19175,3,3
04128,2,3, 140000.00,07,08,05,1,1,1,2,2,2,   43.63,1,22,  6053,   811,1,           8204584,    145057,        1233780,           4209657,    123311,0,0
04129,3,7,  15000.00,04,04,15,1,1,2,2,2,2,  422.52,1,04,   866,  3162,1,           1984874,     27594,         381784,           1302647,     23517,0,0
04130,1,1,  17500.00,04,01,14,1,1,2,2,2,2,  414.39,2,32,  5274,   779,1,            832995,     16031,         106585,            363668,     12033,3,0
04131,1,2,  10001.00,04,03,23,1,1,1,2,2,2,  492.54,2,09,  5518,   744,1,            518780,      7622,          45130,            153984,      4607,3,0
04132,4,8,  50000.00,05,04,01,2,2,2,2,2,2,  388.22,2,22,  6331,   385,2,                  ,          ,               ,                  ,          ,9,9
04133,2,4,  17500.00,04,03,02,1,2,1,2,2,2, 5678.98,2,41,  4111,  1252,1,            805914,       113,         232135,            792045,         0,3,0
04134,1,2,   3000.00,02,03,25,1,2,1,2,2,2, 6072.75,2,40,  4558,  1123,1,            163311,      2230,           6078,             20738,      1054,0,0
04135,3,7,  18750.00,04,04,16,1,1,2,2,2,2,  414.39,1,03,  2926,  1896,1,          13759881,    113176,         518689,           1769767,     82546,0,0
04136,4,9,   5001.00,03,07,02,1,1,2,2,2,2,  640.54,2,29,  5019,    54,1,            196323,      3561,          30457,            103919,      2776,0,0
04137,3,5,  27500.00,05,04,02,1,1,2,2,2,2,  165.15,2,08,  4682,   988,1,           1980168,     29221,         409387,           1396828,     24842,3,0
04138,4,9, 475000.00,08,02,02,1,1,1,2,2,2,    8.45,1,28,  1914,   751,1,          23265598,    559668,        5696586,          19436751,    537322,3,0
04139,1,2,  27500.00,05,05,14,1,2,2,2,2,2,  414.39,2,28,  4558,  1123,1,           1815723,     69456,         532158,           1815723,     69456,0,3
04140,3,6, 100000.00,06,06,05,1,2,2,2,2,2,  109.05,2,39,  2706,  1895,1,            255095,      5337,          74764,            255095,      5337,3,0
